merchant_id,merchant_segment,category,country,pricing_plan,risk_tier
M00593,Enterprise,Education,India,Enterprise,High
M00594,SME,Professional Services,India,Standard,Medium
M00595,SME,Food,Singapore,Growth,Low
M00596,SME,Digital Services,Singapore,High Risk,Medium
M00597,SME,Electronics,India,Standard,Low
M00598,SME,Travel,UAE,Standard,Low
M00599,Strategic,Retail,Singapore,Enterprise,Medium
M00600,Enterprise,Travel,India,Enterprise,Low
M00601,SME,Electronics,India,Standard,Low
M00602,SME,Digital Services,India,High Risk,Medium
M00603,SME,Food,Singapore,Growth,Medium
M00604,SME,Electronics,India,Promotional,Medium
M00605,Enterprise,Travel,India,Standard,Low
M00606,SME,Travel,India,Growth,Medium
M00607,SME,Digital Services,Singapore,High Risk,Medium
M00608,SME,Electronics,India,High Risk,Medium
M00609,SME,Travel,India,Standard,Low
M00610,SME,Travel,India,High Risk,Low
M00611,SME,Food,India,Growth,Medium
M00612,Enterprise,Retail,India,Enterprise,Low
M00613,SME,Healthcare,India,Growth,Low
M00614,SME,Digital Services,India,Standard,Low
M00615,Enterprise,Food,India,Standard,Low
M00616,Enterprise,Electronics,India,Standard,Low
M00617,Enterprise,Healthcare,India,Enterprise,High
M00618,Enterprise,Retail,India,Enterprise,Medium
M00619,SME,Food,India,High Risk,Low
M00620,Strategic,Education,India,Enterprise,Medium
M00621,SME,Electronics,India,Standard,Low
M00622,SME,Healthcare,India,High Risk,Low
M00623,SME,Food,UAE,High Risk,Low
M00624,Strategic,Electronics,UAE,Enterprise,Low
M00625,SME,Food,India,Growth,Low
M00626,SME,Electronics,India,High Risk,Medium
M00627,SME,Retail,UAE,Standard,Medium
M00628,SME,Retail,Singapore,Growth,Low
M00629,SME,Healthcare,UAE,Standard,Low
M00630,SME,Retail,UAE,Promotional,Low
M00631,SME,Digital Services,UAE,Standard,High
M00632,Enterprise,Healthcare,India,Standard,Low
M00633,SME,Digital Services,India,Standard,Medium
M00634,Enterprise,Electronics,India,Enterprise,Low
M00635,SME,Food,Singapore,Standard,Low
M00636,SME,Electronics,Singapore,Standard,High
M00637,Enterprise,Digital Services,India,Growth,Low
M00638,Enterprise,Food,India,Growth,Medium
M00639,SME,Food,Singapore,Promotional,Medium
M00640,Enterprise,Professional Services,India,Standard,Medium
M00641,SME,Travel,Singapore,Standard,Medium
M00642,SME,Digital Services,Singapore,Standard,Medium
M00643,SME,Travel,India,Standard,Low
M00644,SME,Retail,India,Promotional,High
M00645,SME,Professional Services,UAE,Standard,High
M00646,SME,Retail,India,High Risk,Low
M00647,SME,Digital Services,UAE,Promotional,Low
M00648,Enterprise,Food,UAE,Growth,Low
M00649,SME,Electronics,Singapore,Growth,Low
M00650,SME,Healthcare,Singapore,Growth,Low
M00651,Strategic,Retail,India,Enterprise,Low
M00652,SME,Food,UAE,Growth,Medium
M00653,SME,Retail,India,High Risk,Low
M00654,Enterprise,Food,Singapore,Enterprise,Medium
M00655,SME,Digital Services,India,Standard,Medium
M00656,SME,Travel,UAE,Standard,Low
M00657,SME,Electronics,UAE,High Risk,Low
M00658,Enterprise,Retail,Singapore,Enterprise,Medium
M00659,Enterprise,Retail,India,Standard,High
M00660,SME,Retail,India,Standard,Medium
M00661,SME,Travel,India,Promotional,Medium
M00662,SME,Food,Singapore,Growth,Medium
M00663,SME,Retail,Singapore,Standard,Low
M00664,SME,Professional Services,Singapore,Growth,Low
M00665,Enterprise,Professional Services,UAE,Standard,Low
M00666,Strategic,Food,India,Enterprise,Medium
M00667,SME,Digital Services,UAE,Promotional,Low
M00668,Strategic,Professional Services,India,Enterprise,Medium
M00669,SME,Healthcare,India,High Risk,Low
M00670,Enterprise,Retail,Singapore,Enterprise,Low
M00671,SME,Electronics,UAE,Standard,Medium
M00672,SME,Travel,India,Standard,Medium
M00673,SME,Food,India,Standard,Low
M00674,SME,Food,UAE,Growth,High
M00675,Enterprise,Healthcare,UAE,Standard,Low
M00676,Enterprise,Retail,UAE,Standard,Medium
M00677,SME,Retail,India,Standard,High
M00678,Enterprise,Electronics,Singapore,Enterprise,Low
M00679,SME,Electronics,UAE,Promotional,Medium
M00680,Enterprise,Food,Singapore,Standard,Medium
M00681,SME,Digital Services,India,Standard,Low
M00682,SME,Healthcare,Singapore,Growth,Medium
M00683,Strategic,Food,India,Enterprise,Medium
M00684,SME,Travel,India,Promotional,Medium
M00685,Enterprise,Food,India,Growth,Medium
M00686,SME,Professional Services,Singapore,Standard,Low
M00687,Strategic,Electronics,India,Promotional,Low
M00688,SME,Food,UAE,Standard,Low
M00689,SME,Travel,India,Standard,Medium
M00690,SME,Electronics,India,Growth,High
M00691,SME,Digital Services,UAE,Growth,Low
M00692,SME,Food,Singapore,Promotional,Low
M00693,SME,Retail,India,Promotional,Low
M00694,Enterprise,Healthcare,UAE,Growth,Low
M00695,SME,Education,Singapore,Growth,Low
M00696,SME,Digital Services,Singapore,Growth,Medium
M00697,Strategic,Digital Services,UAE,Enterprise,Low
M00698,Enterprise,Digital Services,India,Enterprise,Medium
M00699,SME,Food,India,Growth,Medium
M00700,SME,Digital Services,UAE,Promotional,Medium
M00701,SME,Retail,India,Standard,Low
M00702,SME,Digital Services,UAE,High Risk,Medium
M00703,SME,Retail,India,Growth,Low
M00704,Enterprise,Education,India,Standard,High
M00705,SME,Food,India,High Risk,Medium
M00706,SME,Digital Services,Singapore,Growth,Medium
M00707,SME,Healthcare,India,Standard,Medium
M00708,SME,Digital Services,India,Promotional,Low
M00709,Enterprise,Retail,UAE,Growth,Medium
M00710,Strategic,Education,UAE,Enterprise,High
M00711,SME,Travel,India,Standard,Low
M00712,SME,Education,India,Standard,Medium
M00713,Enterprise,Digital Services,India,Enterprise,Low
M00714,SME,Retail,UAE,High Risk,Medium
M00715,SME,Food,Singapore,Standard,Low
M00716,Enterprise,Electronics,UAE,Standard,Low
M00717,SME,Healthcare,UAE,Promotional,Low
M00718,Strategic,Healthcare,Singapore,Promotional,Low
M00719,SME,Electronics,India,Standard,Medium
M00720,SME,Education,India,Growth,Low
M00721,SME,Healthcare,UAE,High Risk,Medium
M00722,Enterprise,Retail,Singapore,Enterprise,Medium
M00723,SME,Retail,UAE,Standard,Low
M00724,SME,Education,UAE,Promotional,Low
M00725,Enterprise,Retail,India,Standard,High
M00726,SME,Food,India,Growth,Medium
M00727,SME,Retail,Singapore,High Risk,Low
M00728,SME,Professional Services,India,Promotional,Low
M00729,Enterprise,Electronics,India,Enterprise,High
M00730,SME,Professional Services,India,Growth,Low
M00731,Enterprise,Electronics,UAE,Enterprise,Medium
M00732,Enterprise,Professional Services,UAE,Enterprise,Low
M00733,SME,Education,India,Growth,Low
M00734,SME,Food,Singapore,Standard,Medium
M00735,SME,Travel,Singapore,High Risk,Low
M00736,SME,Digital Services,Singapore,Standard,Low
M00737,SME,Healthcare,Singapore,Growth,Low
M00738,Enterprise,Food,India,Standard,Medium
M00739,SME,Travel,India,Promotional,Low
M00740,SME,Food,India,Growth,Low
M00741,SME,Retail,UAE,Growth,Low
M00742,Strategic,Healthcare,Singapore,Promotional,Low
M00743,SME,Food,UAE,Standard,Low
M00744,Enterprise,Electronics,India,Standard,High
M00745,SME,Professional Services,Singapore,High Risk,Low
M00746,SME,Retail,Singapore,Standard,Medium
M00747,Enterprise,Professional Services,Singapore,Growth,Low
M00748,SME,Professional Services,India,Promotional,Low
M00749,SME,Digital Services,India,Growth,Low
M00750,SME,Electronics,India,Growth,Low
M00751,Enterprise,Retail,UAE,Growth,Low
M00752,SME,Professional Services,Singapore,Standard,Medium
M00753,SME,Food,India,Growth,High
M00754,Enterprise,Electronics,India,Standard,Low
M00755,SME,Education,India,Promotional,Medium
M00756,SME,Healthcare,Singapore,Standard,Low
M00757,SME,Food,Singapore,Standard,Low
M00758,SME,Education,UAE,Promotional,Low
M00759,SME,Professional Services,Singapore,Growth,Low
M00760,Enterprise,Digital Services,India,Enterprise,Low
M00761,SME,Electronics,India,Standard,Medium
M00762,SME,Food,India,Growth,Low
M00763,SME,Professional Services,India,Growth,Low
M00764,Strategic,Healthcare,Singapore,Promotional,Medium
M00765,SME,Retail,India,Standard,Low
M00766,SME,Healthcare,India,Promotional,Medium
M00767,Strategic,Retail,Singapore,Promotional,Low
M00768,Enterprise,Electronics,India,Enterprise,Low
M00769,Enterprise,Education,India,Enterprise,Medium
M00770,SME,Digital Services,Singapore,High Risk,Low
M00771,SME,Healthcare,UAE,Standard,Medium
M00772,SME,Digital Services,India,Growth,Low
M00773,SME,Digital Services,Singapore,Growth,Low
M00774,SME,Electronics,Singapore,Promotional,Low
M00775,SME,Education,Singapore,Growth,Low
M00776,SME,Food,Singapore,Growth,Low
M00777,Enterprise,Retail,UAE,Growth,Low
M00778,Enterprise,Food,India,Growth,Low
M00779,SME,Retail,India,Growth,Low
M00780,SME,Digital Services,Singapore,Growth,Medium
M00781,Enterprise,Education,UAE,Standard,Low
M00782,SME,Electronics,India,Promotional,Medium
M00783,SME,Education,Singapore,Standard,Medium
M00784,Strategic,Travel,India,Enterprise,Low
M00785,SME,Food,UAE,Standard,Low
M00786,SME,Retail,Singapore,Growth,Low
M00787,Enterprise,Travel,India,Standard,Low
M00788,SME,Healthcare,Singapore,Standard,Low
M00789,SME,Food,India,Standard,Low
M00790,Strategic,Travel,India,Enterprise,Low
M00791,SME,Retail,UAE,Promotional,Low
M00792,SME,Food,India,Promotional,Low
M00793,Enterprise,Healthcare,India,Enterprise,Low
M00794,SME,Education,Singapore,Standard,Low
M00795,SME,Travel,UAE,Growth,Medium
M00796,SME,Education,India,Growth,Medium
M00797,SME,Professional Services,Singapore,Growth,Low
M00798,Enterprise,Food,India,Standard,Medium
M00799,Enterprise,Travel,UAE,Standard,Low
M00800,SME,Digital Services,India,Growth,Low
M00801,SME,Electronics,Singapore,Promotional,Low
M00802,SME,Retail,Singapore,Promotional,Low
M00803,SME,Digital Services,India,Standard,Medium
M00804,SME,Electronics,India,Growth,High
M00805,SME,Travel,India,Growth,Medium
M00806,Enterprise,Professional Services,UAE,Enterprise,Low
M00807,SME,Digital Services,India,Growth,Low
M00808,Enterprise,Food,UAE,Standard,Low
M00809,SME,Professional Services,India,Promotional,Medium
M00810,Enterprise,Retail,India,Enterprise,Low
M00811,Enterprise,Healthcare,UAE,Enterprise,Medium
M00812,SME,Electronics,Singapore,Standard,Medium
M00813,SME,Food,Singapore,Promotional,Medium
M00814,SME,Retail,UAE,High Risk,Medium
M00815,SME,Food,UAE,Growth,Medium
M00816,SME,Retail,India,Growth,Low
M00817,SME,Digital Services,India,Standard,Medium
M00818,SME,Healthcare,India,Growth,Medium
M00819,SME,Food,UAE,Growth,Medium
M00820,SME,Digital Services,India,Standard,Low
M00821,Strategic,Retail,Singapore,Promotional,Medium
M00822,SME,Retail,UAE,Standard,High
M00823,SME,Electronics,Singapore,Promotional,Medium
M00824,SME,Retail,India,Growth,Low
M00825,SME,Travel,India,High Risk,Medium
M00826,SME,Professional Services,India,Standard,Low
M00827,SME,Food,India,Standard,Low
M00828,SME,Digital Services,India,High Risk,Low
M00829,SME,Travel,India,Standard,Low
M00830,SME,Travel,UAE,Growth,Low
M00831,SME,Food,UAE,Growth,Low
M00832,SME,Digital Services,UAE,Growth,Medium
M00833,SME,Professional Services,India,Growth,High
M00834,SME,Digital Services,UAE,Growth,Medium
M00835,SME,Retail,Singapore,Standard,Medium
M00836,SME,Education,UAE,Promotional,Low
M00837,SME,Travel,UAE,Growth,Low
M00838,SME,Travel,UAE,Growth,Medium
M00839,Enterprise,Food,India,Enterprise,Medium
M00840,SME,Education,Singapore,High Risk,Medium
M00841,Strategic,Travel,Singapore,Promotional,Low
M00842,SME,Professional Services,India,Standard,Low
M00843,SME,Digital Services,India,Promotional,Low
M00844,Enterprise,Travel,India,Enterprise,Low
M00845,SME,Travel,UAE,Promotional,Medium
M00846,SME,Electronics,UAE,Standard,Low
M00847,Strategic,Electronics,Singapore,Enterprise,Medium
M00848,SME,Digital Services,India,Growth,Low
M00849,SME,Food,India,Promotional,Medium
M00850,Enterprise,Healthcare,Singapore,Enterprise,High
M00851,Enterprise,Professional Services,India,Enterprise,Low
M00852,SME,Retail,India,Promotional,Low
M00853,SME,Electronics,UAE,Standard,Low
M00854,Strategic,Electronics,Singapore,Enterprise,Low
M00855,SME,Education,Singapore,Promotional,Medium
M00856,SME,Travel,India,Promotional,Low
M00857,Strategic,Digital Services,India,Enterprise,Medium
M00858,Enterprise,Travel,Singapore,Standard,Low
M00859,SME,Retail,India,Standard,Low
M00860,SME,Professional Services,India,Promotional,High
M00861,Enterprise,Food,India,Enterprise,Low
M00862,SME,Food,India,Growth,Medium
M00863,SME,Retail,India,Standard,Low
M00864,Strategic,Food,India,Enterprise,High
M00865,SME,Healthcare,Singapore,Growth,High
M00866,Enterprise,Travel,India,Growth,Low
M00867,Enterprise,Education,India,Enterprise,Low
M00868,Enterprise,Retail,UAE,Standard,Medium
M00869,Enterprise,Education,India,Standard,Low
M00870,SME,Electronics,India,Growth,Medium
M00871,Enterprise,Travel,India,Standard,High
M00872,Enterprise,Retail,India,Standard,Medium
M00873,Strategic,Food,India,Enterprise,Medium
M00874,Enterprise,Digital Services,India,Enterprise,Low
M00875,Enterprise,Education,India,Growth,High
M00876,SME,Digital Services,India,Standard,Low
M00877,SME,Retail,India,High Risk,Low
M00878,SME,Education,India,Promotional,Medium
M00879,SME,Retail,India,Growth,Medium
M00880,SME,Travel,India,Standard,Medium
M00881,SME,Education,UAE,Growth,Medium
M00882,Strategic,Food,India,Enterprise,Medium
M00883,SME,Retail,UAE,Growth,Low
M00884,SME,Retail,UAE,Standard,Medium
M00885,Enterprise,Digital Services,Singapore,Enterprise,Low
M00886,SME,Food,Singapore,Standard,Low
M00887,SME,Retail,UAE,Standard,Medium
M00888,SME,Travel,India,Standard,High
M00889,SME,Healthcare,India,Promotional,Medium
M00890,Strategic,Retail,India,Enterprise,Low
M00891,Enterprise,Food,Singapore,Growth,Medium
M00892,Enterprise,Education,India,Enterprise,High
M00893,Enterprise,Electronics,UAE,Standard,Low
M00894,SME,Electronics,India,Growth,Low
M00895,Enterprise,Digital Services,UAE,Standard,Low
M00896,Enterprise,Education,India,Standard,Low
M00897,Strategic,Digital Services,Singapore,Promotional,Low
M00898,SME,Digital Services,Singapore,Standard,Low
M00899,SME,Education,India,Standard,Medium
M00900,SME,Electronics,UAE,Standard,Low
M00901,SME,Professional Services,India,Standard,High
M00902,SME,Education,India,Growth,Low
M00903,SME,Electronics,UAE,Growth,Low
M00904,SME,Food,India,Promotional,Low
M00905,SME,Food,India,Standard,High
M00906,SME,Education,India,Growth,Low
M00907,SME,Travel,Singapore,Standard,Low
M00908,Strategic,Professional Services,India,Enterprise,Medium
M00909,Enterprise,Healthcare,Singapore,Standard,Low
M00910,SME,Food,Singapore,Promotional,Medium
M00911,Enterprise,Healthcare,India,Standard,Low
M00912,SME,Healthcare,India,Standard,Medium
M00913,SME,Travel,Singapore,High Risk,Medium
M00914,SME,Retail,Singapore,Promotional,Low
M00915,SME,Electronics,India,Growth,Low
M00916,SME,Electronics,India,High Risk,Low
M00917,SME,Professional Services,UAE,Standard,Medium
M00918,SME,Retail,UAE,Growth,Medium
M00919,Enterprise,Food,Singapore,Growth,Medium
M00920,SME,Digital Services,India,Growth,Low
M00921,Strategic,Digital Services,Singapore,Enterprise,Medium
M00922,SME,Healthcare,India,Standard,Low
M00923,SME,Retail,Singapore,Standard,Low
M00924,Enterprise,Retail,Singapore,Enterprise,Low
M00925,Enterprise,Retail,India,Standard,Medium
M00926,SME,Education,India,Standard,Low
M00927,SME,Education,Singapore,Standard,Low
M00928,SME,Electronics,UAE,Growth,High
M00929,SME,Retail,Singapore,Growth,Low
M00930,SME,Food,Singapore,Promotional,Medium
M00931,SME,Professional Services,India,Promotional,High
M00932,SME,Food,Singapore,Growth,Low
M00933,SME,Retail,Singapore,Growth,Medium
M00934,SME,Travel,India,Growth,Low
M00935,Enterprise,Digital Services,Singapore,Enterprise,Low
M00936,Enterprise,Retail,Singapore,Standard,Medium
M00937,SME,Professional Services,Singapore,Growth,High
M00938,SME,Digital Services,India,Growth,Low
M00939,SME,Digital Services,India,Standard,Low
M00940,SME,Food,UAE,Standard,Low
M00941,SME,Professional Services,India,Growth,High
M00942,Enterprise,Digital Services,India,Enterprise,High
M00943,SME,Digital Services,UAE,High Risk,Low
M00944,SME,Electronics,India,High Risk,Medium
M00945,SME,Electronics,India,Growth,Medium
M00946,SME,Retail,India,High Risk,Low
M00947,SME,Travel,UAE,Promotional,Low
M00948,Strategic,Travel,India,Enterprise,Low
M00949,SME,Retail,Singapore,Growth,Medium
M00950,SME,Electronics,Singapore,Standard,Low
M00951,SME,Education,India,Growth,Medium
M00952,SME,Education,India,Standard,High
M00953,SME,Retail,India,Promotional,Low
M00954,SME,Professional Services,UAE,Growth,Medium
M00955,SME,Electronics,UAE,Standard,Low
M00956,Enterprise,Digital Services,UAE,Growth,High
M00957,Strategic,Healthcare,India,Promotional,Medium
M00958,SME,Healthcare,India,Promotional,Medium
M00959,SME,Digital Services,India,Promotional,High
M00960,Enterprise,Retail,Singapore,Standard,Low
M00961,SME,Healthcare,Singapore,Growth,Low
M00962,Strategic,Digital Services,UAE,Enterprise,Medium
M00963,SME,Healthcare,UAE,Standard,Low
M00964,SME,Food,India,Standard,High
M00965,SME,Professional Services,Singapore,Standard,Medium
M00966,SME,Digital Services,Singapore,Growth,Low
M00967,SME,Digital Services,Singapore,Standard,Low
M00968,SME,Electronics,Singapore,Standard,Low
M00969,SME,Education,UAE,Promotional,Low
M00970,Enterprise,Education,Singapore,Enterprise,Low
M00971,SME,Food,India,Standard,Medium
M00972,SME,Digital Services,India,Growth,Low
M00973,Strategic,Travel,UAE,Enterprise,Low
M00974,SME,Digital Services,UAE,High Risk,Low
M00975,SME,Electronics,India,Growth,Low
M00976,Enterprise,Digital Services,Singapore,Enterprise,High
M00977,SME,Food,India,Standard,Low
M00978,Enterprise,Travel,India,Enterprise,Low
M00979,SME,Electronics,India,Growth,Medium
M00980,SME,Healthcare,India,High Risk,Low
M00981,Enterprise,Food,India,Standard,Low
M00982,SME,Digital Services,Singapore,Growth,High
M00983,SME,Education,UAE,Standard,Medium
M00984,SME,Retail,Singapore,Growth,Low
M00985,SME,Travel,India,Standard,Medium
M00986,SME,Retail,India,Standard,Low
M00987,SME,Food,India,Growth,Low
M00988,SME,Digital Services,India,Standard,Medium
M00989,SME,Education,UAE,Promotional,High
M00990,SME,Food,India,High Risk,Low
M00991,SME,Retail,India,Growth,Low
M00992,SME,Healthcare,India,Standard,Medium
M00993,SME,Retail,UAE,Standard,High
M00994,SME,Digital Services,India,Growth,Medium
M00995,SME,Food,India,Growth,Medium
M00996,SME,Retail,Singapore,Growth,Low
M00997,Enterprise,Food,India,Standard,Medium
M00998,SME,Healthcare,UAE,Growth,Medium
M00999,Enterprise,Food,India,Enterprise,Low
M01000,SME,Education,Singapore,Growth,Low
