merchant_id,snapshot_month,risk_score,risk_band
M00247,2026-03-01,0.2498,Low
M00247,2026-04-01,0.1817,Low
M00247,2026-05-01,0.0726,Low
M00247,2026-06-01,0.1493,Low
M00248,2026-01-01,0.5132,Medium
M00248,2026-02-01,0.5523,Medium
M00248,2026-03-01,0.643,Medium
M00248,2026-04-01,0.6718,High
M00248,2026-05-01,0.5652,Medium
M00248,2026-06-01,0.5506,Medium
M00249,2026-01-01,0.1766,Low
M00249,2026-02-01,0.1523,Low
M00249,2026-03-01,0.1067,Low
M00249,2026-04-01,0.2483,Low
M00249,2026-05-01,0.2357,Low
M00249,2026-06-01,0.2673,Low
M00250,2026-01-01,0.38,Medium
M00250,2026-02-01,0.5151,Medium
M00250,2026-03-01,0.5802,Medium
M00250,2026-03-01,0.6099,Medium
M00250,2026-04-01,0.7191,High
M00250,2026-04-01,0.73,High
M00250,2026-05-01,0.5694,Medium
M00250,2026-06-01,0.5955,Medium
M00251,2026-01-01,0.1215,Low
M00251,2026-02-01,0.2396,Low
M00251,2026-03-01,0.1804,Low
M00251,2026-04-01,0.1431,Low
M00251,2026-05-01,0.2623,Low
M00251,2026-05-01,0.2806,Low
M00251,2026-06-01,0.1401,Low
M00252,2026-01-01,0.5501,Medium
M00252,2026-02-01,0.4609,Medium
M00252,2026-03-01,0.5262,Medium
M00252,2026-04-01,0.5256,Medium
M00252,2026-05-01,0.5551,Medium
M00252,2026-06-01,0.4113,Medium
M00253,2026-01-01,0.4085,Medium
M00253,2026-02-01,0.4241,Medium
M00253,2026-03-01,0.6116,Medium
M00253,2026-04-01,0.7203,High
M00253,2026-05-01,0.4849,Medium
M00253,2026-06-01,0.5849,Medium
M00254,2026-01-01,0.5898,Medium
M00254,2026-02-01,0.4627,Medium
M00254,2026-03-01,0.4189,Medium
M00254,2026-04-01,0.468,Medium
M00254,2026-05-01,0.3906,Medium
M00254,2026-06-01,0.4046,Medium
M00255,2026-01-01,0.5464,Medium
M00255,2026-02-01,0.5604,Medium
M00255,2026-03-01,0.5423,Medium
M00255,2026-04-01,0.2914,Low
M00255,2026-05-01,0.5449,Medium
M00255,2026-06-01,0.6441,Medium
M00256,2026-01-01,0.2555,Low
M00256,2026-02-01,0.2693,Low
M00256,2026-03-01,0.3027,Low
M00256,2026-04-01,0.2841,Low
M00256,2026-05-01,0.1158,Low
M00256,2026-06-01,0.1801,Low
M00257,2026-01-01,0.1595,Low
M00257,2026-02-01,0.1171,Low
M00257,2026-03-01,0.1333,Low
M00257,2026-04-01,0.2432,Low
M00257,2026-05-01,0.2057,Low
M00257,2026-06-01,0.1782,Low
M00258,2026-01-01,0.6444,Medium
M00258,2026-02-01,0.5111,Medium
M00258,2026-03-01,0.5762,Medium
M00258,2026-03-01,0.5983,Medium
M00258,2026-04-01,0.5299,Medium
M00258,2026-04-01,0.5005,Medium
M00258,2026-05-01,0.5011,Medium
M00258,2026-06-01,0.621,Medium
M00259,2026-01-01,0.2779,Low
M00259,2026-02-01,0.2852,Low
M00259,2026-03-01,0.2842,Low
M00259,2026-04-01,0.1749,Low
M00259,2026-05-01,0.219,Low
M00259,2026-06-01,0.2495,Low
M00260,2026-01-01,0.0807,Low
M00260,2026-02-01,0.163,Low
M00260,2026-03-01,0.1916,Low
M00260,2026-04-01,0.3619,Medium
M00260,2026-05-01,0.1943,Low
M00260,2026-06-01,0.259,Low
M00261,2026-01-01,0.5537,Medium
M00261,2026-02-01,0.4932,Medium
M00261,2026-03-01,0.595,Medium
M00261,2026-04-01,0.5858,Medium
M00261,2026-05-01,0.5893,Medium
M00261,2026-06-01,0.3632,Medium
M00262,2026-01-01,0.1504,Low
M00262,2026-02-01,0.18,Low
M00262,2026-02-01,0.1577,Low
M00262,2026-03-01,0.2884,Low
M00262,2026-04-01,0.1611,Low
M00262,2026-05-01,0.2191,Low
M00262,2026-06-01,0.2142,Low
M00263,2026-01-01,0.3023,Low
M00263,2026-02-01,0.2031,Low
M00263,2026-03-01,0.1993,Low
M00263,2026-04-01,0.3326,Low
M00263,2026-05-01,0.2778,Low
M00263,2026-06-01,0.3626,Medium
M00263,2026-06-01,0.3607,Medium
M00264,2026-01-01,0.6078,Medium
M00264,2026-02-01,0.4782,Medium
M00264,2026-03-01,0.4904,Medium
M00264,2026-04-01,0.6018,Medium
M00264,2026-05-01,0.4973,Medium
M00264,2026-06-01,0.5317,Medium
M00265,2026-01-01,0.5447,Medium
M00265,2026-02-01,0.5947,Medium
M00265,2026-03-01,0.5218,Medium
M00265,2026-04-01,0.7258,High
M00265,2026-05-01,0.6596,Medium
M00265,2026-06-01,0.6861,High
M00266,2026-01-01,0.579,Medium
M00266,2026-02-01,0.564,Medium
M00266,2026-03-01,0.5735,Medium
M00266,2026-04-01,0.7518,High
M00266,2026-05-01,0.3812,Medium
M00266,2026-06-01,0.485,Medium
M00267,2026-01-01,0.5462,Medium
M00267,2026-02-01,0.4741,Medium
M00267,2026-03-01,0.5748,Medium
M00267,2026-04-01,0.5426,Medium
M00267,2026-05-01,0.655,Medium
M00267,2026-06-01,0.55,Medium
M00268,2026-01-01,0.1727,Low
M00268,2026-02-01,0.2917,Low
M00268,2026-03-01,0.1735,Low
M00268,2026-04-01,0.2042,Low
M00268,2026-05-01,0.3828,Medium
M00268,2026-06-01,0.2827,Low
M00269,2026-01-01,0.5609,Medium
M00269,2026-02-01,0.5021,Medium
M00269,2026-03-01,0.4102,Medium
M00269,2026-04-01,0.5008,Medium
M00269,2026-05-01,0.5193,Medium
M00269,2026-06-01,0.5645,Medium
M00270,2026-01-01,0.6094,Medium
M00270,2026-02-01,0.4948,Medium
M00270,2026-03-01,0.546,Medium
M00270,2026-04-01,0.4724,Medium
M00270,2026-05-01,0.5399,Medium
M00270,2026-06-01,0.508,Medium
M00271,2026-01-01,0.2307,Low
M00271,2026-02-01,0.1582,Low
M00271,2026-03-01,0.2145,Low
M00271,2026-04-01,0.2032,Low
M00271,2026-05-01,0.2269,Low
M00271,2026-06-01,0.2421,Low
M00272,2026-01-01,0.7524,High
M00272,2026-02-01,0.8157,High
M00272,2026-03-01,0.7959,High
M00272,2026-04-01,0.6951,High
M00272,2026-05-01,0.8208,High
M00272,2026-06-01,0.8395,High
M00273,2026-01-01,0.1553,Low
M00273,2026-02-01,0.2389,Low
M00273,2026-03-01,0.2249,Low
M00273,2026-04-01,0.2643,Low
M00273,2026-05-01,0.2687,Low
M00273,2026-06-01,0.2547,Low
M00274,2026-01-01,0.2504,Low
M00274,2026-02-01,0.101,Low
M00274,2026-03-01,0.191,Low
M00274,2026-04-01,0.2405,Low
M00274,2026-05-01,0.2063,Low
M00274,2026-06-01,0.2852,Low
M00275,2026-01-01,0.1495,Low
M00275,2026-02-01,0.1843,Low
M00275,2026-03-01,0.1035,Low
M00275,2026-04-01,0.3018,Low
M00275,2026-05-01,0.3858,Medium
M00275,2026-06-01,0.2072,Low
M00276,2026-01-01,0.7048,High
M00276,2026-02-01,0.7778,High
M00276,2026-03-01,0.6255,Medium
M00276,2026-04-01,0.7818,High
M00276,2026-05-01,0.8605,High
M00276,2026-06-01,0.839,High
M00277,2026-01-01,0.2149,Low
M00277,2026-02-01,0.2047,Low
M00277,2026-03-01,0.1618,Low
M00277,2026-04-01,0.3437,Low
M00277,2026-05-01,0.1812,Low
M00277,2026-06-01,0.2005,Low
M00278,2026-01-01,0.2627,Low
M00278,2026-02-01,0.3022,Low
M00278,2026-03-01,0.1741,Low
M00278,2026-04-01,0.234,Low
M00278,2026-05-01,0.2265,Low
M00278,2026-06-01,0.2298,Low
M00279,2026-01-01,0.6962,High
M00279,2026-02-01,0.5962,Medium
M00279,2026-03-01,0.596,Medium
M00279,2026-04-01,0.4479,Medium
M00279,2026-05-01,0.5998,Medium
M00279,2026-06-01,0.6241,Medium
M00280,2026-01-01,0.2648,Low
M00280,2026-02-01,0.2255,Low
M00280,2026-03-01,0.204,Low
M00280,2026-04-01,0.1654,Low
M00280,2026-05-01,0.1504,Low
M00280,2026-06-01,0.2055,Low
M00281,2026-01-01,0.3,Low
M00281,2026-02-01,0.2653,Low
M00281,2026-03-01,0.2805,Low
M00281,2026-04-01,0.0902,Low
M00281,2026-05-01,0.2026,Low
M00281,2026-06-01,0.1596,Low
M00282,2026-01-01,0.1214,Low
M00282,2026-02-01,0.2528,Low
M00282,2026-03-01,0.2416,Low
M00282,2026-04-01,0.359,Medium
M00282,2026-05-01,0.3328,Low
M00282,2026-06-01,0.3072,Low
M00283,2026-01-01,0.1956,Low
M00283,2026-02-01,0.1956,Low
M00283,2026-03-01,0.385,Medium
M00283,2026-04-01,0.3306,Low
M00283,2026-05-01,0.1857,Low
M00283,2026-06-01,0.2693,Low
M00284,2026-01-01,0.1882,Low
M00284,2026-02-01,0.1152,Low
M00284,2026-03-01,0.2191,Low
M00284,2026-04-01,0.4207,Medium
M00284,2026-05-01,0.1811,Low
M00284,2026-06-01,0.2002,Low
M00285,2026-01-01,0.3895,Medium
M00285,2026-02-01,0.5704,Medium
M00285,2026-03-01,0.5442,Medium
M00285,2026-04-01,0.6605,Medium
M00285,2026-05-01,0.6312,Medium
M00285,2026-06-01,0.4512,Medium
M00286,2026-01-01,0.1135,Low
M00286,2026-02-01,0.3225,Low
M00286,2026-03-01,0.274,Low
M00286,2026-04-01,0.2691,Low
M00286,2026-05-01,0.302,Low
M00286,2026-06-01,0.2325,Low
M00287,2026-01-01,0.4757,Medium
M00287,2026-01-01,0.4882,Medium
M00287,2026-02-01,0.5292,Medium
M00287,2026-03-01,0.5877,Medium
M00287,2026-04-01,0.6206,Medium
M00287,2026-05-01,0.6198,Medium
M00287,2026-06-01,0.5286,Medium
M00288,2026-01-01,0.7913,High
M00288,2026-02-01,0.6283,Medium
M00288,2026-03-01,0.7728,High
M00288,2026-04-01,0.7853,High
M00288,2026-05-01,0.5951,Medium
M00288,2026-06-01,0.99,High
M00289,2026-01-01,0.7688,High
M00289,2026-02-01,0.3745,Medium
M00289,2026-03-01,0.6748,High
M00289,2026-04-01,0.4472,Medium
M00289,2026-05-01,0.3719,Medium
M00289,2026-06-01,0.598,Medium
M00290,2026-01-01,0.6288,Medium
M00290,2026-02-01,0.4792,Medium
M00290,2026-03-01,0.5568,Medium
M00290,2026-04-01,0.5079,Medium
M00290,2026-05-01,0.4931,Medium
M00290,2026-06-01,0.5403,Medium
M00291,2026-01-01,0.9179,High
M00291,2026-02-01,0.6384,Medium
M00291,2026-03-01,0.6746,High
M00291,2026-04-01,0.8033,High
M00291,2026-05-01,0.8875,High
M00291,2026-06-01,0.6334,Medium
M00292,2026-01-01,0.8215,High
M00292,2026-02-01,0.6882,High
M00292,2026-03-01,0.818,High
M00292,2026-04-01,0.9444,High
M00292,2026-05-01,0.7668,High
M00292,2026-06-01,0.623,Medium
M00293,2026-01-01,0.556,Medium
M00293,2026-02-01,0.5604,Medium
M00293,2026-03-01,0.5945,Medium
M00293,2026-04-01,0.588,Medium
M00293,2026-05-01,0.556,Medium
M00293,2026-06-01,0.5749,Medium
M00294,2026-01-01,0.2436,Low
M00294,2026-02-01,0.3012,Low
M00294,2026-03-01,0.2842,Low
M00294,2026-04-01,0.2717,Low
M00294,2026-05-01,0.2793,Low
M00294,2026-06-01,0.2946,Low
M00295,2026-01-01,0.8333,High
M00295,2026-02-01,0.6309,Medium
M00295,2026-03-01,0.7973,High
M00295,2026-04-01,0.8709,High
M00295,2026-05-01,0.905,High
M00295,2026-06-01,0.7906,High
M00296,2026-01-01,0.387,Medium
M00296,2026-02-01,0.5531,Medium
M00296,2026-03-01,0.5,Medium
M00296,2026-04-01,0.5417,Medium
M00296,2026-05-01,0.5885,Medium
M00296,2026-06-01,0.5821,Medium
M00297,2026-01-01,0.1035,Low
M00297,2026-02-01,0.2553,Low
M00297,2026-03-01,0.199,Low
M00297,2026-04-01,0.2983,Low
M00297,2026-05-01,0.0703,Low
M00297,2026-06-01,0.316,Low
M00298,2026-01-01,0.8127,High
M00298,2026-02-01,0.7672,High
M00298,2026-03-01,0.7227,High
M00298,2026-04-01,0.7931,High
M00298,2026-05-01,0.8486,High
M00298,2026-06-01,0.7042,High
M00299,2026-01-01,0.244,Low
M00299,2026-02-01,0.1373,Low
M00299,2026-03-01,0.1379,Low
M00299,2026-04-01,0.1567,Low
M00299,2026-05-01,0.2329,Low
M00299,2026-06-01,0.2072,Low
M00300,2026-01-01,0.2051,Low
M00300,2026-02-01,0.1878,Low
M00300,2026-03-01,0.2688,Low
M00300,2026-04-01,0.1809,Low
M00300,2026-05-01,0.298,Low
M00300,2026-06-01,0.1735,Low
M00301,2026-01-01,0.2237,Low
M00301,2026-02-01,0.2449,Low
M00301,2026-03-01,0.2661,Low
M00301,2026-04-01,0.2216,Low
M00301,2026-04-01,0.2134,Low
M00301,2026-05-01,0.3345,Low
M00301,2026-06-01,0.2947,Low
M00302,2026-01-01,0.2723,Low
M00302,2026-01-01,0.232,Low
M00302,2026-02-01,0.2551,Low
M00302,2026-03-01,0.078,Low
M00302,2026-04-01,0.317,Low
M00302,2026-05-01,0.0803,Low
M00302,2026-06-01,0.2084,Low
M00303,2026-01-01,0.2214,Low
M00303,2026-02-01,0.204,Low
M00303,2026-03-01,0.1385,Low
M00303,2026-04-01,0.3105,Low
M00303,2026-05-01,0.2552,Low
M00303,2026-06-01,0.1805,Low
M00304,2026-01-01,0.5458,Medium
M00304,2026-02-01,0.4496,Medium
M00304,2026-03-01,0.4296,Medium
M00304,2026-04-01,0.4946,Medium
M00304,2026-05-01,0.7401,High
M00304,2026-06-01,0.6289,Medium
M00305,2026-01-01,0.1604,Low
M00305,2026-02-01,0.3254,Low
M00305,2026-03-01,0.3874,Medium
M00305,2026-04-01,0.1432,Low
M00305,2026-05-01,0.2484,Low
M00305,2026-06-01,0.1558,Low
M00306,2026-01-01,0.2601,Low
M00306,2026-02-01,0.2037,Low
M00306,2026-03-01,0.338,Low
M00306,2026-04-01,0.0853,Low
M00306,2026-05-01,0.3023,Low
M00306,2026-06-01,0.2533,Low
M00307,2026-01-01,0.5118,Medium
M00307,2026-02-01,0.4074,Medium
M00307,2026-03-01,0.5059,Medium
M00307,2026-04-01,0.6677,Medium
M00307,2026-05-01,0.4602,Medium
M00307,2026-06-01,0.6497,Medium
M00308,2026-01-01,0.3672,Medium
M00308,2026-02-01,0.3473,Low
M00308,2026-03-01,0.3646,Medium
M00308,2026-04-01,0.2724,Low
M00308,2026-05-01,0.3501,Medium
M00308,2026-06-01,0.3552,Medium
M00309,2026-01-01,0.8655,High
M00309,2026-02-01,0.6335,Medium
M00309,2026-03-01,0.7539,High
M00309,2026-04-01,0.9269,High
M00309,2026-05-01,0.7032,High
M00309,2026-06-01,0.7552,High
M00310,2026-01-01,0.6234,Medium
M00310,2026-02-01,0.6722,High
M00310,2026-03-01,0.4798,Medium
M00310,2026-04-01,0.5008,Medium
M00310,2026-05-01,0.6527,Medium
M00310,2026-06-01,0.5937,Medium
M00311,2026-01-01,0.6248,Medium
M00311,2026-02-01,0.4889,Medium
M00311,2026-03-01,0.5725,Medium
M00311,2026-04-01,0.6316,Medium
M00311,2026-05-01,0.4338,Medium
M00311,2026-06-01,0.412,Medium
M00312,2026-01-01,0.1097,Low
M00312,2026-02-01,0.1813,Low
M00312,2026-03-01,0.4327,Medium
M00312,2026-04-01,0.091,Low
M00312,2026-05-01,0.2774,Low
M00312,2026-06-01,0.1046,Low
M00313,2026-01-01,0.6188,Medium
M00313,2026-02-01,0.6781,High
M00313,2026-03-01,0.7289,High
M00313,2026-04-01,0.7412,High
M00313,2026-05-01,0.758,High
M00313,2026-06-01,0.8482,High
M00314,2026-01-01,0.167,Low
M00314,2026-02-01,0.2637,Low
M00314,2026-03-01,0.207,Low
M00314,2026-04-01,0.2922,Low
M00314,2026-05-01,0.2882,Low
M00314,2026-06-01,0.2801,Low
M00315,2026-01-01,0.1581,Low
M00315,2026-02-01,0.1727,Low
M00315,2026-03-01,0.33,Low
M00315,2026-04-01,0.2272,Low
M00315,2026-05-01,0.2654,Low
M00315,2026-06-01,0.3479,Low
M00316,2026-01-01,0.4279,Medium
M00316,2026-02-01,0.5461,Medium
M00316,2026-03-01,0.6287,Medium
M00316,2026-04-01,0.5372,Medium
M00316,2026-05-01,0.4031,Medium
M00316,2026-06-01,0.7386,High
M00317,2026-01-01,0.5685,Medium
M00317,2026-02-01,0.6056,Medium
M00317,2026-03-01,0.5064,Medium
M00317,2026-04-01,0.317,Low
M00317,2026-05-01,0.3825,Medium
M00317,2026-06-01,0.3633,Medium
M00318,2026-01-01,0.2007,Low
M00318,2026-02-01,0.2289,Low
M00318,2026-03-01,0.1468,Low
M00318,2026-04-01,0.3231,Low
M00318,2026-05-01,0.2211,Low
M00318,2026-06-01,0.384,Medium
M00319,2026-01-01,0.569,Medium
M00319,2026-02-01,0.4473,Medium
M00319,2026-03-01,0.6167,Medium
M00319,2026-04-01,0.6138,Medium
M00319,2026-05-01,0.4523,Medium
M00319,2026-06-01,0.5078,Medium
M00320,2026-01-01,0.2255,Low
M00320,2026-02-01,0.1817,Low
M00320,2026-03-01,0.1377,Low
M00320,2026-04-01,0.2176,Low
M00320,2026-04-01,0.2177,Low
M00320,2026-05-01,0.23,Low
M00320,2026-06-01,0.2676,Low
M00321,2026-01-01,0.2372,Low
M00321,2026-02-01,0.2969,Low
M00321,2026-03-01,0.2375,Low
M00321,2026-04-01,0.3016,Low
M00321,2026-05-01,0.1461,Low
M00321,2026-06-01,0.2298,Low
M00322,2026-01-01,0.5876,Medium
M00322,2026-02-01,0.6706,High
M00322,2026-03-01,0.5432,Medium
M00322,2026-04-01,0.4816,Medium
M00322,2026-05-01,0.5411,Medium
M00322,2026-06-01,0.6666,Medium
M00323,2026-01-01,0.7371,High
M00323,2026-02-01,0.7459,High
M00323,2026-03-01,0.8827,High
M00323,2026-04-01,0.7252,High
M00323,2026-05-01,0.7085,High
M00323,2026-06-01,0.7931,High
M00324,2026-01-01,0.7385,High
M00324,2026-02-01,0.6881,High
M00324,2026-03-01,0.8098,High
M00324,2026-04-01,0.8362,High
M00324,2026-05-01,0.926,High
M00324,2026-06-01,0.99,High
M00325,2026-01-01,0.6614,Medium
M00325,2026-02-01,0.8286,High
M00325,2026-03-01,0.7068,High
M00325,2026-04-01,0.738,High
M00325,2026-05-01,0.6479,Medium
M00325,2026-06-01,0.6874,High
M00326,2026-01-01,0.2517,Low
M00326,2026-02-01,0.1768,Low
M00326,2026-03-01,0.1498,Low
M00326,2026-04-01,0.3579,Medium
M00326,2026-05-01,0.1402,Low
M00326,2026-06-01,0.2464,Low
M00327,2026-01-01,0.2664,Low
M00327,2026-02-01,0.0927,Low
M00327,2026-03-01,0.2595,Low
M00327,2026-04-01,0.1437,Low
M00327,2026-05-01,0.1945,Low
M00327,2026-06-01,0.2779,Low
M00328,2026-01-01,0.4439,Medium
M00328,2026-02-01,0.6757,High
M00328,2026-03-01,0.4395,Medium
M00328,2026-04-01,0.6133,Medium
M00328,2026-05-01,0.5145,Medium
M00328,2026-05-01,0.521,Medium
M00328,2026-06-01,0.3315,Low
M00329,2026-01-01,0.513,Medium
M00329,2026-02-01,0.6143,Medium
M00329,2026-03-01,0.5768,Medium
M00329,2026-04-01,0.6031,Medium
M00329,2026-05-01,0.4814,Medium
M00329,2026-06-01,0.4834,Medium
M00330,2026-01-01,0.2993,Low
M00330,2026-02-01,0.2192,Low
M00330,2026-03-01,0.1087,Low
M00330,2026-04-01,0.4329,Medium
M00330,2026-05-01,0.3011,Low
M00330,2026-06-01,0.3154,Low
M00331,2026-01-01,0.6249,Medium
M00331,2026-02-01,0.6238,Medium
M00331,2026-03-01,0.5714,Medium
M00331,2026-04-01,0.6555,Medium
M00331,2026-05-01,0.4652,Medium
M00331,2026-06-01,0.4877,Medium
M00332,2026-01-01,0.4721,Medium
M00332,2026-02-01,0.6406,Medium
M00332,2026-03-01,0.5424,Medium
M00332,2026-04-01,0.5572,Medium
M00332,2026-05-01,0.5622,Medium
M00332,2026-06-01,0.5279,Medium
M00333,2026-01-01,0.7839,High
M00333,2026-02-01,0.8462,High
M00333,2026-03-01,0.7871,High
M00333,2026-04-01,0.7842,High
M00333,2026-05-01,0.8434,High
M00333,2026-06-01,0.7446,High
M00334,2026-01-01,0.1055,Low
M00334,2026-02-01,0.2696,Low
M00334,2026-03-01,0.1723,Low
M00334,2026-04-01,0.2942,Low
M00334,2026-05-01,0.2398,Low
M00334,2026-06-01,0.2957,Low
M00335,2026-01-01,0.594,Medium
M00335,2026-02-01,0.3618,Medium
M00335,2026-03-01,0.5979,Medium
M00335,2026-04-01,0.5006,Medium
M00335,2026-05-01,0.414,Medium
M00335,2026-05-01,0.4131,Medium
M00335,2026-06-01,0.3457,Low
M00336,2026-01-01,0.194,Low
M00336,2026-02-01,0.1093,Low
M00336,2026-03-01,0.2572,Low
M00336,2026-04-01,0.3339,Low
M00336,2026-05-01,0.3575,Medium
M00336,2026-06-01,0.3452,Low
M00337,2026-01-01,0.1369,Low
M00337,2026-02-01,0.2019,Low
M00337,2026-03-01,0.32,Low
M00337,2026-04-01,0.2622,Low
M00337,2026-05-01,0.2256,Low
M00337,2026-06-01,0.4084,Medium
M00338,2026-01-01,0.1947,Low
M00338,2026-02-01,0.2541,Low
M00338,2026-03-01,0.1487,Low
M00338,2026-04-01,0.2914,Low
M00338,2026-05-01,0.1599,Low
M00338,2026-06-01,0.1496,Low
M00339,2026-01-01,0.245,Low
M00339,2026-02-01,0.309,Low
M00339,2026-03-01,0.2712,Low
M00339,2026-04-01,0.1691,Low
M00339,2026-05-01,0.2669,Low
M00339,2026-06-01,0.1807,Low
M00340,2026-01-01,0.3036,Low
M00340,2026-02-01,0.3092,Low
M00340,2026-03-01,0.1937,Low
M00340,2026-04-01,0.2561,Low
M00340,2026-05-01,0.1872,Low
M00340,2026-06-01,0.1508,Low
M00341,2026-01-01,0.0976,Low
M00341,2026-02-01,0.2122,Low
M00341,2026-03-01,0.2245,Low
M00341,2026-04-01,0.2947,Low
M00341,2026-05-01,0.1772,Low
M00341,2026-06-01,0.1873,Low
M00342,2026-01-01,0.7345,High
M00342,2026-02-01,0.6645,Medium
M00342,2026-03-01,0.7786,High
M00342,2026-04-01,0.7499,High
M00342,2026-05-01,0.8425,High
M00342,2026-06-01,0.7825,High
M00343,2026-01-01,0.3238,Low
M00343,2026-02-01,0.2985,Low
M00343,2026-03-01,0.1776,Low
M00343,2026-04-01,0.3991,Medium
M00343,2026-05-01,0.2345,Low
M00343,2026-06-01,0.1512,Low
M00344,2026-01-01,0.4849,Medium
M00344,2026-02-01,0.5944,Medium
M00344,2026-03-01,0.4124,Medium
M00344,2026-04-01,0.6823,High
M00344,2026-05-01,0.6436,Medium
M00344,2026-06-01,0.5087,Medium
M00345,2026-01-01,0.8633,High
M00345,2026-02-01,0.6636,Medium
M00345,2026-03-01,0.7435,High
M00345,2026-04-01,0.8193,High
M00345,2026-05-01,0.9162,High
M00345,2026-06-01,0.7931,High
M00346,2026-01-01,0.2916,Low
M00346,2026-02-01,0.2463,Low
M00346,2026-03-01,0.3426,Low
M00346,2026-04-01,0.3296,Low
M00346,2026-05-01,0.1546,Low
M00346,2026-06-01,0.0757,Low
M00347,2026-01-01,0.1507,Low
M00347,2026-02-01,0.1444,Low
M00347,2026-03-01,0.1203,Low
M00347,2026-04-01,0.14,Low
M00347,2026-05-01,0.0786,Low
M00347,2026-06-01,0.2566,Low
M00348,2026-01-01,0.538,Medium
M00348,2026-02-01,0.4453,Medium
M00348,2026-03-01,0.4159,Medium
M00348,2026-04-01,0.6161,Medium
M00348,2026-05-01,0.6159,Medium
M00348,2026-06-01,0.4482,Medium
M00349,2026-01-01,0.1021,Low
M00349,2026-02-01,0.2009,Low
M00349,2026-03-01,0.3195,Low
M00349,2026-04-01,0.2443,Low
M00349,2026-05-01,0.3096,Low
M00349,2026-06-01,0.2142,Low
M00350,2026-01-01,0.466,Medium
M00350,2026-02-01,0.2189,Low
M00350,2026-03-01,0.2967,Low
M00350,2026-04-01,0.2154,Low
M00350,2026-05-01,0.2944,Low
M00350,2026-06-01,0.2362,Low
M00351,2026-01-01,0.5419,Medium
M00351,2026-02-01,0.3851,Medium
M00351,2026-03-01,0.4771,Medium
M00351,2026-04-01,0.6185,Medium
M00351,2026-05-01,0.4528,Medium
M00351,2026-06-01,0.5776,Medium
M00352,2026-01-01,0.221,Low
M00352,2026-02-01,0.2226,Low
M00352,2026-03-01,0.0925,Low
M00352,2026-04-01,0.3504,Medium
M00352,2026-05-01,0.1031,Low
M00352,2026-06-01,0.2561,Low
M00353,2026-01-01,0.5713,Medium
M00353,2026-02-01,0.5207,Medium
M00353,2026-03-01,0.5918,Medium
M00353,2026-04-01,0.6555,Medium
M00353,2026-05-01,0.4236,Medium
M00353,2026-06-01,0.6347,Medium
M00354,2026-01-01,0.5331,Medium
M00354,2026-02-01,0.5973,Medium
M00354,2026-03-01,0.584,Medium
M00354,2026-04-01,0.5481,Medium
M00354,2026-05-01,0.5642,Medium
M00354,2026-06-01,0.5508,Medium
M00355,2026-01-01,0.5535,Medium
M00355,2026-02-01,0.4853,Medium
M00355,2026-03-01,0.4525,Medium
M00355,2026-04-01,0.649,Medium
M00355,2026-05-01,0.4737,Medium
M00355,2026-06-01,0.6375,Medium
M00356,2026-01-01,0.2833,Low
M00356,2026-02-01,0.1635,Low
M00356,2026-03-01,0.3214,Low
M00356,2026-04-01,0.1979,Low
M00356,2026-05-01,0.2623,Low
M00356,2026-06-01,0.2897,Low
M00357,2026-01-01,0.3168,Low
M00357,2026-02-01,0.1151,Low
M00357,2026-03-01,0.1967,Low
M00357,2026-04-01,0.3295,Low
M00357,2026-05-01,0.3626,Medium
M00357,2026-06-01,0.2254,Low
M00358,2026-01-01,0.5026,Medium
M00358,2026-02-01,0.5385,Medium
M00358,2026-03-01,0.6925,High
M00358,2026-04-01,0.4727,Medium
M00358,2026-05-01,0.6122,Medium
M00358,2026-06-01,0.4262,Medium
M00359,2026-01-01,0.5672,Medium
M00359,2026-02-01,0.5639,Medium
M00359,2026-03-01,0.5884,Medium
M00359,2026-04-01,0.5804,Medium
M00359,2026-05-01,0.486,Medium
M00359,2026-06-01,0.719,High
M00360,2026-01-01,0.543,Medium
M00360,2026-02-01,0.5602,Medium
M00360,2026-03-01,0.5745,Medium
M00360,2026-04-01,0.6057,Medium
M00360,2026-05-01,0.6433,Medium
M00360,2026-06-01,0.574,Medium
M00361,2026-01-01,0.4265,Medium
M00361,2026-02-01,0.4472,Medium
M00361,2026-03-01,0.5172,Medium
M00361,2026-04-01,0.5026,Medium
M00361,2026-05-01,0.5636,Medium
M00361,2026-06-01,0.4605,Medium
M00362,2026-01-01,0.3763,Medium
M00362,2026-02-01,0.5505,Medium
M00362,2026-03-01,0.5295,Medium
M00362,2026-04-01,0.6574,Medium
M00362,2026-05-01,0.64,Medium
M00362,2026-06-01,0.6074,Medium
M00363,2026-01-01,0.5258,Medium
M00363,2026-02-01,0.4721,Medium
M00363,2026-03-01,0.5086,Medium
M00363,2026-04-01,0.4464,Medium
M00363,2026-05-01,0.4796,Medium
M00363,2026-06-01,0.5945,Medium
M00364,2026-01-01,0.3255,Low
M00364,2026-02-01,0.2013,Low
M00364,2026-03-01,0.2802,Low
M00364,2026-04-01,0.1075,Low
M00364,2026-05-01,0.2656,Low
M00364,2026-06-01,0.2151,Low
M00365,2026-01-01,0.4876,Medium
M00365,2026-02-01,0.4854,Medium
M00365,2026-03-01,0.3781,Medium
M00365,2026-04-01,0.5793,Medium
M00365,2026-05-01,0.5013,Medium
M00365,2026-06-01,0.4243,Medium
M00366,2026-01-01,0.2796,Low
M00366,2026-02-01,0.2485,Low
M00366,2026-03-01,0.1455,Low
