settlement_id,transaction_id,settlement_amount,settlement_currency,fee_amount,settlement_status,settlement_date
SET00004104,T00004748,12.17,SGD,0.12,SETTLED,2026-06-03
SET00004105,T00004748,12.17,SGD,0.1,SETTLED,2026-06-04
SET00004106,T00004749,2243.17,INR,3.19,SETTLED,2026-02-18
SET00004107,T00004750,317.63,AED,0.44,EXCEPTION,2026-06-05
SET00004108,T00004752,44.81,SGD,0.24,SETTLED,2026-07-02
SET00004109,T00004757,44.31,SGD,0.19,SETTLED,2026-02-03
SET00004110,T00004758,64.69,AED,0.27,SETTLED,2026-04-13
SET00004111,T00004759,25.42,SGD,0.13,SETTLED,2026-04-05
SET00004112,T00004760,1096.28,INR,1.76,SETTLED,2026-05-17
SET00004113,T00004761,22.75,SGD,0.12,SETTLED,2026-02-18
SET00004114,T00004762,79.89,AED,0.22,SETTLED,2026-05-03
SET00004115,T00004763,32.78,SGD,0.16,SETTLED,2026-05-22
SET00004116,T00004764,2237.45,INR,2.55,SETTLED,2026-03-18
SET00004117,T00004765,60.42,AED,0.21,SETTLED,2026-06-06
SET00004118,T00004766,215.52,SGD,0.74,SETTLED,2026-04-09
SET00004119,T00004767,23.73,SGD,0.12,SETTLED,2026-02-14
SET00004120,T00004768,24.83,AED,0.09,SETTLED,2026-02-22
SET00004121,T00004769,4152.29,INR,8.58,SETTLED,2026-03-13
SET00004122,T00004770,1569.0,INR,4.74,PENDING,2026-02-12
SET00004123,T00004771,570.28,INR,0.88,SETTLED,2026-05-04
SET00004124,T00004772,138.29,AED,0.34,SETTLED,2026-06-26
SET00004125,T00004773,645.78,INR,1.88,SETTLED,2026-06-20
SET00004126,T00004774,988.3,INR,1.85,SETTLED,2026-03-19
SET00004127,T00004775,52.05,AED,0.14,SETTLED,2026-06-18
SET00004128,T00004777,10.33,SGD,0.12,PENDING,2026-03-13
SET00004129,T00004778,1079.66,INR,1.87,SETTLED,2026-06-21
SET00004130,T00004779,91.43,SGD,0.24,SETTLED,2026-07-03
SET00004131,T00004779,91.43,SGD,0.31,SETTLED,2026-07-02
SET00004132,T00004781,1435.75,INR,2.61,SETTLED,2026-04-01
SET00004133,T00004782,2747.85,INR,7.95,SETTLED,2026-05-09
SET00004134,T00004783,47.74,AED,0.24,SETTLED,2026-03-27
SET00004135,T00004784,4444.86,INR,13.06,SETTLED,2026-07-02
SET00004136,T00004785,35.17,SGD,0.12,SETTLED,2026-01-24
SET00004137,T00004786,130.98,SGD,0.44,SETTLED,2026-06-20
SET00004138,T00004787,13.84,SGD,0.12,SETTLED,2026-01-23
SET00004139,T00004789,38.03,SGD,0.09,SETTLED,2026-06-28
SET00004140,T00004790,1604.2,INR,4.95,SETTLED,2026-06-15
SET00004141,T00004791,13.29,SGD,0.14,SETTLED,2026-03-26
SET00004142,T00004791,13.29,SGD,0.13,SETTLED,2026-03-28
SET00004143,T00004793,97.27,AED,0.18,SETTLED,2026-06-15
SET00004144,T00004794,183.12,AED,0.59,SETTLED,2026-06-21
SET00004145,T00004796,-340.75,INR,0.87,PENDING,2026-06-29
SET00004146,T00004797,41.91,SGD,0.13,SETTLED,2026-06-09
SET00004147,T00004798,805.18,INR,1.72,SETTLED,2026-06-28
SET00004148,T00004799,102.89,SGD,0.27,SETTLED,2026-03-11
SET00004149,T00004800,572.51,INR,1.13,SETTLED,2026-04-27
SET00004150,T00004801,127.42,AED,0.42,SETTLED,2026-06-14
SET00004151,T00004802,28.52,SGD,0.15,SETTLED,2026-05-05
SET00004152,T00004803,119.64,AED,0.32,SETTLED,2026-06-05
SET00004153,T00004804,31.35,SGD,0.12,SETTLED,2026-06-30
SET00004154,T00004805,173.47,SGD,0.52,SETTLED,2026-06-07
SET00004155,T00004806,11831.95,INR,25.38,SETTLED,2026-03-18
SET00004156,T00004807,39.1,SGD,0.22,SETTLED,2026-02-04
SET00004157,T00004808,83.62,SGD,0.31,SETTLED,2026-03-12
SET00004158,T00004809,1684.87,INR,3.39,SETTLED,2026-05-17
SET00004159,T00004810,1170.92,INR,1.64,SETTLED,2026-01-08
SET00004160,T00004811,8946.98,INR,26.3,SETTLED,2026-02-23
SET00004161,T00004813,6770.73,INR,8.62,SETTLED,2026-06-18
SET00004162,T00004814,4.06,SGD,0.06,SETTLED,2026-01-16
SET00004163,T00004815,2595.71,INR,5.78,SETTLED,2026-01-16
SET00004164,T00004816,50.32,SGD,0.27,SETTLED,2026-04-30
SET00004165,T00004818,84.25,SGD,0.26,SETTLED,2026-03-05
SET00004166,T00004819,4203.39,INR,7.61,SETTLED,2026-02-21
SET00004167,T00004820,2277.52,INR,6.8,SETTLED,2026-05-04
SET00004168,T00004821,114.21,AED,0.27,EXCEPTION,2026-01-18
SET00004169,T00004822,39.36,AED,0.22,SETTLED,2026-06-27
SET00004170,T00004822,39.36,AED,0.13,SETTLED,2026-06-26
SET00004171,T00004823,12.45,SGD,0.07,SETTLED,2026-02-05
SET00004172,T00004824,2310.61,INR,6.63,SETTLED,2026-06-28
SET00004173,T00004826,3882.61,INR,3.97,SETTLED,2026-06-09
SET00004174,T00004827,157.15,SGD,0.23,SETTLED,2026-02-17
SET00004175,T00004829,11037.85,INR,23.9,SETTLED,2026-06-07
SET00004176,T00004830,981.15,INR,2.62,SETTLED,2026-05-03
SET00004177,T00004831,40.36,SGD,0.15,SETTLED,2026-05-02
SET00004178,T00004833,2565.05,INR,7.47,SETTLED,2026-04-07
SET00004179,T00004834,8145.15,INR,16.32,SETTLED,2026-02-12
SET00004180,T00004835,753.55,INR,1.23,SETTLED,2026-07-02
SET00004181,T00004838,44.63,AED,0.11,SETTLED,2026-04-16
SET00004182,T00004839,6429.73,INR,17.05,SETTLED,2026-05-14
SET00004183,T00004840,18.24,SGD,0.12,SETTLED,2026-01-28
SET00004184,T00004841,878.57,INR,1.62,SETTLED,2026-05-19
SET00004185,T00004845,195.06,AED,0.66,PENDING,2026-03-30
SET00004186,T00004846,124.38,SGD,0.44,SETTLED,2026-04-03
SET00004187,T00004847,5395.27,INR,7.93,SETTLED,2026-06-15
SET00004188,T00004848,94.95,AED,0.36,SETTLED,2026-03-20
SET00004189,T00004849,26.01,SGD,0.13,SETTLED,2026-05-18
SET00004190,T00004850,66.1,AED,0.31,SETTLED,2026-06-16
SET00004191,T00004851,63.31,SGD,0.25,SETTLED,2026-02-14
SET00004192,T00004853,17.46,SGD,0.06,EXCEPTION,2026-06-08
SET00004193,T00004854,248.96,INR,0.57,SETTLED,2026-05-02
SET00004194,T00004855,59.98,AED,0.13,SETTLED,2026-06-12
SET00004195,T00004856,883.14,INR,2.31,SETTLED,2026-02-25
SET00004196,T00004857,73.22,SGD,0.19,SETTLED,2026-06-12
SET00004197,T00004858,1836.46,INR,4.8,EXCEPTION,2026-01-29
SET00004198,T00004859,24.01,SGD,0.1,SETTLED,2026-06-19
SET00004199,T00004860,3082.71,INR,4.05,SETTLED,2026-06-10
SET00004200,T00004861,886.11,INR,2.61,SETTLED,2026-05-02
SET00004201,T00004863,6578.1,INR,10.98,SETTLED,2026-03-24
SET00004202,T00004864,110.66,SGD,0.19,SETTLED,2026-02-26
SET00004203,T00004865,233.67,SGD,0.73,SETTLED,2026-04-15
SET00004204,T00004866,25.29,SGD,0.11,SETTLED,2026-05-19
SET00004205,T00004867,182.23,AED,0.45,SETTLED,2026-07-02
SET00004206,T00004868,912.39,INR,2.66,SETTLED,2026-06-10
SET00004207,T00004870,31.89,SGD,0.09,SETTLED,2026-05-28
SET00004208,T00004871,668.22,AED,1.34,SETTLED,2026-02-02
SET00004209,T00004872,4964.34,INR,7.23,SETTLED,2026-04-09
SET00004210,T00004873,5388.18,INR,11.51,SETTLED,2026-04-07
SET00004211,T00004874,68.02,SGD,0.27,SETTLED,2026-07-02
SET00004212,T00004875,143.65,SGD,0.35,SETTLED,2026-04-04
SET00004213,T00004876,886.69,INR,2.58,SETTLED,2026-01-25
SET00004214,T00004877,24.45,SGD,0.16,SETTLED,2026-01-21
SET00004215,T00004878,42.25,AED,0.1,PENDING,2026-05-24
SET00004216,T00004879,50.3,AED,0.17,SETTLED,2026-03-13
SET00004217,T00004879,50.3,AED,0.22,SETTLED,2026-03-14
SET00004218,T00004880,41.98,AED,0.1,SETTLED,2026-06-15
SET00004219,T00004881,4426.53,INR,12.94,SETTLED,2026-04-18
SET00004220,T00004882,3173.4,INR,7.64,PENDING,2026-03-24
SET00004221,T00004883,68.19,SGD,0.21,SETTLED,2026-06-02
SET00004222,T00004884,2504.27,INR,5.04,SETTLED,2026-04-06
SET00004223,T00004885,47.67,SGD,0.18,SETTLED,2026-05-31
SET00004224,T00004886,14.94,AED,0.16,SETTLED,2026-05-27
SET00004225,T00004886,14.94,AED,0.14,SETTLED,2026-05-25
SET00004226,T00004887,138.38,AED,0.41,SETTLED,2026-05-26
SET00004227,T00004888,16.05,SGD,0.15,SETTLED,2026-06-15
SET00004228,T00004889,1907.8,INR,3.44,SETTLED,2026-06-13
SET00004229,T00004890,8501.49,INR,16.21,SETTLED,2026-05-19
SET00004230,T00004891,4529.65,INR,10.78,EXCEPTION,2026-06-29
SET00004231,T00004892,52.16,SGD,0.14,SETTLED,2026-01-11
SET00004232,T00004893,170.6,INR,0.29,SETTLED,2026-06-23
SET00004233,T00004893,170.6,INR,0.5,SETTLED,2026-06-23
SET00004234,T00004894,0.0,INR,0.07,SETTLED,2026-02-12
SET00004235,T00004895,31.61,SGD,0.22,SETTLED,2026-02-28
SET00004236,T00004896,537.09,INR,0.65,SETTLED,2026-06-07
SET00004237,T00004897,2942.32,INR,5.68,SETTLED,2026-04-07
SET00004238,T00004898,4466.0,INR,8.47,PENDING,2026-04-11
SET00004239,T00004899,1190.93,INR,2.6,SETTLED,2026-03-07
SET00004240,T00004900,0.0,SGD,0.11,SETTLED,2026-03-02
SET00004241,T00004901,14.52,SGD,0.15,SETTLED,2026-02-01
SET00004242,T00004903,4915.94,INR,12.84,SETTLED,2026-05-05
SET00004243,T00004904,2610.12,INR,6.21,SETTLED,2026-05-22
SET00004244,T00004905,3152.18,INR,9.29,SETTLED,2026-05-31
SET00004245,T00004907,53.65,AED,0.15,SETTLED,2026-06-22
SET00004246,T00004908,3704.69,INR,4.59,SETTLED,2026-03-21
SET00004247,T00004909,2635.88,INR,4.32,SETTLED,2026-02-03
SET00004248,T00004910,1954.29,INR,3.1,SETTLED,2026-06-28
SET00004249,T00004911,14.9,SGD,0.07,SETTLED,2026-04-29
SET00004250,T00004911,14.9,SGD,0.09,SETTLED,2026-04-30
SET00004251,T00004912,1664.53,INR,3.41,SETTLED,2026-06-29
SET00004252,T00004912,1664.53,INR,4.55,SETTLED,2026-06-28
SET00004253,T00004913,22.83,SGD,0.18,SETTLED,2026-04-03
SET00004254,T00004914,831.77,INR,1.17,SETTLED,2026-05-31
SET00004255,T00004916,883.06,INR,1.02,SETTLED,2026-06-14
SET00004256,T00004917,45.08,AED,0.2,SETTLED,2026-02-16
SET00004257,T00004918,2236.14,INR,3.62,SETTLED,2026-01-22
SET00004258,T00004919,219.49,AED,0.37,SETTLED,2026-01-29
SET00004259,T00004922,43.97,AED,0.2,SETTLED,2026-06-30
SET00004260,T00004923,1280.25,INR,2.9,SETTLED,2026-06-12
SET00004261,T00004924,1454.77,INR,4.5,SETTLED,2026-06-08
SET00004262,T00004925,1117.05,INR,3.09,SETTLED,2026-06-09
SET00004263,T00004926,2189.27,INR,3.52,SETTLED,2026-06-20
SET00004264,T00004927,29.9,SGD,0.11,SETTLED,2026-06-17
SET00004265,T00004928,34.97,AED,0.13,SETTLED,2026-06-24
SET00004266,T00004929,623.06,INR,1.06,SETTLED,2026-06-25
SET00004267,T00004930,1117.46,INR,2.15,SETTLED,2026-03-17
SET00004268,T00004933,1244.74,INR,3.12,SETTLED,2026-02-07
SET00004269,T00004934,3993.41,INR,11.51,SETTLED,2026-02-24
SET00004270,T00004937,47.21,SGD,0.17,PENDING,2026-05-14
SET00004271,T00004938,23.02,SGD,0.07,SETTLED,2026-06-27
SET00004272,T00004939,47.15,AED,0.2,SETTLED,2026-05-16
SET00004273,T00004940,687.78,INR,1.45,SETTLED,2026-04-10
SET00004274,T00004941,354.72,SGD,0.82,SETTLED,2026-03-13
SET00004275,T00004943,6002.73,INR,16.41,SETTLED,2026-03-13
SET00004276,T00004945,2794.29,INR,4.71,SETTLED,2026-03-09
SET00004277,T00004946,13545.98,INR,17.53,EXCEPTION,2026-06-11
SET00004278,T00004947,84.91,AED,0.26,SETTLED,2026-05-26
SET00004279,T00004948,2222.82,INR,5.74,SETTLED,2026-05-10
SET00004280,T00004949,78.36,SGD,0.32,SETTLED,2026-06-23
SET00004281,T00004950,3009.37,INR,4.09,SETTLED,2026-03-10
SET00004282,T00004951,218.34,AED,0.37,SETTLED,2026-05-06
SET00004283,T00004952,32.17,SGD,0.1,PENDING,2026-01-12
SET00004284,T00004953,52.88,AED,0.09,SETTLED,2026-06-17
SET00004285,T00004954,19.34,SGD,0.09,SETTLED,2026-04-12
SET00004286,T00004954,19.34,SGD,0.08,SETTLED,2026-04-13
SET00004287,T00004955,19.07,SGD,0.16,SETTLED,2026-02-18
SET00004288,T00004956,7641.36,INR,8.39,SETTLED,2026-03-06
SET00004289,T00004957,112.89,AED,0.34,SETTLED,2026-06-11
SET00004290,T00004958,166.99,AED,0.45,SETTLED,2026-02-02
SET00004291,T00004959,56.01,SGD,0.18,SETTLED,2026-06-24
SET00004292,T00004960,118.19,AED,0.3,SETTLED,2026-03-30
SET00004293,T00004961,1579.69,INR,3.85,SETTLED,2026-03-07
SET00004294,T00004962,3909.51,INR,11.84,SETTLED,2026-03-24
SET00004295,T00004963,28.03,SGD,0.15,SETTLED,2026-04-06
SET00004296,T00004967,1284.04,INR,2.99,SETTLED,2026-04-12
SET00004297,T00004968,1432.03,INR,2.85,SETTLED,2026-03-13
SET00004298,T00004969,159.1,AED,0.32,SETTLED,2026-03-31
SET00004299,T00004971,7.11,SGD,0.04,SETTLED,2026-05-09
SET00004300,T00004972,1587.92,INR,2.24,SETTLED,2026-02-10
SET00004301,T00004973,856.94,INR,1.16,SETTLED,2026-06-01
SET00004302,T00004975,3139.26,INR,9.47,SETTLED,2026-03-15
SET00004303,T00004976,22.95,AED,0.06,SETTLED,2026-04-16
SET00004304,T00004977,23.72,SGD,0.15,SETTLED,2026-06-28
SET00004305,T00004978,1303.8,INR,3.81,SETTLED,2026-01-08
SET00004306,T00004979,616.64,INR,1.49,SETTLED,2026-06-06
SET00004307,T00004980,32.96,SGD,0.13,SETTLED,2026-04-26
SET00004308,T00004982,60.35,AED,0.11,SETTLED,2026-05-21
SET00004309,T00004983,61.06,AED,0.18,SETTLED,2026-04-15
SET00004310,T00004984,41.93,AED,0.19,SETTLED,2026-02-23
SET00004311,T00004985,95.67,AED,0.37,EXCEPTION,2026-06-23
SET00004312,T00004986,1651.79,INR,5.2,SETTLED,2026-05-29
SET00004313,T00004988,16.18,AED,0.11,SETTLED,2026-04-11
SET00004314,T00004988,16.18,AED,0.14,SETTLED,2026-04-14
SET00004315,T00004989,2717.55,INR,3.07,SETTLED,2026-04-22
SET00004316,T00004990,1087.86,INR,1.58,SETTLED,2026-06-08
SET00004317,T00004991,104.38,SGD,0.28,SETTLED,2026-01-06
SET00004318,T00004992,13449.72,INR,26.67,SETTLED,2026-06-18
SET00004319,T00004993,11.29,SGD,0.06,SETTLED,2026-01-17
SET00004320,T00004995,21.69,SGD,0.14,SETTLED,2026-03-25
SET00004321,T00004996,968.34,INR,2.86,PENDING,2026-05-18
SET00004322,T00004997,2268.84,INR,3.67,SETTLED,2026-01-27
SET00004323,T00004997,2268.84,INR,5.91,SETTLED,2026-01-26
SET00004324,T00004999,858.43,INR,2.56,SETTLED,2026-06-13
SET00004325,T00005000,2085.35,INR,3.33,SETTLED,2026-04-20
SET00004326,T00005001,89.48,AED,0.3,SETTLED,2026-01-25
SET00004327,T00005002,1394.35,INR,4.41,EXCEPTION,2026-01-16
SET00004328,T00005003,28.97,SGD,0.07,SETTLED,2026-05-12
SET00004329,T00005004,6115.52,INR,7.18,SETTLED,2026-01-22
SET00004330,T00005005,26.22,SGD,0.13,SETTLED,2026-01-23
SET00004331,T00005006,743.83,INR,2.22,SETTLED,2026-04-09
SET00004332,T00005007,37.04,SGD,0.21,SETTLED,2026-02-28
SET00004333,T00005008,61.18,AED,0.26,SETTLED,2026-02-25
SET00004334,T00005009,7950.71,INR,12.29,SETTLED,2026-04-20
SET00004335,T00005012,21.87,SGD,0.16,SETTLED,2026-04-23
SET00004336,T00005013,1283.16,INR,3.88,SETTLED,2026-03-15
SET00004337,T00005014,84.8,SGD,0.27,SETTLED,2026-01-27
SET00004338,T00005015,55.71,SGD,0.13,SETTLED,2026-05-21
SET00004339,T00005017,1578.8,INR,3.09,SETTLED,2026-02-27
SET00004340,T00005019,1452.24,INR,2.55,SETTLED,2026-06-26
SET00004341,T00005020,95.71,AED,0.23,SETTLED,2026-06-27
SET00004342,T00005022,2227.78,INR,6.0,SETTLED,2026-01-30
SET00004343,T00005023,59.79,SGD,0.15,SETTLED,2026-04-16
SET00004344,T00005024,7272.94,INR,15.12,EXCEPTION,2026-01-13
SET00004345,T00005025,212.16,AED,0.25,SETTLED,2026-04-06
SET00004346,T00005026,31.83,SGD,0.12,SETTLED,2026-06-20
SET00004347,T00005027,1201.59,INR,3.57,SETTLED,2026-04-14
SET00004348,T00005029,751.53,INR,1.24,SETTLED,2026-02-14
SET00004349,T00005030,927.39,INR,2.27,PENDING,2026-01-06
SET00004350,T00005031,3030.14,INR,7.4,SETTLED,2026-07-01
SET00004351,T00005032,9286.21,INR,24.38,SETTLED,2026-03-26
SET00004352,T00005033,53.71,AED,0.15,PENDING,2026-03-11
SET00004353,T00005034,21033.22,INR,62.19,SETTLED,2026-05-06
SET00004354,T00005035,8.54,SGD,0.13,SETTLED,2026-05-28
SET00004355,T00005036,3807.42,INR,12.09,SETTLED,2026-03-07
SET00004356,T00005037,345.78,INR,0.38,SETTLED,2026-04-25
SET00004357,T00005038,172.42,AED,0.52,SETTLED,2026-03-23
SET00004358,T00005039,2177.82,INR,3.45,SETTLED,2026-04-19
SET00004359,T00005040,44.25,AED,0.16,SETTLED,2026-02-17
SET00004360,T00005041,71.67,AED,0.21,SETTLED,2026-04-22
SET00004361,T00005042,4601.17,INR,11.86,SETTLED,2026-01-17
SET00004362,T00005043,33.95,SGD,0.11,SETTLED,2026-06-10
SET00004363,T00005045,3161.17,INR,6.94,SETTLED,2026-06-25
SET00004364,T00005046,67.69,AED,0.18,SETTLED,2026-05-07
SET00004365,T00005047,11.81,SGD,0.06,SETTLED,2026-02-20
SET00004366,T00005048,1223.78,INR,3.22,PENDING,2026-04-17
SET00004367,T00005049,61.56,SGD,0.26,SETTLED,2026-05-19
SET00004368,T00005050,28.86,SGD,0.09,SETTLED,2026-03-30
SET00004369,T00005052,1100.38,AED,2.41,SETTLED,2026-02-16
SET00004370,T00005053,6505.52,INR,10.15,SETTLED,2026-06-01
SET00004371,T00005054,27.21,SGD,0.15,SETTLED,2026-06-21
SET00004372,T00005055,13153.23,INR,25.06,SETTLED,2026-03-19
SET00004373,T00005056,5363.91,INR,10.55,SETTLED,2026-06-05
SET00004374,T00005057,683.51,INR,1.5,SETTLED,2026-01-27
SET00004375,T00005058,2831.68,INR,6.28,SETTLED,2026-03-08
SET00004376,T00005058,2831.68,INR,3.08,SETTLED,2026-03-04
SET00004377,T00005059,3069.68,INR,8.38,SETTLED,2026-04-15
SET00004378,T00005060,4986.23,INR,8.23,SETTLED,2026-04-03
SET00004379,T00005061,8995.72,INR,16.25,SETTLED,2026-05-10
SET00004380,T00005063,1069.61,INR,2.34,SETTLED,2026-01-30
SET00004381,T00005065,1121.73,INR,2.17,SETTLED,2026-01-18
SET00004382,T00005066,1458.83,INR,2.06,SETTLED,2026-06-25
SET00004383,T00005067,83.63,AED,0.23,SETTLED,2026-05-14
SET00004384,T00005068,62.12,AED,0.16,SETTLED,2026-06-15
SET00004385,T00005069,1666.62,INR,1.97,SETTLED,2026-04-27
SET00004386,T00005070,41.94,SGD,0.09,SETTLED,2026-02-22
SET00004387,T00005072,53.59,AED,0.26,SETTLED,2026-04-24
SET00004388,T00005074,1562.42,INR,2.31,SETTLED,2026-03-30
SET00004389,T00005075,783.46,INR,1.55,SETTLED,2026-05-17
SET00004390,T00005076,110.89,SGD,0.2,SETTLED,2026-05-10
SET00004391,T00005078,14.16,SGD,0.16,SETTLED,2026-06-11
SET00004392,T00005079,53.77,AED,0.18,SETTLED,2026-05-14
SET00004393,T00005080,22.22,SGD,0.09,SETTLED,2026-04-27
SET00004394,T00005081,965.47,INR,1.97,EXCEPTION,2026-05-31
SET00004395,T00005082,120.05,SGD,0.27,SETTLED,2026-02-11
SET00004396,T00005083,210.9,AED,0.6,SETTLED,2026-06-23
SET00004397,T00005084,2907.33,INR,7.2,SETTLED,2026-03-13
SET00004398,T00005085,1244.04,INR,3.35,SETTLED,2026-03-11
SET00004399,T00005086,11.76,SGD,0.04,SETTLED,2026-06-09
SET00004400,T00005088,176.8,SGD,0.28,SETTLED,2026-06-12
SET00004401,T00005090,1070.25,INR,3.23,SETTLED,2026-04-29
SET00004402,T00005091,3524.4,INR,10.74,SETTLED,2026-03-03
SET00004403,T00005092,77.84,AED,0.15,SETTLED,2026-05-27
SET00004404,T00005093,3427.16,INR,4.93,SETTLED,2026-02-15
SET00004405,T00005094,2009.32,INR,4.27,SETTLED,2026-06-20
SET00004406,T00005095,3174.09,INR,4.29,SETTLED,2026-03-30
SET00004407,T00005096,1463.5,INR,3.29,SETTLED,2026-04-19
SET00004408,T00005097,60.19,SGD,0.24,SETTLED,2026-01-13
SET00004409,T00005098,275.03,SGD,0.5,SETTLED,2026-07-01
SET00004410,T00005099,669.92,INR,1.86,SETTLED,2026-06-09
SET00004411,T00005100,24.43,SGD,0.17,SETTLED,2026-04-14
SET00004412,T00005101,175.81,AED,0.53,SETTLED,2026-06-25
SET00004413,T00005102,12.71,SGD,0.09,SETTLED,2026-06-24
SET00004414,T00005103,28.18,SGD,0.13,SETTLED,2026-04-26
SET00004415,T00005104,4677.11,INR,7.74,SETTLED,2026-03-01
SET00004416,T00005105,1611.51,INR,2.59,SETTLED,2026-04-20
SET00004417,T00005106,98.51,AED,0.34,SETTLED,2026-03-19
SET00004418,T00005107,200.47,AED,0.69,SETTLED,2026-04-11
SET00004419,T00005108,179.59,AED,0.57,SETTLED,2026-06-23
SET00004420,T00005111,49.65,AED,0.17,SETTLED,2026-06-27
SET00004421,T00005111,49.65,AED,0.19,SETTLED,2026-06-27
SET00004422,T00005112,-777.12,INR,2.26,SETTLED,2026-06-09
SET00004423,T00005113,56.4,SGD,0.13,SETTLED,2026-04-25
SET00004424,T00005114,3772.16,INR,4.33,SETTLED,2026-04-30
SET00004425,T00005115,65.72,AED,0.24,SETTLED,2026-06-09
SET00004426,T00005116,38.58,SGD,0.14,SETTLED,2026-01-15
SET00004427,T00005117,6742.19,INR,13.55,SETTLED,2026-05-27
SET00004428,T00005118,873.91,INR,2.29,SETTLED,2026-04-27
SET00004429,T00005121,2436.3,INR,4.85,SETTLED,2026-03-12
SET00004430,T00005122,17.85,SGD,0.13,SETTLED,2026-06-21
SET00004431,T00005123,8349.61,INR,20.64,SETTLED,2026-05-24
SET00004432,T00005124,285.91,AED,0.82,SETTLED,2026-05-09
SET00004433,T00005125,716.7,INR,0.78,SETTLED,2026-04-24
SET00004434,T00005126,216.95,AED,0.7,SETTLED,2026-02-25
SET00004435,T00005127,4940.16,INR,10.39,SETTLED,2026-05-13
SET00004436,T00005128,12233.49,INR,14.21,SETTLED,2026-05-29
SET00004437,T00005129,2636.64,INR,3.84,SETTLED,2026-01-05
SET00004438,T00005130,2671.34,INR,4.83,SETTLED,2026-03-31
SET00004439,T00005131,5788.62,INR,6.97,SETTLED,2026-06-11
SET00004440,T00005132,2538.68,INR,5.71,SETTLED,2026-05-15
SET00004441,T00005133,6369.7,INR,14.01,SETTLED,2026-05-11
SET00004442,T00005137,1770.5,INR,3.9,SETTLED,2026-04-06
SET00004443,T00005138,242.66,AED,0.38,SETTLED,2026-02-18
SET00004444,T00005139,2882.01,INR,8.56,SETTLED,2026-01-24
SET00004445,T00005140,1096.98,INR,2.61,SETTLED,2026-04-24
SET00004446,T00005141,101.88,AED,0.36,SETTLED,2026-05-19
SET00004447,T00005142,80.15,SGD,0.16,SETTLED,2026-02-14
SET00004448,T00005143,60.28,SGD,0.27,SETTLED,2026-04-08
SET00004449,T00005144,476.17,AED,1.07,SETTLED,2026-05-01
SET00004450,T00005145,3123.91,INR,5.26,SETTLED,2026-02-15
SET00004451,T00005146,1997.79,INR,5.94,SETTLED,2026-03-10
SET00004452,T00005147,48.1,AED,0.19,SETTLED,2026-05-10
SET00004453,T00005149,829.9,INR,0.95,SETTLED,2026-05-12
SET00004454,T00005150,494.41,AED,1.38,SETTLED,2026-05-27
SET00004455,T00005151,1469.23,INR,4.47,SETTLED,2026-05-04
SET00004456,T00005151,1469.23,INR,4.61,SETTLED,2026-05-05
SET00004457,T00005152,1125.09,INR,2.66,SETTLED,2026-06-12
SET00004458,T00005154,12.64,SGD,0.05,SETTLED,2026-06-05
SET00004459,T00005155,52.37,SGD,0.21,SETTLED,2026-05-03
SET00004460,T00005156,394.12,INR,0.77,SETTLED,2026-07-03
SET00004461,T00005157,12.63,SGD,0.08,SETTLED,2026-01-14
SET00004462,T00005158,1326.79,INR,1.63,SETTLED,2026-02-23
SET00004463,T00005159,595.3,INR,1.21,SETTLED,2026-06-06
SET00004464,T00005160,77.14,AED,0.28,SETTLED,2026-06-12
SET00004465,T00005161,18.35,SGD,0.08,SETTLED,2026-06-09
SET00004466,T00005162,20.24,AED,0.1,SETTLED,2026-06-15
SET00004467,T00005163,1821.91,INR,4.22,SETTLED,2026-04-09
SET00004468,T00005164,33.19,SGD,0.18,SETTLED,2026-06-27
SET00004469,T00005165,2904.42,INR,6.57,SETTLED,2026-02-25
SET00004470,T00005166,38.83,SGD,0.07,SETTLED,2026-06-24
SET00004471,T00005167,2417.97,INR,7.45,SETTLED,2026-05-03
SET00004472,T00005168,3125.99,INR,8.31,SETTLED,2026-02-15
SET00004473,T00005169,13.09,SGD,0.06,SETTLED,2026-05-31
SET00004474,T00005170,1166.5,INR,3.42,SETTLED,2026-03-15
SET00004475,T00005171,54.2,AED,0.27,SETTLED,2026-02-26
SET00004476,T00005173,75.39,AED,0.32,SETTLED,2026-01-13
SET00004477,T00005174,158.13,AED,0.42,SETTLED,2026-05-31
SET00004478,T00005175,69.74,AED,0.24,SETTLED,2026-04-22
SET00004479,T00005176,25.38,SGD,0.15,SETTLED,2026-07-03
SET00004480,T00005177,83.47,SGD,0.16,SETTLED,2026-04-13
SET00004481,T00005178,944.14,INR,1.13,SETTLED,2026-06-11
SET00004482,T00005179,460.37,INR,0.74,SETTLED,2026-06-28
SET00004483,T00005180,114.63,SGD,0.18,SETTLED,2026-01-10
SET00004484,T00005181,960.85,INR,1.91,SETTLED,2026-01-31
SET00004485,T00005182,7259.87,INR,17.07,SETTLED,2026-03-24
SET00004486,T00005184,46.41,AED,0.2,SETTLED,2026-06-12
SET00004487,T00005185,387.58,AED,1.24,SETTLED,2026-03-28
SET00004488,T00005186,1168.35,INR,2.42,SETTLED,2026-02-26
SET00004489,T00005187,136.87,SGD,0.45,SETTLED,2026-06-06
SET00004490,T00005188,48.34,SGD,0.16,SETTLED,2026-05-08
SET00004491,T00005189,1888.9,INR,3.3,SETTLED,2026-01-12
SET00004492,T00005190,249.79,AED,0.68,SETTLED,2026-06-08
SET00004493,T00005191,18.55,AED,0.12,SETTLED,2026-06-26
SET00004494,T00005192,4845.32,INR,7.36,SETTLED,2026-01-14
