rate_date,currency,rate_to_usd,rate_type
2026-04-15,INR,0.012043,ACCOUNTING
2026-04-15,SGD,0.742829,SPOT
2026-04-15,SGD,0.744581,ACCOUNTING
2026-04-15,AED,0.273958,SPOT
2026-04-15,AED,0.272147,ACCOUNTING
2026-04-16,INR,0.012033,SPOT
2026-04-16,INR,0.012044,ACCOUNTING
2026-04-16,SGD,0.755947,SPOT
2026-04-16,SGD,0.744629,ACCOUNTING
2026-04-16,AED,0.270988,SPOT
2026-04-16,AED,0.272164,ACCOUNTING
2026-04-17,INR,0.012127,SPOT
2026-04-17,INR,0.012045,ACCOUNTING
2026-04-17,SGD,0.745261,SPOT
2026-04-17,SGD,0.74468,ACCOUNTING
2026-04-17,AED,0.272874,SPOT
2026-04-17,AED,0.272183,ACCOUNTING
2026-04-18,INR,0.012065,SPOT
2026-04-18,INR,0.012046,ACCOUNTING
2026-04-18,SGD,0.752176,SPOT
2026-04-18,SGD,0.744734,ACCOUNTING
2026-04-18,AED,0.273428,SPOT
2026-04-18,AED,0.272203,ACCOUNTING
2026-04-19,INR,0.011985,SPOT
2026-04-19,INR,0.012047,ACCOUNTING
2026-04-19,SGD,0.74894,SPOT
2026-04-19,SGD,0.744791,ACCOUNTING
2026-04-19,AED,0.273577,SPOT
2026-04-19,AED,0.272224,ACCOUNTING
2026-04-20,INR,0.012163,SPOT
2026-04-20,INR,0.012048,ACCOUNTING
2026-04-20,SGD,0.748813,SPOT
2026-04-20,SGD,0.744851,ACCOUNTING
2026-04-20,AED,0.270661,SPOT
2026-04-20,AED,0.272246,ACCOUNTING
2026-04-21,INR,0.012173,SPOT
2026-04-21,INR,0.012049,ACCOUNTING
2026-04-21,SGD,0.752437,SPOT
2026-04-21,SGD,0.744913,ACCOUNTING
2026-04-21,AED,0.274008,SPOT
2026-04-21,AED,0.272268,ACCOUNTING
2026-04-22,INR,0.012109,SPOT
2026-04-22,INR,0.01205,ACCOUNTING
2026-04-22,SGD,0.74903,SPOT
2026-04-22,SGD,0.744978,ACCOUNTING
2026-04-22,AED,0.275049,SPOT
2026-04-22,AED,0.272292,ACCOUNTING
2026-04-23,INR,0.012187,SPOT
2026-04-23,INR,0.012051,ACCOUNTING
2026-04-23,SGD,0.749764,SPOT
2026-04-23,SGD,0.745045,ACCOUNTING
2026-04-23,AED,0.274208,SPOT
2026-04-23,AED,0.272317,ACCOUNTING
2026-04-24,INR,0.012103,SPOT
2026-04-24,INR,0.012052,ACCOUNTING
2026-04-24,SGD,0.758152,SPOT
2026-04-24,SGD,0.745115,ACCOUNTING
2026-04-24,AED,0.269846,SPOT
2026-04-24,AED,0.272342,ACCOUNTING
2026-04-25,INR,0.012041,SPOT
2026-04-25,INR,0.012053,ACCOUNTING
2026-04-25,SGD,0.743868,SPOT
2026-04-25,SGD,0.745186,ACCOUNTING
2026-04-25,AED,0.276623,SPOT
2026-04-25,AED,0.272368,ACCOUNTING
2026-04-26,INR,0.012074,SPOT
2026-04-26,INR,0.012054,ACCOUNTING
2026-04-26,SGD,0.738512,SPOT
2026-04-26,SGD,0.74526,ACCOUNTING
2026-04-26,AED,0.271872,SPOT
2026-04-26,AED,0.272395,ACCOUNTING
2026-04-27,INR,0.01213,SPOT
2026-04-27,INR,0.012055,ACCOUNTING
2026-04-27,SGD,0.747625,SPOT
2026-04-27,SGD,0.745335,ACCOUNTING
2026-04-27,AED,0.273041,SPOT
2026-04-27,AED,0.272422,ACCOUNTING
2026-04-28,INR,0.012105,SPOT
2026-04-28,INR,0.012057,ACCOUNTING
2026-04-28,SGD,0.752611,SPOT
2026-04-28,SGD,0.745411,ACCOUNTING
2026-04-28,AED,0.274725,SPOT
2026-04-28,AED,0.27245,ACCOUNTING
2026-04-29,INR,0.012032,SPOT
2026-04-29,INR,0.012058,ACCOUNTING
2026-04-29,SGD,0.748852,SPOT
2026-04-29,SGD,0.745489,ACCOUNTING
2026-04-29,AED,0.275758,SPOT
2026-04-29,AED,0.272479,ACCOUNTING
2026-04-30,INR,0.012107,SPOT
2026-04-30,INR,0.012059,ACCOUNTING
2026-04-30,SGD,0.744908,SPOT
2026-04-30,SGD,0.745569,ACCOUNTING
2026-04-30,AED,0.271359,SPOT
2026-04-30,AED,0.272508,ACCOUNTING
2026-05-01,INR,0.012109,SPOT
2026-05-01,INR,0.01206,ACCOUNTING
2026-05-01,SGD,0.746611,SPOT
2026-05-01,SGD,0.745649,ACCOUNTING
2026-05-01,AED,0.27286,SPOT
2026-05-01,AED,0.272537,ACCOUNTING
2026-05-02,INR,0.012107,SPOT
2026-05-02,INR,0.012062,ACCOUNTING
2026-05-02,SGD,0.744488,SPOT
2026-05-02,SGD,0.74573,ACCOUNTING
2026-05-02,AED,0.275327,SPOT
2026-05-02,AED,0.272567,ACCOUNTING
2026-05-03,INR,0.012086,SPOT
2026-05-03,INR,0.012063,ACCOUNTING
2026-05-03,SGD,0.756402,SPOT
2026-05-03,SGD,0.745812,ACCOUNTING
2026-05-03,AED,0.274911,SPOT
2026-05-03,AED,0.272597,ACCOUNTING
2026-05-04,INR,0.012086,SPOT
2026-05-04,INR,0.012064,ACCOUNTING
2026-05-04,SGD,0.741829,SPOT
2026-05-04,SGD,0.745894,ACCOUNTING
2026-05-04,AED,0.274313,SPOT
2026-05-04,AED,0.272627,ACCOUNTING
2026-05-05,INR,0.012126,SPOT
2026-05-05,INR,0.012066,ACCOUNTING
2026-05-05,SGD,0.744436,SPOT
2026-05-05,SGD,0.745977,ACCOUNTING
2026-05-05,AED,0.271365,SPOT
2026-05-05,AED,0.272657,ACCOUNTING
2026-05-06,INR,0.012091,SPOT
2026-05-06,INR,0.012067,ACCOUNTING
2026-05-06,SGD,0.748633,SPOT
2026-05-06,SGD,0.74606,ACCOUNTING
2026-05-06,AED,0.273507,SPOT
2026-05-06,AED,0.272687,ACCOUNTING
2026-05-07,INR,0.012092,SPOT
2026-05-07,INR,0.012068,ACCOUNTING
2026-05-07,SGD,0.75295,SPOT
2026-05-07,SGD,0.746142,ACCOUNTING
2026-05-07,AED,0.272215,SPOT
2026-05-07,AED,0.272718,ACCOUNTING
2026-05-08,INR,0.01223,SPOT
2026-05-08,INR,0.01207,ACCOUNTING
2026-05-08,SGD,0.740178,SPOT
2026-05-08,SGD,0.746225,ACCOUNTING
2026-05-08,AED,0.27207,SPOT
2026-05-08,AED,0.272748,ACCOUNTING
2026-05-09,INR,0.012007,SPOT
2026-05-09,INR,0.012071,ACCOUNTING
2026-05-09,SGD,0.748636,SPOT
2026-05-09,SGD,0.746307,ACCOUNTING
2026-05-09,AED,0.27392,SPOT
2026-05-09,AED,0.272778,ACCOUNTING
2026-05-10,INR,0.01222,SPOT
2026-05-10,INR,0.012072,ACCOUNTING
2026-05-10,SGD,0.748626,SPOT
2026-05-10,SGD,0.746388,ACCOUNTING
2026-05-10,AED,0.274659,SPOT
2026-05-10,AED,0.272807,ACCOUNTING
2026-05-11,INR,0.012015,SPOT
2026-05-11,INR,0.012074,ACCOUNTING
2026-05-11,SGD,0.741516,SPOT
2026-05-11,SGD,0.746469,ACCOUNTING
2026-05-11,AED,0.275421,SPOT
2026-05-11,AED,0.272837,ACCOUNTING
2026-05-12,INR,0.012162,SPOT
2026-05-12,INR,0.012075,ACCOUNTING
2026-05-12,SGD,0.74878,SPOT
2026-05-12,SGD,0.746549,ACCOUNTING
2026-05-12,AED,0.271859,SPOT
2026-05-12,AED,0.272866,ACCOUNTING
2026-05-13,INR,0.01227,SPOT
2026-05-13,INR,0.012076,ACCOUNTING
2026-05-13,SGD,0.751436,SPOT
2026-05-13,SGD,0.746627,ACCOUNTING
2026-05-13,AED,0.272169,SPOT
2026-05-13,AED,0.272895,ACCOUNTING
2026-05-14,INR,0.012098,SPOT
2026-05-14,INR,0.012078,ACCOUNTING
2026-05-14,SGD,0.741232,SPOT
2026-05-14,SGD,0.746704,ACCOUNTING
2026-05-14,AED,0.273505,SPOT
2026-05-14,AED,0.272923,ACCOUNTING
2026-05-15,INR,0.012061,SPOT
2026-05-15,INR,0.012079,ACCOUNTING
2026-05-15,SGD,0.758444,SPOT
2026-05-15,SGD,0.74678,ACCOUNTING
2026-05-15,AED,0.274558,SPOT
2026-05-15,AED,0.272951,ACCOUNTING
2026-05-16,INR,0.011912,SPOT
2026-05-16,INR,0.01208,ACCOUNTING
2026-05-16,SGD,0.756021,SPOT
2026-05-16,SGD,0.746854,ACCOUNTING
2026-05-16,AED,0.273981,SPOT
2026-05-16,AED,0.272978,ACCOUNTING
2026-05-17,INR,0.012207,SPOT
2026-05-17,INR,0.012081,ACCOUNTING
2026-05-17,SGD,0.749056,SPOT
2026-05-17,SGD,0.746926,ACCOUNTING
2026-05-17,AED,0.273577,SPOT
2026-05-17,AED,0.273004,ACCOUNTING
2026-05-18,INR,0.012036,SPOT
2026-05-18,INR,0.012082,ACCOUNTING
2026-05-18,SGD,0.750756,SPOT
2026-05-18,SGD,0.746996,ACCOUNTING
2026-05-18,AED,0.275116,SPOT
2026-05-18,AED,0.27303,ACCOUNTING
2026-05-19,INR,0.011969,SPOT
2026-05-19,INR,0.012083,ACCOUNTING
2026-05-19,SGD,0.744191,SPOT
2026-05-19,SGD,0.747064,ACCOUNTING
2026-05-19,AED,0.271332,SPOT
2026-05-19,AED,0.273054,ACCOUNTING
2026-05-20,INR,0.012226,SPOT
2026-05-20,INR,0.012084,ACCOUNTING
2026-05-20,SGD,0.752886,SPOT
2026-05-20,SGD,0.74713,ACCOUNTING
2026-05-20,AED,0.272764,SPOT
2026-05-20,AED,0.273078,ACCOUNTING
2026-05-21,INR,0.012175,SPOT
2026-05-21,INR,0.012085,ACCOUNTING
2026-05-21,SGD,0.741782,SPOT
2026-05-21,SGD,0.747193,ACCOUNTING
2026-05-21,AED,0.273857,SPOT
2026-05-21,AED,0.273101,ACCOUNTING
2026-05-22,INR,0.012165,SPOT
2026-05-22,INR,0.012086,ACCOUNTING
2026-05-22,SGD,0.745501,SPOT
2026-05-22,SGD,0.747253,ACCOUNTING
2026-05-22,AED,0.273353,SPOT
2026-05-22,AED,0.273124,ACCOUNTING
2026-05-23,INR,0.012134,SPOT
2026-05-23,INR,0.012087,ACCOUNTING
2026-05-23,SGD,0.753096,SPOT
2026-05-23,SGD,0.747311,ACCOUNTING
2026-05-23,AED,0.270882,SPOT
2026-05-23,AED,0.273145,ACCOUNTING
2026-05-24,INR,0.012086,SPOT
2026-05-24,INR,0.012088,ACCOUNTING
2026-05-24,SGD,0.74385,SPOT
2026-05-24,SGD,0.747366,ACCOUNTING
2026-05-24,AED,0.274276,SPOT
2026-05-24,AED,0.273165,ACCOUNTING
2026-05-25,INR,0.012076,SPOT
2026-05-25,INR,0.012089,ACCOUNTING
2026-05-25,SGD,0.751622,SPOT
2026-05-25,SGD,0.747418,ACCOUNTING
2026-05-25,AED,0.271195,SPOT
2026-05-25,AED,0.273184,ACCOUNTING
2026-05-26,INR,0.012064,SPOT
2026-05-26,INR,0.01209,ACCOUNTING
2026-05-26,SGD,0.756957,SPOT
2026-05-26,SGD,0.747467,ACCOUNTING
2026-05-26,AED,0.273064,SPOT
2026-05-26,AED,0.273202,ACCOUNTING
2026-05-27,INR,0.012177,SPOT
2026-05-27,INR,0.012091,ACCOUNTING
2026-05-27,SGD,0.743296,SPOT
2026-05-27,SGD,0.747513,ACCOUNTING
2026-05-27,AED,0.270975,SPOT
2026-05-27,AED,0.273219,ACCOUNTING
2026-05-28,INR,0.012201,SPOT
2026-05-28,INR,0.012091,ACCOUNTING
2026-05-28,SGD,0.751644,SPOT
2026-05-28,SGD,0.747556,ACCOUNTING
2026-05-28,AED,0.27273,SPOT
2026-05-28,AED,0.273234,ACCOUNTING
2026-05-29,INR,0.012218,SPOT
2026-05-29,INR,0.012092,ACCOUNTING
2026-05-29,SGD,0.745286,SPOT
2026-05-29,SGD,0.747595,ACCOUNTING
2026-05-29,AED,0.27202,SPOT
2026-05-29,AED,0.273249,ACCOUNTING
2026-05-30,INR,0.012101,SPOT
2026-05-30,INR,0.012093,ACCOUNTING
2026-05-30,SGD,0.746874,SPOT
2026-05-30,SGD,0.747631,ACCOUNTING
2026-05-30,AED,0.271532,SPOT
2026-05-30,AED,0.273262,ACCOUNTING
2026-05-31,INR,0.012092,SPOT
2026-05-31,INR,0.012093,ACCOUNTING
2026-05-31,SGD,0.749232,SPOT
2026-05-31,SGD,0.747663,ACCOUNTING
2026-05-31,AED,0.274791,SPOT
2026-05-31,AED,0.273273,ACCOUNTING
2026-06-01,INR,0.012293,SPOT
2026-06-01,INR,0.012094,ACCOUNTING
2026-06-01,SGD,0.753599,SPOT
2026-06-01,SGD,0.747692,ACCOUNTING
2026-06-01,AED,0.271711,SPOT
2026-06-01,AED,0.273284,ACCOUNTING
2026-06-02,INR,0.012298,SPOT
2026-06-02,INR,0.012094,ACCOUNTING
2026-06-02,SGD,0.748373,SPOT
2026-06-02,SGD,0.747717,ACCOUNTING
2026-06-02,AED,0.273992,SPOT
2026-06-02,AED,0.273293,ACCOUNTING
2026-06-03,INR,0.012052,SPOT
2026-06-03,INR,0.012094,ACCOUNTING
2026-06-03,SGD,0.748127,SPOT
2026-06-03,SGD,0.747739,ACCOUNTING
2026-06-03,AED,0.273416,SPOT
2026-06-03,AED,0.273301,ACCOUNTING
2026-06-04,INR,0.012151,SPOT
2026-06-04,INR,0.012095,ACCOUNTING
2026-06-04,SGD,0.752245,SPOT
2026-06-04,SGD,0.747757,ACCOUNTING
2026-06-04,AED,0.272845,SPOT
2026-06-04,AED,0.273308,ACCOUNTING
2026-06-05,INR,0.012188,SPOT
2026-06-05,INR,0.012095,ACCOUNTING
2026-06-05,SGD,0.745769,SPOT
2026-06-05,SGD,0.747771,ACCOUNTING
2026-06-05,AED,0.275297,SPOT
2026-06-05,AED,0.273313,ACCOUNTING
2026-06-06,INR,0.012055,SPOT
2026-06-06,INR,0.012095,ACCOUNTING
2026-06-06,SGD,0.743162,SPOT
2026-06-06,SGD,0.747781,ACCOUNTING
2026-06-06,AED,0.272994,SPOT
2026-06-06,AED,0.273317,ACCOUNTING
2026-06-07,INR,0.012085,SPOT
2026-06-07,INR,0.012095,ACCOUNTING
2026-06-07,SGD,0.743847,SPOT
2026-06-07,SGD,0.747788,ACCOUNTING
2026-06-07,AED,0.272868,SPOT
2026-06-07,AED,0.273319,ACCOUNTING
2026-06-08,INR,0.012064,SPOT
2026-06-08,INR,0.012095,ACCOUNTING
2026-06-08,SGD,0.748282,SPOT
2026-06-08,SGD,0.747791,ACCOUNTING
2026-06-08,AED,0.27439,SPOT
2026-06-08,AED,0.27332,ACCOUNTING
2026-06-09,INR,0.012097,SPOT
2026-06-09,INR,0.012095,ACCOUNTING
2026-06-09,SGD,0.744114,SPOT
2026-06-09,SGD,0.74779,ACCOUNTING
2026-06-09,AED,0.272908,SPOT
2026-06-09,AED,0.27332,ACCOUNTING
2026-06-10,INR,0.012175,SPOT
2026-06-10,INR,0.012095,ACCOUNTING
2026-06-10,SGD,0.745348,SPOT
2026-06-10,SGD,0.747786,ACCOUNTING
2026-06-10,AED,0.27194,SPOT
2026-06-10,AED,0.273318,ACCOUNTING
2026-06-11,INR,0.011993,SPOT
2026-06-11,INR,0.012095,ACCOUNTING
2026-06-11,SGD,0.745273,SPOT
2026-06-11,SGD,0.747778,ACCOUNTING
2026-06-11,AED,0.274866,SPOT
2026-06-11,AED,0.273315,ACCOUNTING
2026-06-12,INR,0.012051,SPOT
2026-06-12,INR,0.012095,ACCOUNTING
2026-06-12,SGD,0.74819,SPOT
2026-06-12,SGD,0.747766,ACCOUNTING
2026-06-12,AED,0.272725,SPOT
2026-06-12,AED,0.273311,ACCOUNTING
2026-06-13,INR,0.012065,SPOT
2026-06-13,INR,0.012094,ACCOUNTING
2026-06-13,SGD,0.754244,SPOT
2026-06-13,SGD,0.747751,ACCOUNTING
2026-06-13,AED,0.273289,SPOT
2026-06-13,AED,0.273305,ACCOUNTING
2026-06-14,INR,0.012014,SPOT
2026-06-14,INR,0.012094,ACCOUNTING
2026-06-14,SGD,0.741567,SPOT
2026-06-14,SGD,0.747732,ACCOUNTING
2026-06-14,AED,0.271812,SPOT
2026-06-14,AED,0.273299,ACCOUNTING
2026-06-15,INR,0.01202,SPOT
2026-06-15,INR,0.012094,ACCOUNTING
2026-06-15,SGD,0.752264,SPOT
2026-06-15,SGD,0.74771,ACCOUNTING
2026-06-15,AED,0.273208,SPOT
2026-06-15,AED,0.273291,ACCOUNTING
2026-06-16,INR,0.01211,SPOT
2026-06-16,INR,0.012093,ACCOUNTING
2026-06-16,SGD,0.747314,SPOT
2026-06-16,SGD,0.747685,ACCOUNTING
2026-06-16,AED,0.273226,SPOT
2026-06-16,AED,0.273281,ACCOUNTING
2026-06-17,INR,0.012174,SPOT
2026-06-17,INR,0.012093,ACCOUNTING
2026-06-17,SGD,0.752998,SPOT
2026-06-17,SGD,0.747656,ACCOUNTING
2026-06-17,AED,0.276486,SPOT
2026-06-17,AED,0.273271,ACCOUNTING
2026-06-18,INR,0.012043,SPOT
2026-06-18,INR,0.012092,ACCOUNTING
2026-06-18,SGD,0.74673,SPOT
2026-06-18,SGD,0.747624,ACCOUNTING
2026-06-18,AED,0.273889,SPOT
2026-06-18,AED,0.273259,ACCOUNTING
2026-06-19,INR,0.01222,SPOT
2026-06-19,INR,0.012092,ACCOUNTING
2026-06-19,SGD,0.745393,SPOT
2026-06-19,SGD,0.747589,ACCOUNTING
2026-06-19,AED,0.275123,SPOT
2026-06-19,AED,0.273246,ACCOUNTING
2026-06-20,INR,0.012063,SPOT
2026-06-20,INR,0.012091,ACCOUNTING
2026-06-20,SGD,0.75287,SPOT
2026-06-20,SGD,0.747551,ACCOUNTING
2026-06-20,AED,0.273738,SPOT
2026-06-20,AED,0.273232,ACCOUNTING
2026-06-21,INR,0.012032,SPOT
2026-06-21,INR,0.012091,ACCOUNTING
2026-06-21,SGD,0.748011,SPOT
2026-06-21,SGD,0.74751,ACCOUNTING
2026-06-21,AED,0.274597,SPOT
2026-06-21,AED,0.273217,ACCOUNTING
2026-06-22,INR,0.011899,SPOT
2026-06-22,INR,0.01209,ACCOUNTING
2026-06-22,SGD,0.752627,SPOT
2026-06-22,SGD,0.747466,ACCOUNTING
2026-06-22,AED,0.271207,SPOT
2026-06-22,AED,0.273201,ACCOUNTING
2026-06-23,INR,0.012092,SPOT
2026-06-23,INR,0.012089,ACCOUNTING
2026-06-23,SGD,0.748093,SPOT
2026-06-23,SGD,0.74742,ACCOUNTING
2026-06-23,AED,0.269152,SPOT
2026-06-23,AED,0.273184,ACCOUNTING
2026-06-24,INR,0.012064,SPOT
2026-06-24,INR,0.012088,ACCOUNTING
2026-06-24,SGD,0.750468,SPOT
2026-06-24,SGD,0.747371,ACCOUNTING
2026-06-24,AED,0.27666,SPOT
2026-06-24,AED,0.273167,ACCOUNTING
2026-06-25,INR,0.012168,SPOT
2026-06-25,INR,0.012088,ACCOUNTING
2026-06-25,SGD,0.752669,SPOT
2026-06-25,SGD,0.74732,ACCOUNTING
2026-06-25,AED,0.270097,SPOT
2026-06-25,AED,0.273148,ACCOUNTING
2026-06-26,INR,0.012087,SPOT
2026-06-26,INR,0.012087,ACCOUNTING
2026-06-26,SGD,0.756776,SPOT
2026-06-26,SGD,0.747267,ACCOUNTING
2026-06-26,AED,0.275262,SPOT
2026-06-26,AED,0.273129,ACCOUNTING
2026-06-27,INR,0.012072,SPOT
2026-06-27,INR,0.012086,ACCOUNTING
2026-06-27,SGD,0.749174,SPOT
2026-06-27,SGD,0.747212,ACCOUNTING
2026-06-27,AED,0.27524,SPOT
2026-06-27,AED,0.273108,ACCOUNTING
2026-06-28,INR,0.012179,SPOT
2026-06-28,INR,0.012085,ACCOUNTING
2026-06-28,SGD,0.748119,SPOT
2026-06-28,SGD,0.747155,ACCOUNTING
2026-06-28,AED,0.273246,SPOT
2026-06-28,AED,0.273088,ACCOUNTING
2026-06-29,INR,0.012142,SPOT
2026-06-29,INR,0.012084,ACCOUNTING
2026-06-29,SGD,0.753063,SPOT
2026-06-29,SGD,0.747096,ACCOUNTING
2026-06-29,AED,0.273013,SPOT
2026-06-29,AED,0.273066,ACCOUNTING
2026-06-30,INR,0.011976,SPOT
2026-06-30,INR,0.012083,ACCOUNTING
2026-06-30,SGD,0.748367,SPOT
2026-06-30,SGD,0.747035,ACCOUNTING
2026-06-30,AED,0.271598,SPOT
2026-06-30,AED,0.273044,ACCOUNTING
