chargeback_id,transaction_id,reason,amount,opened_at,resolved_at
CB0000421,T00034662,customer_dispute,4611.39,2026-07-11,2026-07-22
CB0000422,T00034835,fraud,1208.98,2026-05-10,2026-05-25
CB0000423,T00034840,fraud,1509.12,2026-04-25,2026-05-09
CB0000424,T00034854,service_not_received,616.89,2026-03-06,2026-04-24
CB0000425,T00035092,fraud,1026.3,2026-05-04,2026-06-20
CB0000426,T00035138,duplicate,35.58,2026-01-27,
CB0000427,T00035249,duplicate,2699.27,2026-06-30,2026-08-16
CB0000428,T00035312,duplicate,11.89,2026-06-26,2026-07-15
CB0000429,T00035330,customer_dispute,79.0,2026-04-06,
CB0000430,T00035345,service_not_received,5.25,2026-06-05,
CB0000431,T00035413,fraud,86.09,2026-05-05,2026-05-20
CB0000432,T00035451,fraud,2240.08,2026-08-06,2026-09-30
CB0000433,T00035462,duplicate,132.64,2026-07-09,2026-07-21
CB0000434,T00035574,service_not_received,2909.21,2026-05-28,
CB0000435,T00035687,fraud,35.75,2026-08-02,
CB0000436,T00035744,fraud,512.62,2026-06-01,
CB0000437,T00035778,fraud,713.59,2026-06-17,
CB0000438,T00035944,service_not_received,1083.63,2026-07-25,2026-08-09
CB0000439,T00036027,service_not_received,6213.87,2026-05-07,2026-06-05
CB0000440,T00036042,duplicate,71.87,2026-04-20,
CB0000441,T00036127,fraud,604.53,2026-07-31,
CB0000442,T00036195,customer_dispute,1142.38,2026-07-13,2026-08-08
CB0000443,T00036254,customer_dispute,7557.33,2026-07-13,2026-08-22
CB0000444,T00036330,fraud,25.95,2026-07-13,2026-08-30
CB0000445,T00036372,customer_dispute,73.03,2026-04-07,
CB0000446,T00036382,service_not_received,44.43,2026-07-10,
CB0000447,T00036393,service_not_received,53.1,2026-06-09,2026-06-25
CB0000448,T00036455,service_not_received,78.62,2026-02-22,
CB0000449,T00036581,service_not_received,3786.32,2026-03-27,
CB0000450,T00036719,service_not_received,18.84,2026-05-01,
CB0000451,T00036748,service_not_received,3246.66,2026-06-03,
CB0000452,T00036766,duplicate,2307.37,2026-07-16,2026-09-10
CB0000453,T00036889,fraud,63.85,2026-07-23,2026-08-02
CB0000454,T00036943,service_not_received,72.32,2026-05-07,
CB0000455,T00037108,service_not_received,1356.35,2026-05-11,
CB0000456,T00037168,fraud,2073.48,2026-05-21,2026-07-05
CB0000457,T00037178,fraud,68.62,2026-06-09,
CB0000458,T00037297,service_not_received,3407.62,2026-06-05,2026-07-28
CB0000459,T00037307,service_not_received,6040.2,2026-06-21,
CB0000460,T00037479,customer_dispute,84.33,2026-08-04,
CB0000461,T00037533,customer_dispute,26.54,2026-03-17,2026-03-27
CB0000462,T00037542,duplicate,23.21,2026-07-05,2026-08-26
CB0000463,T00037635,service_not_received,4606.06,2026-05-22,2026-07-02
CB0000464,T00037705,duplicate,1235.71,2026-05-06,
CB0000465,T00037707,fraud,42.03,2026-06-07,2026-07-19
CB0000466,T00037747,customer_dispute,767.38,2026-06-11,2026-07-04
CB0000467,T00037879,customer_dispute,20.6,2026-06-07,2026-07-13
CB0000468,T00038010,customer_dispute,2633.82,2026-05-08,2026-06-01
CB0000469,T00038026,fraud,32.55,2026-06-02,
CB0000470,T00038105,service_not_received,9.48,2026-05-02,2026-06-17
CB0000471,T00038186,customer_dispute,4226.23,2026-03-07,2026-05-01
CB0000472,T00038198,fraud,958.31,2026-05-04,2026-06-19
CB0000473,T00038224,customer_dispute,83.55,2026-06-02,2026-06-12
CB0000474,T00038240,fraud,35.73,2026-07-24,2026-08-15
CB0000475,T00038345,customer_dispute,14.54,2026-07-10,2026-08-31
CB0000476,T00038367,service_not_received,818.71,2026-03-05,2026-04-25
CB0000477,T00038382,customer_dispute,71.42,2026-04-12,2026-05-07
CB0000478,T00038493,service_not_received,6537.78,2026-07-09,2026-08-03
CB0000479,T00038554,fraud,31.81,2026-05-26,2026-07-24
CB0000480,T00038631,customer_dispute,1307.15,2026-06-01,2026-07-07
CB0000481,T00038642,fraud,38.27,2026-07-17,2026-08-31
CB0000482,T00038704,fraud,2021.56,2026-04-03,
CB0000483,T00038800,service_not_received,964.45,2026-05-25,2026-06-07
CB0000484,T00038839,fraud,29.22,2026-04-17,2026-06-11
CB0000485,T00038860,customer_dispute,19.73,2026-03-04,2026-04-04
CB0000486,T00038862,duplicate,45.27,2026-02-25,2026-03-27
CB0000487,T00039246,service_not_received,13.98,2026-06-01,
CB0000488,T00039284,service_not_received,117.5,2026-04-29,2026-05-27
CB0000489,T00039321,fraud,38.36,2026-06-16,2026-07-17
CB0000490,T00039323,fraud,66.97,2026-06-23,2026-07-22
CB0000491,T00039613,customer_dispute,77.99,2026-04-19,2026-06-03
CB0000492,T00039648,customer_dispute,37.46,2026-08-09,
CB0000493,T00039790,service_not_received,29.17,2026-06-03,
CB0000494,T00039800,service_not_received,75.59,2026-05-02,
CB0000495,T00039804,fraud,28.44,2026-06-12,
CB0000496,T00039808,fraud,122.48,2026-05-12,2026-06-26
CB0000497,T00039853,service_not_received,5.24,2026-04-25,2026-05-19
CB0000498,T00039880,fraud,94.21,2026-04-17,2026-05-08
CB0000499,T00040136,service_not_received,38.5,2026-05-27,2026-06-26
CB0000500,T00040227,fraud,37.31,2026-06-13,2026-07-06
CB0000501,T00040254,service_not_received,3555.87,2026-03-12,2026-03-30
CB0000502,T00040264,fraud,3381.29,2026-05-15,2026-05-28
CB0000503,T00040385,service_not_received,24.51,2026-05-24,2026-07-16
CB0000504,T00040427,fraud,19.03,2026-06-10,2026-06-29
CB0000505,T00040492,duplicate,34.31,2026-04-27,2026-05-31
CB0000506,T00040544,customer_dispute,899.48,2026-07-11,2026-08-31
CB0000507,T00040581,service_not_received,1790.26,2026-06-09,
CB0000508,T00040839,customer_dispute,19.44,2026-07-20,2026-08-25
CB0000509,T00040873,customer_dispute,855.05,2026-04-22,2026-06-16
CB0000510,T00040920,customer_dispute,1996.87,2026-06-13,2026-07-30
CB0000511,T00040950,fraud,53.83,2026-05-25,
CB0000512,T00040973,fraud,1836.72,2026-07-09,
CB0000513,T00040999,service_not_received,112.65,2026-05-02,2026-05-12
CB0000514,T00041145,customer_dispute,7493.65,2026-07-19,2026-08-05
CB0000515,T00041365,service_not_received,998.41,2026-03-27,2026-05-18
CB0000516,T00041501,duplicate,36.52,2026-06-01,2026-06-13
CB0000517,T00041555,service_not_received,1871.09,2026-04-20,2026-05-14
CB0000518,T00041634,service_not_received,2809.57,2026-07-09,2026-08-21
CB0000519,T00041680,fraud,2166.58,2026-06-08,2026-07-03
CB0000520,T00041789,fraud,73.3,2026-02-14,
CB0000521,T00042012,duplicate,2310.67,2026-06-22,
CB0000522,T00042117,fraud,78.53,2026-06-26,2026-07-07
CB0000523,T00042145,service_not_received,2342.42,2026-04-03,2026-04-15
CB0000524,T00042211,fraud,28.78,2026-02-03,
CB0000525,T00042390,service_not_received,3686.4,2026-06-28,2026-07-13
CB0000526,T00042392,fraud,10.25,2026-07-01,2026-08-02
CB0000527,T00042626,fraud,1830.46,2026-05-11,2026-05-30
CB0000528,T00042655,fraud,1133.7,2026-03-11,2026-04-06
CB0000529,T00042845,fraud,41.25,2026-05-10,2026-05-23
CB0000530,T00042846,service_not_received,26.28,2026-05-24,
CB0000531,T00042858,customer_dispute,1620.62,2026-04-25,2026-06-08
CB0000532,T00042861,duplicate,2894.01,2026-04-18,2026-05-08
CB0000533,T00042967,fraud,922.44,2026-02-01,2026-03-01
CB0000534,T00042989,fraud,1118.58,2026-05-13,2026-06-22
CB0000535,T00043042,customer_dispute,162.17,2026-04-05,2026-05-19
CB0000536,T00043080,fraud,1270.29,2026-02-06,2026-03-05
CB0000537,T00043116,customer_dispute,2207.77,2026-06-15,2026-07-20
CB0000538,T00043386,fraud,23.68,2026-07-11,2026-08-29
CB0000539,T00043459,fraud,136.94,2026-04-26,
CB0000540,T00043482,customer_dispute,69.69,2026-07-02,2026-08-17
CB0000541,T00043500,customer_dispute,328.53,2026-02-16,
CB0000542,T00043571,duplicate,33.17,2026-07-22,
CB0000543,T00043652,duplicate,1748.24,2026-07-02,2026-08-27
CB0000544,T00043821,service_not_received,6090.82,2026-05-28,2026-06-13
CB0000545,T00043962,service_not_received,15.24,2026-06-07,2026-06-27
CB0000546,T00044139,customer_dispute,3542.8,2026-03-23,
CB0000547,T00044198,fraud,52.55,2026-05-30,2026-07-17
CB0000548,T00044267,fraud,46.26,2026-03-08,2026-04-06
CB0000549,T00044395,service_not_received,2093.18,2026-05-30,2026-06-13
CB0000550,T00044452,customer_dispute,480.43,2026-05-31,2026-07-18
CB0000551,T00044460,customer_dispute,1257.72,2026-02-28,2026-04-12
CB0000552,T00044699,duplicate,186.75,2026-02-12,2026-03-18
CB0000553,T00044722,fraud,782.6,2026-07-05,
CB0000554,T00044765,fraud,1449.15,2026-05-02,
CB0000555,T00044892,service_not_received,709.3,2026-06-27,2026-07-08
CB0000556,T00044968,fraud,2636.69,2026-05-18,2026-06-29
CB0000557,T00045118,service_not_received,741.93,2026-05-20,2026-06-26
CB0000558,T00045170,service_not_received,5.14,2026-07-08,2026-09-05
CB0000559,T00045185,duplicate,59.26,2026-05-15,
CB0000560,T00045203,service_not_received,2122.18,2026-06-07,
CB0000561,T00045222,duplicate,1998.04,2026-02-19,2026-04-15
CB0000562,T00045474,service_not_received,2008.04,2026-06-16,
CB0000563,T00045488,customer_dispute,1336.8,2026-02-24,
CB0000564,T00045546,fraud,779.54,2026-05-24,2026-07-07
CB0000565,T00045596,customer_dispute,407.15,2026-07-08,2026-08-21
CB0000566,T00045634,fraud,12.51,2026-07-23,2026-08-08
CB0000567,T00045878,service_not_received,741.93,2026-03-02,
CB0000568,T00045938,fraud,48.79,2026-07-20,
CB0000569,T00046405,customer_dispute,97.84,2026-07-04,2026-07-26
CB0000570,T00046458,customer_dispute,34.05,2026-05-19,2026-07-02
CB0000571,T00046539,fraud,1197.66,2026-04-20,2026-05-28
CB0000572,T00046542,service_not_received,10.4,2026-06-16,2026-08-04
CB0000573,T00046734,duplicate,1939.97,2026-04-27,2026-06-05
CB0000574,T00046914,fraud,2075.9,2026-06-21,2026-07-14
CB0000575,T00046934,service_not_received,35.51,2026-07-19,2026-07-30
CB0000576,T00047190,service_not_received,132.53,2026-05-16,
CB0000577,T00047245,duplicate,888.65,2026-06-02,
CB0000578,T00047254,service_not_received,2313.66,2026-02-27,
CB0000579,T00047280,service_not_received,918.51,2026-05-22,
CB0000580,T00047322,fraud,21.66,2026-06-22,2026-08-16
CB0000581,T00047398,fraud,13.9,2026-03-11,
CB0000582,T00047435,fraud,22.8,2026-07-26,
CB0000583,T00047439,duplicate,93.21,2026-03-30,2026-05-08
CB0000584,T00047500,fraud,19.81,2026-04-24,
CB0000585,T00047548,duplicate,71.62,2026-06-04,
CB0000586,T00047857,fraud,55.81,2026-04-26,2026-06-17
CB0000587,T00047967,service_not_received,1108.16,2026-05-11,2026-06-29
CB0000588,T00048045,fraud,6693.44,2026-02-16,2026-03-03
CB0000589,T00048050,fraud,1187.54,2026-05-16,2026-06-13
CB0000590,T00048219,service_not_received,2381.18,2026-02-02,
CB0000591,T00048267,fraud,7292.79,2026-04-12,2026-05-26
CB0000592,T00048365,service_not_received,19.1,2026-08-05,
CB0000593,T00048376,fraud,15.49,2026-07-31,2026-08-26
CB0000594,T00048383,customer_dispute,124.75,2026-05-30,
CB0000595,T00048420,service_not_received,402.66,2026-05-18,
CB0000596,T00048447,duplicate,91.76,2026-07-15,2026-07-31
CB0000597,T00048457,service_not_received,12.55,2026-06-08,2026-07-14
CB0000598,T00048461,customer_dispute,74.65,2026-03-11,2026-03-30
CB0000599,T00048548,fraud,3188.21,2026-03-21,2026-04-03
CB0000600,T00048563,fraud,579.53,2026-06-27,2026-08-12
CB0000601,T00048609,fraud,1425.96,2026-04-05,2026-04-24
CB0000602,T00048640,fraud,1350.01,2026-06-02,
CB0000603,T00048668,service_not_received,7.42,2026-03-18,
CB0000604,T00048752,fraud,31.78,2026-03-04,
CB0000605,T00048773,service_not_received,158.69,2026-07-03,2026-07-15
CB0000606,T00048845,customer_dispute,35.44,2026-05-30,
CB0000607,T00048936,customer_dispute,1216.78,2026-04-21,2026-06-11
CB0000608,T00048939,fraud,806.12,2026-02-03,2026-03-01
CB0000609,T00049008,customer_dispute,15.72,2026-07-07,
CB0000610,T00049024,customer_dispute,1634.65,2026-06-20,2026-08-07
CB0000611,T00049173,customer_dispute,3815.32,2026-06-05,2026-06-30
CB0000612,T00049193,duplicate,1182.2,2026-07-01,2026-07-29
CB0000613,T00049226,customer_dispute,684.25,2026-05-14,2026-07-04
CB0000614,T00049230,service_not_received,9.96,2026-05-27,2026-06-19
CB0000615,T00049254,service_not_received,279.47,2026-02-25,
CB0000616,T00049257,service_not_received,46.18,2026-07-08,
CB0000617,T00049321,fraud,771.71,2026-05-18,2026-06-03
CB0000618,T00049403,service_not_received,684.88,2026-06-06,2026-06-20
CB0000619,T00049545,customer_dispute,44.11,2026-07-09,
CB0000620,T00049576,duplicate,750.98,2026-07-06,2026-07-29
CB0000621,T00049744,customer_dispute,4045.78,2026-05-19,
CB0000622,T00049817,fraud,747.89,2026-05-29,2026-07-04
CB0000623,T00049920,customer_dispute,5189.52,2026-04-11,2026-04-22
CB0000624,T00049938,fraud,2036.09,2026-04-24,2026-06-11
CB0000625,T00049982,customer_dispute,15.42,2026-06-30,
CB0000626,T00049985,service_not_received,30.6,2026-04-07,
CB0000627,T00050000,fraud,132.68,2026-04-30,2026-06-27
CB0000628,T00050038,customer_dispute,233.26,2026-06-08,2026-07-17
CB0000629,T00050042,fraud,86.49,2026-06-13,
CB0000630,T00050044,service_not_received,775.06,2026-07-18,2026-09-14
CB0000631,T00050207,service_not_received,35.49,2026-07-16,2026-08-21
CB0000632,T00050282,duplicate,843.77,2026-05-31,
CB0000633,T00050330,fraud,1123.74,2026-07-13,
CB0000634,T00050394,fraud,28.99,2026-03-10,2026-04-25
CB0000635,T00050397,fraud,26.69,2026-04-02,2026-04-28
CB0000636,T00050399,fraud,28.22,2026-03-28,2026-05-01
CB0000637,T00050531,fraud,953.82,2026-06-08,
CB0000638,T00050542,duplicate,242.73,2026-08-10,
CB0000639,T00050723,fraud,34.98,2026-06-26,
CB0000640,T00050943,fraud,2006.05,2026-04-21,2026-05-01
CB0000641,T00050946,service_not_received,98.66,2026-03-15,2026-05-07
CB0000642,T00050993,customer_dispute,2157.79,2026-06-09,2026-07-16
CB0000643,T00051034,fraud,112.56,2026-07-07,2026-08-17
CB0000644,T00051183,service_not_received,1662.65,2026-07-12,2026-09-01
CB0000645,T00051184,duplicate,26.1,2026-07-01,2026-07-21
CB0000646,T00051218,duplicate,11200.77,2026-07-23,2026-08-19
CB0000647,T00051219,service_not_received,1584.03,2026-02-13,
CB0000648,T00051258,customer_dispute,411.81,2026-02-03,2026-03-03
CB0000649,T00051338,service_not_received,1238.83,2026-05-31,2026-06-26
CB0000650,T00051519,customer_dispute,2408.99,2026-04-10,2026-06-07
CB0000651,T00051526,customer_dispute,1373.59,2026-05-10,2026-05-22
CB0000652,T00051743,service_not_received,10645.13,2026-04-18,2026-05-04
CB0000653,T00051937,duplicate,5548.37,2026-02-24,2026-04-06
CB0000654,T00052030,customer_dispute,673.84,2026-06-13,
CB0000655,T00052071,customer_dispute,180.77,2026-06-30,2026-08-01
CB0000656,T00052137,fraud,57.39,2026-06-22,2026-07-30
CB0000657,T00052145,fraud,4468.5,2026-05-04,2026-06-09
CB0000658,T00052152,customer_dispute,44.43,2026-05-01,2026-05-13
CB0000659,T00052172,fraud,1776.01,2026-07-14,
CB0000660,T00052205,service_not_received,21.86,2026-05-20,
CB0000661,T00052218,fraud,18.33,2026-02-22,2026-03-05
CB0000662,T00052233,duplicate,2907.66,2026-07-07,
CB0000663,T00052258,customer_dispute,731.19,2026-04-09,2026-05-09
CB0000664,T00052287,customer_dispute,1000.63,2026-05-26,2026-07-03
CB0000665,T00052305,customer_dispute,8.95,2026-07-04,2026-07-23
CB0000666,T00052330,fraud,2807.82,2026-02-27,2026-04-18
CB0000667,T00052437,fraud,1189.88,2026-03-26,2026-04-14
CB0000668,T00052487,fraud,5644.39,2026-04-25,
CB0000669,T00052629,service_not_received,3114.14,2026-02-20,2026-04-02
CB0000670,T00052644,fraud,3481.57,2026-06-28,2026-08-23
CB0000671,T00052692,customer_dispute,36.6,2026-01-29,2026-02-17
CB0000672,T00052726,customer_dispute,10.64,2026-03-13,
CB0000673,T00052880,fraud,16.31,2026-07-28,
CB0000674,T00052936,fraud,1407.95,2026-07-01,
CB0000675,T00053090,service_not_received,15.18,2026-03-02,2026-04-18
CB0000676,T00053160,fraud,106.19,2026-02-24,
CB0000677,T00053340,customer_dispute,1142.05,2026-01-18,2026-02-26
CB0000678,T00053368,customer_dispute,13.37,2026-07-03,
CB0000679,T00053693,fraud,3534.4,2026-03-31,2026-04-27
CB0000680,T00053791,fraud,25.33,2026-05-26,2026-06-22
CB0000681,T00053823,fraud,495.06,2026-05-08,2026-06-21
CB0000682,T00053980,customer_dispute,1336.47,2026-02-19,2026-04-08
CB0000683,T00054109,customer_dispute,77.7,2026-06-30,
CB0000684,T00054228,customer_dispute,82.38,2026-06-20,2026-07-10
CB0000685,T00054324,fraud,2911.88,2026-04-18,
CB0000686,T00054504,customer_dispute,4857.05,2026-06-30,2026-07-18
CB0000687,T00054624,customer_dispute,709.23,2026-07-03,
CB0000688,T00055104,service_not_received,20.76,2026-05-19,
CB0000689,T00055430,fraud,1789.71,2026-02-13,2026-02-23
CB0000690,T00055453,service_not_received,154.29,2026-07-10,2026-08-02
CB0000691,T00055751,service_not_received,111.45,2026-04-15,2026-05-16
CB0000692,T00055852,duplicate,2529.55,2026-03-25,
CB0000693,T00055898,customer_dispute,486.98,2026-06-23,2026-07-23
CB0000694,T00055903,customer_dispute,152.67,2026-03-15,2026-04-21
CB0000695,T00055963,fraud,720.94,2026-04-20,
CB0000696,T00056212,fraud,2190.58,2026-04-25,2026-06-13
CB0000697,T00056229,duplicate,183.42,2026-06-17,
CB0000698,T00056236,customer_dispute,881.03,2026-05-28,2026-07-24
CB0000699,T00056552,fraud,4927.7,2026-08-09,2026-09-20
CB0000700,T00056646,fraud,17442.66,2026-06-07,2026-07-06
CB0000701,T00056657,fraud,1602.29,2026-04-18,2026-05-30
CB0000702,T00056820,service_not_received,136.58,2026-07-16,
CB0000703,T00056962,duplicate,2052.31,2026-04-09,
CB0000704,T00056992,service_not_received,2879.46,2026-07-27,2026-08-23
CB0000705,T00057033,fraud,66.55,2026-07-28,2026-09-13
CB0000706,T00057165,duplicate,5499.87,2026-05-16,2026-07-08
CB0000707,T00057495,fraud,1357.98,2026-06-19,2026-08-12
CB0000708,T00057513,fraud,209.71,2026-04-29,2026-05-09
CB0000709,T00057671,duplicate,26.41,2026-06-09,
CB0000710,T00057797,customer_dispute,1487.35,2026-02-10,2026-03-13
CB0000711,T00057798,customer_dispute,304.28,2026-07-16,
CB0000712,T00057914,service_not_received,2717.89,2026-04-27,
CB0000713,T00057923,service_not_received,190.52,2026-04-02,2026-05-22
CB0000714,T00057972,fraud,590.26,2026-03-01,
CB0000715,T00057985,fraud,1373.2,2026-02-25,2026-03-14
CB0000716,T00058034,fraud,28.9,2026-02-09,
CB0000717,T00058068,fraud,37.98,2026-05-05,2026-05-25
CB0000718,T00058123,fraud,21.59,2026-04-15,2026-05-04
CB0000719,T00058239,customer_dispute,105.7,2026-06-05,2026-07-11
CB0000720,T00058392,fraud,2303.72,2026-06-15,
CB0000721,T00058449,duplicate,387.04,2026-03-27,2026-05-22
CB0000722,T00058519,fraud,7698.04,2026-06-18,2026-07-15
CB0000723,T00058715,fraud,2413.16,2026-05-13,2026-05-30
CB0000724,T00058719,service_not_received,1944.77,2026-03-12,2026-04-22
CB0000725,T00058738,service_not_received,31.14,2026-06-07,
CB0000726,T00058872,service_not_received,62.35,2026-07-10,2026-08-09
CB0000727,T00058947,fraud,44.72,2026-06-22,2026-07-11
CB0000728,T00059125,fraud,20.58,2026-03-05,
CB0000729,T00059179,fraud,18.45,2026-01-21,2026-03-14
CB0000730,T00059208,duplicate,883.34,2026-06-17,2026-07-21
CB0000731,T00059244,fraud,3.34,2026-05-13,2026-05-31
CB0000732,T00059258,service_not_received,115.61,2026-02-17,
CB0000733,T00059319,customer_dispute,1229.36,2026-06-12,2026-07-25
CB0000734,T00059375,service_not_received,3227.08,2026-04-28,2026-05-08
CB0000735,T00059441,fraud,3824.25,2026-05-18,2026-06-05
CB0000736,T00059596,fraud,916.14,2026-04-23,
CB0000737,T00059647,fraud,23.86,2026-06-15,2026-07-16
CB0000738,T00059785,fraud,27.12,2026-06-15,2026-06-28
CB0000739,T00059788,customer_dispute,33.91,2026-05-05,2026-06-29
CB0000740,T00059813,customer_dispute,261.45,2026-05-18,2026-05-30
CB0000741,T00059869,customer_dispute,6531.77,2026-03-07,2026-04-03
CB0000742,T00059883,fraud,1076.6,2026-06-01,
CB0000743,T00059985,service_not_received,0.0,2026-02-22,2026-03-29
CB0000744,T00060013,service_not_received,16.23,2026-06-30,2026-08-11
CB0000745,T00060119,customer_dispute,7.37,2026-07-10,
CB0000746,T00060253,fraud,684.79,2026-06-28,2026-07-14
CB0000747,T00060256,fraud,2212.86,2026-03-04,2026-04-18
CB0000748,T00060280,service_not_received,2411.02,2026-08-08,2026-09-11
CB0000749,T00060477,service_not_received,14.11,2026-06-17,
CB0000750,T00060623,fraud,11.13,2026-05-23,2026-07-04
CB0000751,T00060920,customer_dispute,48.72,2026-08-04,
CB0000752,T00061112,fraud,36.06,2026-07-25,2026-09-12
CB0000753,T00061133,fraud,125.01,2026-06-09,
CB0000754,T00061222,customer_dispute,2339.12,2026-04-23,2026-05-22
CB0000755,T00061236,service_not_received,5.86,2026-05-25,
CB0000756,T00061274,fraud,132.72,2026-04-25,2026-06-15
CB0000757,T00061343,service_not_received,25.34,2026-04-20,
CB0000758,T00061353,customer_dispute,25.77,2026-07-05,2026-08-15
CB0000759,T00061416,customer_dispute,487.98,2026-05-18,2026-06-30
CB0000760,T00061429,customer_dispute,969.3,2026-03-21,2026-05-03
CB0000761,T00061568,duplicate,6.2,2026-05-30,
CB0000762,T00061605,service_not_received,9486.91,2026-03-20,2026-04-05
CB0000763,T00061886,service_not_received,2241.99,2026-02-16,
CB0000764,T00061954,fraud,13.14,2026-06-27,2026-08-06
CB0000765,T00061965,service_not_received,2330.2,2026-03-23,2026-05-15
CB0000766,T00061971,duplicate,80.12,2026-04-22,2026-05-12
CB0000767,T00061980,fraud,1111.74,2026-03-21,
CB0000768,T00062050,fraud,1464.17,2026-07-07,
CB0000769,T00062149,duplicate,843.82,2026-03-23,2026-05-09
CB0000770,T00062175,service_not_received,28.23,2026-06-13,2026-07-28
CB0000771,T00062315,fraud,45.2,2026-06-18,2026-07-02
CB0000772,T00062549,fraud,3144.15,2026-04-06,2026-05-24
CB0000773,T00062554,customer_dispute,110.01,2026-04-30,
CB0000774,T00062592,customer_dispute,96.27,2026-06-21,2026-07-12
CB0000775,T00062704,fraud,9.56,2026-04-06,2026-04-19
CB0000776,T00062755,fraud,19.89,2026-06-14,2026-07-07
CB0000777,T00062907,duplicate,39.39,2026-06-07,
CB0000778,T00063060,fraud,2640.04,2026-07-02,2026-07-22
CB0000779,T00063176,fraud,1253.73,2026-07-01,2026-07-21
CB0000780,T00063186,fraud,1437.69,2026-05-06,2026-06-09
CB0000781,T00063261,service_not_received,25.11,2026-05-18,2026-06-26
CB0000782,T00063489,customer_dispute,71.48,2026-07-10,
CB0000783,T00063518,customer_dispute,3571.85,2026-07-11,2026-09-03
CB0000784,T00063684,fraud,5800.48,2026-02-23,2026-04-23
CB0000785,T00063700,duplicate,2964.3,2026-03-20,2026-04-18
CB0000786,T00063823,fraud,1465.34,2026-02-04,
CB0000787,T00064096,service_not_received,5023.9,2026-05-14,
CB0000788,T00064439,service_not_received,23.03,2026-07-18,
CB0000789,T00064471,duplicate,1613.25,2026-05-24,2026-06-03
CB0000790,T00064560,customer_dispute,2358.74,2026-05-25,2026-07-13
CB0000791,T00064681,fraud,2563.87,2026-06-08,2026-07-26
CB0000792,T00064715,service_not_received,30.66,2026-05-01,2026-06-06
CB0000793,T00064761,fraud,43.68,2026-05-08,
CB0000794,T00064854,duplicate,666.86,2026-05-13,2026-06-30
CB0000795,T00064880,fraud,5667.02,2026-07-03,2026-08-19
CB0000796,T00064947,customer_dispute,36.63,2026-05-02,2026-05-19
CB0000797,T00064960,service_not_received,1278.78,2026-05-19,2026-06-14
CB0000798,T00064992,fraud,320.52,2026-05-15,2026-05-26
CB0000799,T00065007,fraud,70.2,2026-06-06,
CB0000800,T00065191,service_not_received,1504.11,2026-06-17,2026-08-15
CB0000801,T00065232,fraud,16.53,2026-03-08,
CB0000802,T00065241,service_not_received,474.87,2026-02-18,
CB0000803,T00065295,service_not_received,87.48,2026-05-22,2026-07-16
CB0000804,T00065385,customer_dispute,54.86,2026-04-24,
CB0000805,T00065646,fraud,87.75,2026-03-31,2026-05-26
CB0000806,T00065668,service_not_received,28.57,2026-04-03,2026-04-13
CB0000807,T00065719,fraud,2389.29,2026-07-06,2026-07-29
CB0000808,T00065808,customer_dispute,1303.5,2026-08-09,
CB0000809,T00066000,duplicate,11.82,2026-07-30,2026-09-05
CB0000810,T00066060,fraud,10.76,2026-07-14,2026-08-26
CB0000811,T00066186,customer_dispute,62.04,2026-03-25,2026-05-01
CB0000812,T00066213,duplicate,34.53,2026-06-09,2026-07-06
CB0000813,T00066296,service_not_received,4216.17,2026-02-20,2026-03-27
CB0000814,T00066396,duplicate,3141.1,2026-06-01,2026-06-18
CB0000815,T00066415,customer_dispute,1282.13,2026-02-24,
CB0000816,T00066437,service_not_received,136.83,2026-06-01,
CB0000817,T00066448,duplicate,41.55,2026-07-19,2026-09-11
CB0000818,T00066472,service_not_received,30.16,2026-06-06,2026-08-04
CB0000819,T00066476,customer_dispute,784.44,2026-07-19,2026-08-21
CB0000820,T00066775,fraud,3478.7,2026-04-05,2026-04-16
CB0000821,T00066831,fraud,2072.47,2026-02-28,2026-04-21
CB0000822,T00066850,fraud,7.24,2026-07-14,2026-08-18
CB0000823,T00067073,service_not_received,8784.73,2026-06-04,
CB0000824,T00067120,duplicate,31.78,2026-05-22,2026-06-14
CB0000825,T00067172,fraud,3174.92,2026-07-15,
CB0000826,T00067175,fraud,1827.18,2026-04-28,
CB0000827,T00067211,fraud,57.29,2026-05-13,2026-07-05
CB0000828,T00067232,duplicate,1398.4,2026-06-20,2026-08-17
CB0000829,T00067266,duplicate,1485.77,2026-07-09,2026-09-03
CB0000830,T00067296,customer_dispute,31.95,2026-02-16,2026-04-05
CB0000831,T00067311,service_not_received,31.33,2026-04-27,
CB0000832,T00067398,service_not_received,854.09,2026-04-13,2026-04-26
CB0000833,T00067406,duplicate,116.57,2026-04-27,
CB0000834,T00067495,service_not_received,9514.6,2026-03-11,2026-03-26
CB0000835,T00067512,duplicate,130.16,2026-06-29,
CB0000836,T00067545,customer_dispute,3311.17,2026-05-04,2026-06-11
CB0000837,T00067563,customer_dispute,113.56,2026-04-19,
CB0000838,T00067740,service_not_received,1038.92,2026-06-24,2026-08-22
CB0000839,T00067888,customer_dispute,23.19,2026-07-07,2026-08-09
CB0000840,T00067937,service_not_received,507.33,2026-03-17,2026-04-21
CB0000841,T00067947,fraud,1007.57,2026-08-03,2026-09-26
CB0000842,T00067962,service_not_received,1820.26,2026-07-24,2026-08-06
CB0000843,T00068085,fraud,2775.5,2026-07-18,
CB0000844,T00068114,service_not_received,1168.36,2026-03-17,2026-04-19
CB0000845,T00068139,customer_dispute,931.82,2026-08-07,2026-09-03
CB0000846,T00068283,duplicate,28.14,2026-07-12,2026-07-24
