transaction_id,customer_id,merchant_id,amount,currency,channel,status,created_at,route_id
T00014829,C002050,M00436,2416.93,INR,Card,FAILED_TECHNICAL,2026-01-19 03:56:32,R_IN_01
T00014830,C004935,M00549,25.25,SGD,Card,SUCCESS,2026-06-11 19:07:04,R_SG_02
T00014831,C003543,M00592,1794.25,INR,Card,SUCCESS,2026-04-23 11:26:01,R_IN_02
T00014832,C011131,M00646,398.84,INR,UPI,SUCCESS,2026-06-22 16:48:44,R_IN_01
T00014833,C007420,M00465,3898.2,INR,Card,SUCCESS,2026-01-02 17:22:16,R_IN_01
T00014834,C008883,M00817,598.75,INR,Card,SUCCESS,2026-01-01 20:00:54,R_IN_01
T00014835,C008843,M00983,51.09,AED,Bank Transfer,SUCCESS,2026-05-26 20:23:21,R_UAE_02
T00014836,C001233,M00329,5.14,SGD,Card,SUCCESS,2026-04-15 05:00:28,R_SG_01
T00014837,C012466,M00119,3477.36,INR,Card,SUCCESS,2026-06-19 03:23:15,R_IN_01
T00014838,C003187,M00677,1661.24,INR,Wallet,SUCCESS,2026-06-02 02:23:46,R_IN_01
T00014839,C008130,M00104,143.47,AED,Bank Transfer,CANCELLED,2026-04-20 14:38:50,R_UAE_01
T00014840,C014919,M00476,2329.09,INR,Card,SUCCESS,2026-04-15 20:27:47,R_IN_02
T00014841,C011780,M00615,3620.14,INR,Card,SUCCESS,2026-06-05 04:12:34,R_IN_02
T00014842,C014877,M00937,15.08,SGD,Card,SUCCESS,2026-06-04 00:37:42,R_SG_02
T00014843,C006818,M00678,27.32,SGD,Card,SUCCESS,2026-03-09 02:09:34,R_SG_01
T00014844,C007823,M00150,100.93,SGD,Card,SUCCESS,2026-05-17 16:00:44,R_SG_02
T00014845,C005277,M00902,1942.84,INR,UPI,DECLINED_FRAUD,2026-05-12 14:21:27,R_IN_01
T00014846,C005611,M00612,732.21,INR,Card,SUCCESS,2026-06-11 13:51:20,R_IN_01
T00014847,C013720,M00496,3225.31,INR,Card,CANCELLED,2026-06-13 02:11:29,R_IN_01
T00014848,C014662,M00169,28.23,SGD,Bank Transfer,SUCCESS,2026-03-07 17:08:36,R_SG_01
T00014849,C006661,M00782,3510.12,INR,Card,SUCCESS,2026-06-15 12:45:30,R_IN_01
T00014850,C000928,M00363,121.7,AED,Bank Transfer,SUCCESS,2026-06-21 13:38:30,R_UAE_01
T00014851,C001743,M00542,64.89,SGD,Card,SUCCESS,2026-01-31 09:33:35,R_SG_01
T00014852,C006606,M00717,261.23,AED,Wallet,SUCCESS,2026-05-01 21:25:32,R_UAE_01
T00014853,C012900,M00648,54.6,AED,Card,SUCCESS,2026-04-08 09:07:16,R_UAE_01
T00014854,C003678,M00368,35.43,AED,Card,CANCELLED,2026-04-02 10:07:51,R_UAE_02
T00014855,C002937,M00551,60.68,SGD,Card,SUCCESS,2026-05-21 16:29:05,R_SG_02
T00014856,C009516,M00202,2109.43,INR,Card,SUCCESS,2026-02-05 14:36:08,R_IN_02
T00014857,C004363,M00780,82.4,SGD,Card,CANCELLED,2026-06-06 21:01:42,R_SG_02
T00014858,C010826,M00985,2954.26,INR,Card,SUCCESS,2026-01-08 05:07:08,R_IN_02
T00014859,C001100,M00375,12.63,AED,Card,SUCCESS,2026-05-02 15:34:35,R_UAE_02
T00014860,C011115,M00392,1600.78,INR,Wallet,SUCCESS,2026-02-26 14:33:40,R_IN_01
T00014861,C010784,M00837,80.9,AED,Card,SUCCESS,2026-05-15 16:23:39,R_UAE_02
T00014862,C003707,M00807,3312.71,INR,Card,SUCCESS,2026-04-23 05:43:28,R_IN_02
T00014863,C008786,M00498,145.92,AED,Bank Transfer,SUCCESS,2026-06-30 21:14:24,R_UAE_01
T00014864,C010722,M00986,1087.7,INR,Card,SUCCESS,2026-06-12 23:19:56,R_IN_02
T00014865,C013574,M00172,1694.04,INR,Card,DECLINED_FRAUD,2026-03-21 22:46:58,R_IN_02
T00014866,C013400,M00484,3452.76,INR,Wallet,DECLINED_FRAUD,2026-04-24 03:23:14,R_IN_02
T00014867,C007744,M00680,26.58,SGD,Bank Transfer,SUCCESS,2026-03-17 11:53:34,R_SG_02
T00014868,C000565,M00222,1830.08,INR,Card,SUCCESS,2026-05-25 17:31:47,R_IN_01
T00014869,C007832,M00016,6686.74,INR,Bank Transfer,SUCCESS,2026-04-06 02:59:46,R_IN_02
T00014870,C000959,M00523,5388.79,INR,Bank Transfer,CANCELLED,2026-02-01 23:31:02,R_IN_01
T00014871,C014657,M00004,275.31,AED,Wallet,SUCCESS,2026-05-14 20:21:08,R_UAE_02
T00014872,C008584,M00575,3458.65,INR,Card,SUCCESS,2026-01-04 02:56:07,R_IN_01
T00014873,C007468,M00956,110.53,AED,Wallet,SUCCESS,2026-03-13 17:49:59,R_UAE_01
T00014874,C000143,M00242,6.5,SGD,Wallet,SUCCESS,2026-06-18 12:51:52,R_SG_01
T00014875,C010877,M00194,54.53,SGD,Wallet,SUCCESS,2026-01-27 17:34:33,R_SG_02
T00014876,C002519,M00148,106.85,AED,Card,CANCELLED,2026-04-20 01:03:48,R_UAE_01
T00014877,C008742,M00739,3815.19,INR,Wallet,SUCCESS,2026-06-03 10:29:55,R_IN_01
T00014878,C013963,M00123,73.39,SGD,Wallet,SUCCESS,2026-06-18 21:27:41,R_SG_01
T00014879,C008649,M00444,3953.04,INR,Card,SUCCESS,2026-04-29 01:46:11,R_IN_02
T00014880,C002613,M00144,27.8,SGD,Wallet,FAILED_TECHNICAL,2026-02-10 13:16:05,R_SG_01
T00014881,C012485,M00067,58.67,SGD,Bank Transfer,DECLINED_FRAUD,2026-06-23 10:39:42,R_SG_02
T00014882,C003604,M00759,59.53,SGD,Card,SUCCESS,2026-05-27 00:19:44,R_SG_02
T00014883,C012978,M00848,2128.09,INR,Wallet,SUCCESS,2026-04-01 15:10:30,R_IN_02
T00014884,C007509,M00842,3834.65,INR,Card,SUCCESS,2026-03-09 19:14:59,R_IN_02
T00014885,C012695,M00465,1589.4,INR,UPI,SUCCESS,2026-01-14 22:56:22,R_IN_01
T00014886,C006220,M00021,78.93,AED,Card,SUCCESS,2026-02-19 10:29:42,R_UAE_01
T00014887,C000574,M00938,2205.63,INR,Card,SUCCESS,2026-06-01 01:01:52,R_IN_02
T00014888,C008087,M00988,2919.98,INR,Card,SUCCESS,2026-01-30 06:04:23,R_IN_01
T00014889,C008389,M00462,1598.76,INR,Card,DECLINED_FRAUD,2026-02-05 07:42:52,R_IN_02
T00014890,C007451,M00320,2852.91,INR,Bank Transfer,SUCCESS,2026-02-20 22:10:26,R_IN_01
T00014891,C004697,M00635,48.53,SGD,Wallet,SUCCESS,2026-04-01 17:02:25,R_SG_01
T00014892,C008274,M00747,28.5,SGD,Card,SUCCESS,2026-02-18 14:03:03,R_SG_01
T00014893,C006269,M00209,38.46,AED,Wallet,SUCCESS,2026-06-18 04:58:12,R_UAE_01
T00014894,C001482,M00587,40.64,SGD,Card,SUCCESS,2026-03-05 01:09:20,R_SG_02
T00014895,C005024,M00821,49.57,SGD,Card,SUCCESS,2026-06-20 17:39:16,R_SG_01
T00014896,C008758,M00296,899.17,INR,UPI,SUCCESS,2026-06-29 06:50:37,R_IN_01
T00014897,C009251,M00533,1086.74,INR,Bank Transfer,SUCCESS,2026-05-28 02:25:04,R_IN_02
T00014898,C014258,M00240,26.5,SGD,Bank Transfer,SUCCESS,2026-01-03 03:46:58,R_SG_01
T00014899,C010588,M00239,1065.6,INR,UPI,SUCCESS,2026-03-01 07:01:26,R_IN_01
T00014900,C007099,M00009,32.32,SGD,Card,SUCCESS,2026-03-07 13:17:33,R_SG_01
T00014901,C007870,M00138,2221.44,INR,Wallet,SUCCESS,2026-04-26 17:02:52,R_IN_01
T00014902,C008366,M00271,1320.33,INR,Card,SUCCESS,2026-02-11 22:54:47,R_IN_02
T00014903,C005031,M00066,12.82,SGD,Card,SUCCESS,2026-01-22 03:27:11,R_SG_01
T00014904,C000774,M00301,56.62,AED,Bank Transfer,CANCELLED,2026-02-16 03:10:06,R_UAE_01
T00014905,C012013,M00164,492.06,INR,Wallet,SUCCESS,2026-03-19 06:08:40,R_IN_02
T00014906,C004885,M00715,72.8,SGD,Card,SUCCESS,2026-01-15 10:04:36,R_SG_01
T00014907,C013550,M00395,38.87,SGD,Card,SUCCESS,2026-02-20 21:06:59,R_SG_02
T00014908,C000133,M00088,501.62,AED,Card,SUCCESS,2026-02-14 05:26:43,R_UAE_02
T00014909,C013255,M00986,1180.34,INR,UPI,SUCCESS,2026-05-31 10:33:19,R_IN_01
T00014910,C002943,M00581,312.97,SGD,Card,SUCCESS,2026-02-14 15:40:14,R_SG_01
T00014911,C004641,M00133,940.75,INR,Card,SUCCESS,2026-06-03 07:28:52,R_IN_02
T00014912,C013974,M00549,23.02,SGD,Bank Transfer,SUCCESS,2026-04-20 19:42:14,R_SG_01
T00014913,C006205,M00188,2092.95,INR,UPI,CANCELLED,2026-05-29 18:03:00,R_IN_02
T00014914,C004208,M00781,93.79,AED,Bank Transfer,SUCCESS,2026-04-10 05:32:44,R_UAE_02
T00014915,C007490,M00383,85.42,AED,Card,SUCCESS,2026-06-18 22:21:34,R_UAE_02
T00014916,C005296,M00555,930.88,INR,UPI,SUCCESS,2026-03-09 22:55:14,R_IN_01
T00014917,C005442,M00666,3829.18,INR,Bank Transfer,SUCCESS,2026-05-30 00:54:16,R_IN_01
T00014918,C008809,M00217,1454.4,INR,Card,DECLINED_FRAUD,2026-02-13 04:07:47,R_IN_01
T00014919,C010620,M00715,4.13,SGD,Wallet,SUCCESS,2026-06-15 00:14:46,R_SG_02
T00014920,C005973,M00090,2681.65,INR,Bank Transfer,DECLINED_FRAUD,2026-01-09 16:13:18,R_IN_02
T00014921,C003883,M00348,44.4,SGD,Bank Transfer,SUCCESS,2026-04-12 21:39:03,R_SG_01
T00014922,C006597,M00195,78.86,AED,Card,SUCCESS,2026-04-05 06:46:07,R_UAE_01
T00014923,C005600,M00529,178.9,AED,Wallet,DECLINED_FRAUD,2026-05-09 16:04:24,R_UAE_02
T00014924,C008310,M00144,25.59,SGD,Bank Transfer,SUCCESS,2026-04-09 12:19:50,R_SG_01
T00014925,C006651,M00740,1017.79,INR,UPI,SUCCESS,2026-05-03 18:14:14,R_IN_02
T00014926,C003446,M00086,4063.26,INR,Wallet,SUCCESS,2026-06-12 10:53:01,R_IN_02
T00014927,C010036,M00713,474.26,INR,UPI,SUCCESS,2026-02-08 15:10:43,R_IN_01
T00014928,C013018,M00183,93.93,SGD,Card,SUCCESS,2026-03-02 02:48:16,R_SG_01
T00014929,C010587,M00419,4280.98,INR,Wallet,SUCCESS,2026-06-04 18:40:38,R_IN_01
T00014930,C012151,M00187,90.2,SGD,Bank Transfer,SUCCESS,2026-02-27 01:38:56,R_SG_02
T00014931,C014994,M00495,2941.96,INR,Wallet,SUCCESS,2026-06-18 05:09:51,R_IN_01
T00014932,C004472,M00998,118.29,AED,Card,SUCCESS,2026-04-26 17:09:59,R_UAE_02
T00014933,C013526,M00749,248.96,INR,UPI,SUCCESS,2026-01-24 22:10:03,R_IN_01
T00014934,C010744,M00975,1201.17,INR,UPI,SUCCESS,2026-01-07 11:29:30,R_IN_01
T00014935,C012800,M00774,21.33,SGD,Card,SUCCESS,2026-05-29 07:59:49,R_SG_02
T00014936,C005718,M00593,1064.93,INR,Card,DECLINED_FRAUD,2026-06-11 17:35:15,R_IN_01
T00014937,C003913,M00585,197.61,AED,Card,DECLINED_FRAUD,2026-03-01 21:01:28,R_UAE_02
T00014938,C002021,,7085.45,INR,Wallet,SUCCESS,2026-03-02 13:14:26,R_IN_02
T00014939,C014680,M00593,2404.76,INR,Wallet,CANCELLED,2026-06-25 05:12:34,R_IN_01
T00014940,C009752,M00282,2950.75,INR,UPI,SUCCESS,2026-05-14 09:48:16,R_IN_01
T00014941,C005183,M00134,166.42,AED,Card,SUCCESS,2026-02-14 05:54:15,R_UAE_01
T00014942,C004877,M00730,4541.37,INR,Card,FAILED_TECHNICAL,2026-04-10 04:36:08,R_IN_02
T00014943,C005277,M00859,1179.71,INR,UPI,SUCCESS,2026-06-19 06:36:28,R_IN_01
T00014944,C001561,M00210,693.33,INR,Card,SUCCESS,2026-05-08 05:42:15,R_IN_02
T00014945,C009695,M00285,45.3,SGD,Card,FAILED_TECHNICAL,2026-04-03 15:00:37,R_SG_01
T00014946,C012847,M00669,2596.56,INR,Card,SUCCESS,2026-02-10 08:34:02,R_IN_01
T00014947,C006274,M00734,39.85,SGD,Card,CANCELLED,2026-05-24 03:00:59,R_SG_02
T00014948,C002081,M00857,5465.37,INR,Card,SUCCESS,2026-03-09 00:16:51,R_IN_01
T00014949,C003656,M00976,40.26,SGD,Card,SUCCESS,2026-04-30 09:40:52,R_SG_02
T00014950,C010570,M00031,9.82,SGD,Card,SUCCESS,2026-05-05 12:49:42,R_SG_02
T00014951,C003956,M00332,31.86,AED,Card,SUCCESS,2026-04-28 02:18:15,R_UAE_02
T00014952,C001367,M00919,40.19,SGD,Card,SUCCESS,2026-03-03 08:44:29,R_SG_01
T00014953,C004200,M00908,9607.46,INR,Card,SUCCESS,2026-05-22 08:10:26,R_IN_02
T00014954,C000651,M00035,6458.53,INR,UPI,SUCCESS,2026-04-30 04:29:16,R_IN_01
T00014955,C001199,M00001,6.49,SGD,Bank Transfer,SUCCESS,2026-04-02 07:14:41,R_SG_02
T00014956,C006238,M00457,2763.42,INR,Wallet,SUCCESS,2026-01-16 03:54:48,R_IN_02
T00014957,C004451,M00979,1106.79,INR,UPI,SUCCESS,2026-03-20 14:19:31,R_IN_01
T00014958,C011961,M00512,159.88,AED,Wallet,SUCCESS,2026-03-24 23:03:44,R_UAE_01
T00014959,C008133,M00699,3738.51,INR,UPI,SUCCESS,2026-06-02 00:48:21,R_IN_01
T00014960,C008961,M00840,39.32,SGD,Wallet,SUCCESS,2026-04-21 14:24:10,R_SG_01
T00014961,C001550,M00179,5483.66,INR,UPI,SUCCESS,2026-06-22 17:20:40,R_IN_02
T00014962,C012151,M00059,57.34,SGD,Card,SUCCESS,2026-05-28 20:25:32,R_SG_02
T00014963,C003487,M00934,248.96,INR,UPI,SUCCESS,2026-04-25 14:39:58,R_IN_01
T00014964,C001893,M00911,9785.49,INR,UPI,SUCCESS,2026-02-14 04:12:23,R_IN_02
T00014965,C001015,M00867,20456.76,INR,Card,SUCCESS,2026-02-25 06:07:16,R_IN_01
T00014966,C002561,M00680,96.04,SGD,Wallet,SUCCESS,2026-02-12 18:17:53,R_SG_01
T00014967,C009949,M00136,1699.61,INR,Card,SUCCESS,2026-04-09 00:51:36,R_IN_01
T00014968,C000257,M00840,49.49,SGD,Card,SUCCESS,2026-05-24 03:15:30,R_SG_02
T00014969,C004375,M00764,68.4,SGD,Card,SUCCESS,2026-05-29 06:16:16,R_SG_01
T00014970,C009907,M00162,226.74,AED,Bank Transfer,SUCCESS,2026-01-27 17:41:16,R_UAE_01
T00014971,C008622,M00984,13.91,SGD,Card,SUCCESS,2026-04-18 21:46:55,R_SG_02
T00014972,C005821,M00724,83.77,AED,Card,SUCCESS,2026-04-16 20:12:24,R_UAE_02
T00014973,C013028,M00040,1168.64,INR,Card,SUCCESS,2026-04-08 09:47:25,R_IN_02
T00014974,C007908,M00731,86.97,AED,Card,SUCCESS,2026-03-14 17:54:56,R_UAE_02
T00014975,C002464,M00787,1861.48,INR,Card,SUCCESS,2026-04-15 15:20:26,R_IN_01
T00014976,C000604,M00434,95.38,SGD,Card,SUCCESS,2026-04-22 07:48:37,R_SG_01
T00014977,C004906,M00590,1475.77,INR,Bank Transfer,SUCCESS,2026-05-05 08:13:56,R_IN_01
T00014978,C009774,M00896,4589.23,INR,Bank Transfer,SUCCESS,2026-03-28 22:11:28,R_IN_01
T00014979,C014744,M00385,69.56,SGD,Wallet,SUCCESS,2026-06-23 13:48:37,R_SG_02
T00014980,C013918,M00875,1543.03,INR,Bank Transfer,SUCCESS,2026-03-21 23:19:11,R_IN_01
T00014981,C001103,M00464,754.32,INR,Card,SUCCESS,2026-06-17 03:15:56,R_IN_02
T00014982,C013888,M00632,4279.51,INR,UPI,SUCCESS,2026-06-04 21:47:26,R_IN_02
T00014983,C013001,M00967,7.51,SGD,Wallet,SUCCESS,2026-04-13 15:06:33,R_SG_01
T00014984,C013947,,2138.69,INR,Bank Transfer,SUCCESS,2026-04-18 03:57:51,R_IN_01
T00014985,C013166,M00170,4442.28,INR,Card,SUCCESS,2026-06-13 18:28:23,R_IN_01
T00014986,C008839,M00110,144.35,AED,Card,SUCCESS,2026-04-18 16:57:32,R_UAE_02
T00014987,C006405,M00552,1473.36,INR,UPI,SUCCESS,2026-05-17 14:49:27,R_IN_01
T00014988,C001332,,23.3,SGD,Card,DECLINED_FRAUD,2026-06-05 01:33:26,R_SG_02
T00014989,C013306,M00072,38.45,AED,Card,SUCCESS,2026-06-18 09:32:24,R_UAE_02
T00014990,C013667,M00521,1350.65,INR,Card,SUCCESS,2026-02-25 09:34:04,R_IN_01
T00014991,C003103,M00602,715.91,INR,Wallet,SUCCESS,2026-06-27 17:11:47,R_IN_02
T00014992,C009488,M00309,130.01,AED,Bank Transfer,SUCCESS,2026-06-26 04:52:55,R_UAE_02
T00014993,C007718,M00119,1933.48,INR,Card,SUCCESS,2026-03-13 08:32:57,R_IN_01
T00014994,C001473,M00577,3368.09,INR,Card,SUCCESS,2026-05-07 23:01:37,R_IN_01
T00014995,C013339,M00653,1124.08,INR,Card,SUCCESS,2026-01-14 07:20:12,R_IN_01
T00014996,C013553,M00643,305.45,INR,Card,SUCCESS,2026-02-14 07:30:18,R_IN_02
T00014997,C005448,M00926,2010.3,INR,Wallet,SUCCESS,2026-05-03 08:14:02,R_IN_01
T00014998,C008432,M00097,4157.09,INR,Card,CANCELLED,2026-05-13 08:46:00,R_IN_02
T00014999,C012294,M00745,21.66,SGD,Card,SUCCESS,2026-04-25 23:00:12,R_SG_01
T00015000,C008626,M00546,40.13,SGD,Bank Transfer,SUCCESS,2026-05-21 19:14:35,R_SG_01
T00015001,C006721,M00487,751.39,INR,Card,SUCCESS,2026-06-03 21:37:02,R_IN_02
T00015002,C004390,M00567,1806.7,INR,UPI,SUCCESS,2026-02-14 05:00:36,R_IN_01
T00015003,C008737,M00433,158.36,AED,Card,SUCCESS,2026-05-14 00:29:09,R_UAE_02
T00015004,C009787,M00056,1748.82,INR,UPI,SUCCESS,2026-04-29 21:38:55,R_IN_02
T00015005,C007766,M00387,3978.55,INR,UPI,SUCCESS,2026-02-02 02:33:27,R_IN_01
T00015006,C010373,M00952,892.09,INR,Card,SUCCESS,2026-02-27 03:16:54,R_IN_01
T00015007,C011272,M00354,3361.21,INR,Card,SUCCESS,2026-04-05 02:06:23,R_IN_01
T00015008,C009534,M00664,8.64,SGD,Card,SUCCESS,2026-06-13 16:54:45,R_SG_02
T00015009,C011912,M00080,221.58,AED,Wallet,FAILED_TECHNICAL,2026-02-25 20:21:15,R_UAE_01
T00015010,C002324,M00772,2277.65,INR,UPI,SUCCESS,2026-02-17 19:33:22,R_IN_01
T00015011,C007529,M00440,4.2,SGD,Wallet,SUCCESS,2026-05-23 08:27:09,R_SG_02
T00015012,C004943,M00342,145.49,AED,Card,SUCCESS,2026-06-27 05:40:26,R_UAE_01
T00015013,C009310,M00571,2952.1,INR,Bank Transfer,SUCCESS,2026-04-10 11:32:28,R_IN_02
T00015014,C014600,M00789,669.83,INR,Wallet,CANCELLED,2026-03-23 20:48:25,R_IN_01
T00015015,C010798,M00124,6563.4,INR,UPI,SUCCESS,2026-03-04 15:06:08,R_IN_01
T00015016,C012163,M00216,1788.44,INR,Card,SUCCESS,2026-01-15 06:44:36,R_IN_01
T00015017,C010084,M00534,11.65,SGD,Bank Transfer,SUCCESS,2026-02-16 16:29:11,R_SG_01
T00015018,C012393,M00731,53.1,AED,Card,DECLINED_FRAUD,2026-01-27 18:45:01,R_UAE_01
T00015019,C004559,M00960,67.5,SGD,Card,SUCCESS,2026-04-18 21:31:01,R_SG_01
T00015020,C006787,M00330,10.84,SGD,Bank Transfer,CANCELLED,2026-06-28 03:22:44,R_SG_02
T00015021,C014658,M00291,28.83,SGD,Wallet,SUCCESS,2026-06-02 14:31:49,R_SG_01
T00015022,C005775,M00003,427.22,AED,Card,SUCCESS,2026-05-05 17:24:40,R_UAE_02
T00015023,C005507,M00734,23.78,SGD,Card,SUCCESS,2026-04-17 18:52:17,R_SG_01
T00015024,C013529,M00023,5389.36,INR,UPI,SUCCESS,2026-05-08 09:51:29,R_IN_02
T00015025,C010588,M00554,8057.74,INR,Wallet,SUCCESS,2026-03-28 06:45:04,R_IN_02
T00015026,C002051,M00035,2021.02,INR,Card,SUCCESS,2026-02-16 16:09:12,R_IN_01
T00015027,C008098,M00191,36.54,SGD,Bank Transfer,SUCCESS,2026-05-03 21:28:24,R_SG_02
T00015028,C002713,M00525,19.99,AED,Card,SUCCESS,2026-04-24 11:32:30,R_UAE_02
T00015029,C010098,M00568,225.48,AED,Bank Transfer,SUCCESS,2026-06-23 00:52:55,R_UAE_02
T00015030,C000098,M00299,3241.35,INR,Card,CANCELLED,2026-05-13 16:46:42,R_IN_02
T00015031,C002203,M00999,3228.19,INR,Card,SUCCESS,2026-05-31 01:32:30,R_IN_02
T00015032,C005958,M00391,90.6,AED,Card,SUCCESS,2026-01-26 20:22:34,R_UAE_01
T00015033,C008874,M00874,2389.23,INR,Card,SUCCESS,2026-05-29 23:52:35,R_IN_01
T00015034,C003393,M00140,4523.59,INR,Card,SUCCESS,2026-06-28 17:54:15,R_IN_01
T00015035,C012111,M00648,114.13,AED,Wallet,SUCCESS,2026-05-14 07:10:02,R_UAE_02
T00015036,C000612,M00357,23.01,SGD,Card,DECLINED_FRAUD,2026-05-26 10:56:28,R_SG_01
T00015037,C008354,M00703,711.29,INR,UPI,SUCCESS,2026-06-28 01:26:11,R_IN_02
T00015038,C011705,M00872,3826.61,INR,Card,SUCCESS,2026-03-31 19:14:38,R_IN_01
T00015039,C006266,M00759,20.36,SGD,Card,SUCCESS,2026-06-07 03:23:04,R_SG_02
T00015040,C001469,M00129,16.37,SGD,Bank Transfer,SUCCESS,2026-04-01 02:10:41,R_SG_02
T00015041,C009848,M00441,1297.61,INR,UPI,DECLINED_FRAUD,2026-04-06 05:25:30,R_IN_01
T00015042,C006914,M00435,1737.6,INR,Card,SUCCESS,2026-05-14 03:08:10,R_IN_01
T00015043,C003153,M00948,2381.9,INR,UPI,SUCCESS,2026-03-05 15:09:52,R_IN_02
T00015044,C004256,M00418,2081.6,INR,UPI,SUCCESS,2026-06-30 19:13:13,R_IN_02
T00015045,C004486,M00167,1689.04,INR,Card,SUCCESS,2026-03-19 04:52:53,R_IN_01
T00015046,C005908,M00070,29.85,SGD,Card,SUCCESS,2026-02-03 21:04:53,R_SG_01
T00015047,C004145,M00957,3835.91,INR,Wallet,SUCCESS,2026-03-18 17:16:25,R_IN_01
T00015048,C001334,M00525,387.02,AED,Wallet,SUCCESS,2026-06-11 12:23:29,R_UAE_01
T00015049,C010937,M00925,1020.75,INR,Card,SUCCESS,2026-03-16 07:22:40,R_IN_02
T00015050,C002984,M00959,1266.05,INR,Wallet,SUCCESS,2026-05-07 07:32:09,R_IN_02
T00015051,C011906,M00929,17.6,SGD,Card,SUCCESS,2026-06-22 21:00:23,R_SG_02
T00015052,C010224,M00527,43.46,SGD,Card,SUCCESS,2026-03-06 12:11:31,R_SG_01
T00015053,C001552,M00184,3870.22,INR,Card,SUCCESS,2026-02-05 16:43:15,R_IN_01
T00015054,C012115,M00697,950.79,AED,Bank Transfer,SUCCESS,2026-01-27 04:07:48,R_UAE_02
T00015055,C013336,M00840,45.71,SGD,Bank Transfer,SUCCESS,2026-04-09 08:08:22,R_SG_02
T00015056,C007501,M00073,5357.07,INR,UPI,SUCCESS,2026-01-29 04:41:10,R_IN_01
T00015057,C000074,M00958,2480.16,INR,Card,SUCCESS,2026-04-11 19:54:44,R_IN_02
T00015058,C014475,M00899,6694.71,INR,Card,SUCCESS,2026-06-12 15:05:51,R_IN_01
T00015059,C012181,M00741,54.54,AED,Card,SUCCESS,2026-06-01 19:29:57,R_UAE_01
T00015060,C004862,M00407,56.41,AED,Card,SUCCESS,2026-05-02 17:23:23,R_UAE_02
T00015061,C010526,M00454,4187.66,INR,Card,SUCCESS,2026-06-11 00:17:38,R_IN_01
T00015062,C009652,M00567,2277.27,INR,UPI,SUCCESS,2026-01-28 19:04:34,R_IN_02
T00015063,C012800,M00927,64.86,SGD,Card,SUCCESS,2026-05-07 20:20:35,R_SG_02
T00015064,C009115,M00086,3274.25,INR,Card,SUCCESS,2026-02-01 05:31:52,R_IN_02
T00015065,C008659,M00718,236.09,SGD,Card,SUCCESS,2026-04-16 10:08:58,R_SG_02
T00015066,C001119,M00211,2555.9,INR,UPI,SUCCESS,2026-04-13 18:08:16,R_IN_02
T00015067,C001733,M00659,3138.48,INR,Card,CANCELLED,2026-03-07 11:21:03,R_IN_02
T00015068,C004820,M00253,27.93,SGD,Wallet,SUCCESS,2026-06-08 17:05:31,R_SG_02
T00015069,C000136,M00604,1318.11,INR,UPI,SUCCESS,2026-02-27 19:56:21,R_IN_02
T00015070,C000652,M00554,13322.36,INR,Card,SUCCESS,2026-04-27 23:09:02,R_IN_01
T00015071,C010006,M00740,1258.45,INR,Card,SUCCESS,2026-04-16 19:41:41,R_IN_01
T00015072,C014385,M00294,2430.02,INR,UPI,SUCCESS,2026-04-07 22:07:06,R_IN_02
T00015073,C001479,M00687,7353.9,INR,Card,SUCCESS,2026-01-10 17:40:05,R_IN_01
T00015074,C003094,M00807,2046.29,INR,UPI,SUCCESS,2026-05-20 15:00:56,R_IN_01
T00015075,C002179,M00639,12.91,SGD,Card,DECLINED_FRAUD,2026-01-04 22:11:03,R_SG_01
T00015076,C008650,M00056,6417.61,INR,Card,SUCCESS,2026-06-07 21:21:58,R_IN_02
T00015077,C013624,M00892,2553.42,INR,UPI,SUCCESS,2026-03-07 07:42:21,R_IN_01
T00015078,C010310,M00219,28.83,SGD,Card,SUCCESS,2026-02-02 00:25:29,R_SG_02
T00015079,C007326,M00796,1340.07,INR,Wallet,SUCCESS,2026-04-05 21:10:25,R_IN_02
T00015080,C014228,M00382,88.79,SGD,Wallet,CANCELLED,2026-04-29 16:50:42,R_SG_02
T00015081,C008678,M00298,5522.8,INR,UPI,SUCCESS,2026-03-16 04:25:44,R_IN_02
T00015082,C009661,M00559,39.31,SGD,Card,SUCCESS,2026-02-03 20:12:32,R_SG_01
T00015083,C005242,M00347,13.15,SGD,Card,SUCCESS,2026-01-06 16:02:49,R_SG_01
T00015084,C004055,M00878,3356.62,INR,UPI,FAILED_TECHNICAL,2026-05-21 03:21:49,R_IN_01
T00015085,C004292,M00162,57.08,AED,Card,SUCCESS,2026-06-16 22:16:31,R_UAE_01
T00015086,C000900,M00816,958.67,INR,UPI,SUCCESS,2026-01-28 19:38:40,R_IN_02
T00015087,C004617,M00471,110.81,SGD,Card,SUCCESS,2026-02-27 04:15:52,R_SG_01
T00015088,C007870,M00944,851.31,INR,Card,SUCCESS,2026-01-07 19:24:33,R_IN_01
T00015089,C014088,M00931,675.68,INR,UPI,SUCCESS,2026-06-15 12:53:00,R_IN_02
T00015090,C004648,M00771,245.23,AED,Bank Transfer,SUCCESS,2026-04-09 05:32:22,R_UAE_01
T00015091,C012633,M00028,48.96,AED,Card,SUCCESS,2026-06-21 19:07:50,R_UAE_01
T00015092,C000032,M00808,0.0,AED,Card,SUCCESS,2026-04-13 07:10:38,R_UAE_01
T00015093,C013044,M00770,35.01,SGD,Bank Transfer,SUCCESS,2026-06-12 22:02:35,R_SG_02
