transaction_id,rule_id,decision,risk_score,model_version
T00016528,new_device,APPROVE,0.482,v1.8
T00016529,amount_spike,APPROVE,0.4403,v1.8
T00016530,none,APPROVE,0.1823,v1.8
T00016531,amount_spike,APPROVE,0.7019,v2.0
T00016532,amount_spike,APPROVE,0.3707,v1.8
T00016533,watchlist,DECLINE,0.5632,v2.0
T00016534,geo_mismatch,APPROVE,0.0,v2.0
T00016535,velocity,APPROVE,0.3739,v2.0
T00016536,geo_mismatch,APPROVE,0.3155,v1.8
T00016537,amount_spike,APPROVE,0.095,v1.8
T00016538,amount_spike,APPROVE,0.1696,v2.0
T00016539,amount_spike,DECLINE,1.0,v2.0
T00016540,none,DECLINE,0.1465,v2.0
T00016541,geo_mismatch,APPROVE,0.0519,v1.8
T00016542,amount_spike,APPROVE,0.4686,v1.8
T00016543,none,APPROVE,0.0472,v2.0
T00016544,velocity,APPROVE,0.2613,v1.8
T00016545,new_device,APPROVE,0.3617,v1.8
T00016546,amount_spike,APPROVE,0.7957,v2.0
T00016547,amount_spike,APPROVE,0.1015,v2.0
T00016548,new_device,APPROVE,0.1814,v1.8
T00016549,watchlist,APPROVE,0.5742,v1.8
T00016550,geo_mismatch,APPROVE,0.4087,v1.8
T00016551,none,APPROVE,0.8757,v1.8
T00016552,amount_spike,APPROVE,0.3754,v2.0
T00016553,new_device,APPROVE,0.5761,v2.0
T00016554,none,APPROVE,0.1971,v1.8
T00016555,geo_mismatch,APPROVE,0.4599,v2.0
T00016556,none,APPROVE,0.0,v1.8
T00016557,new_device,APPROVE,0.811,v2.0
T00016558,none,APPROVE,0.4907,v1.8
T00016559,velocity,APPROVE,0.2676,v1.8
T00016560,none,APPROVE,0.3534,v1.8
T00016561,velocity,APPROVE,0.3579,v1.8
T00016562,watchlist,APPROVE,0.1483,v1.8
T00016563,velocity,APPROVE,0.3393,v2.0
T00016564,velocity,APPROVE,0.1088,v1.8
T00016565,velocity,APPROVE,0.0,v2.0
T00016566,geo_mismatch,APPROVE,0.4618,v2.0
T00016567,watchlist,APPROVE,0.504,v2.0
T00016568,none,APPROVE,0.1512,v1.8
T00016569,new_device,APPROVE,0.5764,v1.8
T00016570,watchlist,APPROVE,0.4055,v2.0
T00016571,none,APPROVE,0.1737,v2.0
T00016572,geo_mismatch,APPROVE,0.0327,v2.0
T00016573,amount_spike,APPROVE,0.7057,v1.8
T00016574,velocity,APPROVE,0.4085,v1.8
T00016575,watchlist,APPROVE,0.355,v2.0
T00016576,none,APPROVE,0.6521,v1.8
T00016577,velocity,APPROVE,0.3954,v2.0
T00016578,new_device,APPROVE,0.452,v2.0
T00016579,geo_mismatch,APPROVE,0.4103,v2.0
T00016580,amount_spike,APPROVE,0.2625,v2.0
T00016581,new_device,APPROVE,0.3204,v2.0
T00016582,amount_spike,APPROVE,0.7684,v2.0
T00016583,new_device,APPROVE,0.0206,v2.0
T00016584,amount_spike,APPROVE,0.7083,v1.8
T00016585,velocity,APPROVE,0.5788,v2.0
T00016586,watchlist,APPROVE,0.2241,v2.0
T00016587,new_device,APPROVE,0.333,v2.0
T00016588,velocity,APPROVE,0.2345,v2.0
T00016589,geo_mismatch,APPROVE,0.2243,v1.8
T00016590,new_device,APPROVE,0.6314,v1.8
T00016591,geo_mismatch,APPROVE,0.4355,v2.0
T00016592,velocity,APPROVE,0.5039,v2.0
T00016593,none,APPROVE,0.4773,v2.0
T00016595,amount_spike,APPROVE,0.4448,v2.0
T00016596,none,REVIEW,0.8226,v2.0
T00016597,new_device,APPROVE,0.5183,v2.0
T00016598,amount_spike,DECLINE,0.0,v1.8
T00016599,velocity,APPROVE,0.6387,v2.0
T00016600,velocity,APPROVE,0.0,v2.0
T00016601,new_device,APPROVE,0.415,v1.8
T00016602,watchlist,DECLINE,0.1571,v2.0
T00016603,none,APPROVE,0.6702,v1.8
T00016604,none,APPROVE,0.7424,v2.0
T00016605,none,APPROVE,0.7153,v2.0
T00016606,amount_spike,APPROVE,0.433,v1.8
T00016607,velocity,APPROVE,0.1857,v2.0
T00016608,none,APPROVE,0.6666,v1.8
T00016609,geo_mismatch,APPROVE,0.4368,v1.8
T00016610,new_device,APPROVE,0.6656,v2.0
T00016611,amount_spike,APPROVE,0.7803,v2.0
T00016612,none,APPROVE,0.2972,v1.8
T00016613,new_device,APPROVE,0.1132,v2.0
T00016614,new_device,APPROVE,0.3966,v2.0
T00016615,velocity,APPROVE,0.4951,v2.0
T00016616,geo_mismatch,APPROVE,0.0,v2.0
T00016617,geo_mismatch,APPROVE,0.494,v2.0
T00016618,none,REVIEW,0.8405,v2.0
T00016619,none,APPROVE,0.6631,v2.0
T00016620,amount_spike,APPROVE,0.3258,v2.0
T00016621,amount_spike,APPROVE,0.6705,v2.0
T00016622,geo_mismatch,APPROVE,0.1945,v1.8
T00016623,geo_mismatch,APPROVE,0.5251,v1.8
T00016624,none,APPROVE,0.263,v1.8
T00016625,new_device,APPROVE,0.5583,v2.0
T00016626,geo_mismatch,APPROVE,0.4913,v1.8
T00016627,none,APPROVE,0.151,v2.0
T00016628,amount_spike,APPROVE,0.0,v2.0
T00016629,velocity,APPROVE,0.2913,v2.0
T00016630,watchlist,APPROVE,0.4186,v2.0
T00016631,new_device,APPROVE,0.3674,v1.8
T00016632,new_device,DECLINE,0.5109,v2.0
T00016633,new_device,APPROVE,0.5759,v1.8
T00016634,new_device,APPROVE,0.3976,v2.0
T00016636,velocity,APPROVE,0.3404,v2.0
T00016637,none,DECLINE,0.7249,v1.8
T00016638,watchlist,APPROVE,0.2974,v1.8
T00016639,velocity,APPROVE,0.5641,v2.0
T00016640,velocity,APPROVE,0.0974,v1.8
T00016641,none,APPROVE,0.2092,v2.0
T00016642,new_device,APPROVE,0.4528,v1.8
T00016643,velocity,APPROVE,0.268,v2.0
T00016644,none,APPROVE,0.3558,v2.0
T00016645,velocity,APPROVE,0.0573,v2.0
T00016646,none,APPROVE,0.54,v2.0
T00016647,amount_spike,APPROVE,0.2916,v2.0
T00016648,new_device,APPROVE,0.3645,v2.0
T00016649,geo_mismatch,APPROVE,0.6243,v1.8
T00016650,amount_spike,APPROVE,0.1345,v1.8
T00016651,new_device,APPROVE,0.477,v2.0
T00016652,none,APPROVE,0.3499,v2.0
T00016653,geo_mismatch,APPROVE,0.3153,v2.0
T00016654,velocity,APPROVE,0.0652,v2.0
T00016655,velocity,APPROVE,0.33,v2.0
T00016656,geo_mismatch,APPROVE,0.2738,v1.8
T00016657,velocity,APPROVE,0.9337,v2.0
T00016658,none,APPROVE,0.4366,v1.8
T00016659,new_device,APPROVE,0.9042,v1.8
T00016660,none,APPROVE,0.3752,v1.8
T00016661,watchlist,APPROVE,0.6233,v1.8
T00016662,new_device,APPROVE,0.2436,v2.0
T00016663,amount_spike,DECLINE,0.1619,v1.8
T00016664,watchlist,APPROVE,0.452,v1.8
T00016665,velocity,APPROVE,0.3577,v1.8
T00016666,new_device,APPROVE,0.2843,v2.0
T00016667,geo_mismatch,APPROVE,0.5623,v1.8
T00016668,velocity,APPROVE,0.2543,v1.8
T00016669,new_device,APPROVE,0.3459,v2.0
T00016670,none,APPROVE,0.1126,v1.8
T00016671,velocity,APPROVE,0.5181,v2.0
T00016672,geo_mismatch,APPROVE,0.6403,v2.0
T00016673,velocity,APPROVE,0.3542,v2.0
T00016674,none,APPROVE,0.5809,v1.8
T00016675,watchlist,APPROVE,0.5842,v2.0
T00016676,new_device,APPROVE,0.469,v1.8
T00016677,new_device,APPROVE,0.2656,v2.0
T00016678,none,APPROVE,0.4562,v1.8
T00016679,new_device,DECLINE,0.3932,v1.8
T00016680,none,APPROVE,0.0674,v2.0
T00016681,none,APPROVE,0.7072,v2.0
T00016682,amount_spike,APPROVE,0.661,v2.0
T00016683,velocity,APPROVE,0.0,v1.8
T00016684,geo_mismatch,DECLINE,0.8054,v2.0
T00016685,velocity,APPROVE,0.1078,v1.8
T00016687,new_device,APPROVE,0.1623,v2.0
T00016688,new_device,APPROVE,0.383,v1.8
T00016689,velocity,APPROVE,0.4863,v1.8
T00016690,geo_mismatch,APPROVE,0.3734,v2.0
T00016691,velocity,APPROVE,0.3936,v1.8
T00016692,none,APPROVE,0.4811,v2.0
T00016694,velocity,APPROVE,0.2864,v2.0
T00016695,geo_mismatch,APPROVE,0.0712,v1.8
T00016696,geo_mismatch,APPROVE,0.4282,v2.0
T00016697,velocity,APPROVE,0.6536,v1.8
T00016698,none,APPROVE,0.0509,v2.0
T00016699,geo_mismatch,APPROVE,0.3295,v1.8
T00016700,geo_mismatch,APPROVE,0.7881,v2.0
T00016701,velocity,DECLINE,0.855,v2.0
T00016702,velocity,APPROVE,0.17,v2.0
T00016703,watchlist,APPROVE,0.2862,v2.0
T00016704,new_device,APPROVE,0.8044,v1.8
T00016705,geo_mismatch,APPROVE,0.2105,v1.8
T00016706,geo_mismatch,APPROVE,0.4325,v1.8
T00016707,velocity,APPROVE,0.0558,v1.8
T00016708,velocity,APPROVE,0.4933,v2.0
T00016709,new_device,APPROVE,0.457,v2.0
T00016710,none,APPROVE,0.2813,v2.0
T00016711,geo_mismatch,APPROVE,0.7264,v2.0
T00016712,velocity,APPROVE,0.1858,v2.0
T00016713,new_device,APPROVE,0.7506,v2.0
T00016714,amount_spike,APPROVE,0.2994,v2.0
T00016715,geo_mismatch,APPROVE,0.5192,v2.0
T00016716,velocity,APPROVE,0.3993,v2.0
T00016717,velocity,APPROVE,0.0,v2.0
T00016718,velocity,APPROVE,0.6374,v2.0
T00016719,new_device,APPROVE,0.4285,v2.0
T00016720,velocity,APPROVE,0.2446,v2.0
T00016721,amount_spike,APPROVE,0.6776,v1.8
T00016722,geo_mismatch,APPROVE,0.4428,v2.0
T00016723,amount_spike,APPROVE,0.0,v1.8
T00016724,watchlist,APPROVE,0.2925,v2.0
T00016725,amount_spike,APPROVE,0.1853,v2.0
T00016726,new_device,REVIEW,1.0,v2.0
T00016727,new_device,APPROVE,0.3267,v2.0
T00016728,velocity,APPROVE,0.4016,v2.0
T00016729,geo_mismatch,APPROVE,0.3703,v2.0
T00016730,new_device,APPROVE,0.3872,v2.0
T00016731,none,APPROVE,0.0,v2.0
T00016732,watchlist,APPROVE,0.5629,v1.8
T00016733,new_device,APPROVE,0.2217,v1.8
T00016734,none,APPROVE,0.7336,v1.8
T00016735,new_device,APPROVE,0.31,v2.0
T00016736,new_device,APPROVE,0.4543,v2.0
T00016738,amount_spike,APPROVE,0.1657,v2.0
T00016739,none,APPROVE,0.1659,v1.8
T00016740,none,APPROVE,0.0132,v2.0
T00016741,amount_spike,APPROVE,0.2376,v1.8
T00016742,velocity,DECLINE,0.5717,v2.0
T00016743,amount_spike,APPROVE,0.1839,v2.0
T00016744,velocity,APPROVE,0.3439,v2.0
T00016745,geo_mismatch,APPROVE,0.1552,v1.8
T00016746,new_device,APPROVE,0.5642,v1.8
T00016747,new_device,APPROVE,0.0,v2.0
T00016748,amount_spike,APPROVE,0.3473,v1.8
T00016749,geo_mismatch,APPROVE,0.5388,v1.8
T00016750,new_device,APPROVE,0.8484,v2.0
T00016751,geo_mismatch,APPROVE,0.3392,v2.0
T00016752,none,APPROVE,0.0802,v2.0
T00016753,new_device,APPROVE,0.4917,v2.0
T00016754,new_device,APPROVE,0.1862,v2.0
T00016755,none,APPROVE,0.0672,v2.0
T00016756,amount_spike,APPROVE,0.642,v1.8
T00016757,none,APPROVE,0.3824,v2.0
T00016758,velocity,APPROVE,0.3744,v2.0
T00016759,velocity,APPROVE,0.0,v1.8
T00016760,amount_spike,APPROVE,0.4841,v2.0
T00016761,none,DECLINE,0.5584,v2.0
T00016762,none,APPROVE,0.3097,v2.0
T00016763,amount_spike,APPROVE,0.2847,v1.8
T00016764,none,APPROVE,0.2669,v2.0
T00016765,amount_spike,APPROVE,0.4413,v2.0
T00016766,amount_spike,DECLINE,0.5596,v1.8
T00016767,none,DECLINE,0.3719,v1.8
T00016768,geo_mismatch,APPROVE,0.2813,v2.0
T00016769,none,APPROVE,0.3684,v1.8
T00016770,none,APPROVE,0.4406,v1.8
T00016772,none,APPROVE,0.3764,v1.8
T00016773,watchlist,APPROVE,0.6159,v1.8
T00016774,velocity,APPROVE,0.7098,v1.8
T00016775,new_device,APPROVE,0.1004,v2.0
T00016776,new_device,APPROVE,0.4428,v2.0
T00016777,geo_mismatch,APPROVE,0.3679,v1.8
T00016778,velocity,APPROVE,0.4232,v2.0
T00016779,velocity,APPROVE,0.439,v1.8
T00016780,velocity,DECLINE,0.5295,v2.0
T00016781,amount_spike,APPROVE,0.0,v1.8
T00016782,none,APPROVE,0.3894,v1.8
T00016784,none,APPROVE,0.5983,v2.0
T00016785,geo_mismatch,APPROVE,0.1687,v2.0
T00016786,velocity,APPROVE,0.1828,v1.8
T00016787,geo_mismatch,APPROVE,0.2584,v2.0
T00016788,watchlist,APPROVE,0.1277,v2.0
T00016789,amount_spike,APPROVE,0.0,v1.8
T00016790,none,APPROVE,0.1431,v1.8
T00016791,watchlist,APPROVE,0.4447,v2.0
T00016792,geo_mismatch,APPROVE,0.3369,v2.0
T00016793,none,APPROVE,0.3909,v1.8
T00016794,velocity,APPROVE,0.5281,v2.0
T00016795,new_device,APPROVE,0.4945,v2.0
T00016796,velocity,APPROVE,0.3424,v1.8
T00016797,new_device,REVIEW,0.9095,v1.8
T00016798,amount_spike,APPROVE,0.3024,v2.0
T00016799,none,APPROVE,0.1427,v2.0
T00016800,new_device,APPROVE,0.5684,v1.8
T00016801,none,APPROVE,0.2855,v1.8
T00016802,none,APPROVE,0.1908,v2.0
T00016803,new_device,APPROVE,0.1558,v2.0
T00016804,none,APPROVE,0.3766,v1.8
T00016805,none,APPROVE,0.5501,v1.8
T00016806,none,APPROVE,0.2142,v1.8
T00016807,velocity,APPROVE,0.5862,v2.0
T00016808,geo_mismatch,APPROVE,0.6088,v2.0
T00016809,geo_mismatch,DECLINE,0.0635,v2.0
T00016810,velocity,APPROVE,0.0,v1.8
T00016811,none,APPROVE,-0.18,v1.8
T00016812,amount_spike,APPROVE,0.2449,v2.0
T00016813,amount_spike,DECLINE,0.5364,v2.0
T00016814,new_device,APPROVE,0.6527,v2.0
T00016815,new_device,APPROVE,0.651,v1.8
T00016816,amount_spike,APPROVE,0.2224,v2.0
T00016817,new_device,APPROVE,0.6012,v2.0
T00016818,new_device,APPROVE,0.5917,v1.8
T00016819,geo_mismatch,APPROVE,0.2601,v2.0
T00016820,velocity,APPROVE,0.2923,v2.0
T00016821,none,APPROVE,0.7739,v1.8
T00016822,new_device,APPROVE,0.2928,v2.0
T00016823,watchlist,APPROVE,0.6486,v1.8
T00016824,amount_spike,DECLINE,0.3416,v2.0
T00016826,watchlist,APPROVE,0.5016,v2.0
T00016827,none,APPROVE,0.7664,v1.8
T00016828,none,APPROVE,0.3923,v1.8
T00016829,geo_mismatch,APPROVE,0.2004,v2.0
T00016830,geo_mismatch,APPROVE,0.4528,v2.0
T00016831,none,APPROVE,0.4951,v1.8
T00016832,velocity,DECLINE,0.4563,v2.0
T00016833,geo_mismatch,APPROVE,0.6989,v1.8
T00016834,watchlist,APPROVE,0.4359,v1.8
T00016835,amount_spike,APPROVE,0.2041,v2.0
T00016836,none,APPROVE,0.6547,v1.8
T00016837,new_device,APPROVE,0.0,v1.8
T00016838,geo_mismatch,APPROVE,0.4041,v2.0
T00016839,none,APPROVE,0.466,v2.0
T00016840,none,APPROVE,0.0883,v2.0
T00016841,velocity,APPROVE,0.0,v2.0
T00016842,velocity,APPROVE,0.1835,v2.0
T00016843,new_device,APPROVE,0.1048,v2.0
T00016844,none,APPROVE,0.0,v1.8
T00016845,geo_mismatch,APPROVE,0.3697,v2.0
T00016846,geo_mismatch,APPROVE,0.3065,v2.0
T00016847,geo_mismatch,APPROVE,0.1416,v1.8
T00016848,none,APPROVE,0.1383,v1.8
T00016849,new_device,APPROVE,0.0999,v2.0
T00016850,new_device,APPROVE,0.2976,v1.8
T00016851,watchlist,APPROVE,0.4165,v2.0
T00016852,amount_spike,APPROVE,0.3761,v2.0
T00016853,none,APPROVE,0.3196,v1.8
T00016854,velocity,APPROVE,0.497,v2.0
T00016855,velocity,APPROVE,0.277,v2.0
T00016856,none,APPROVE,0.0,v1.8
T00016857,new_device,APPROVE,0.4888,v1.8
T00016858,none,APPROVE,0.0442,v1.8
T00016859,velocity,APPROVE,0.2222,v1.8
T00016860,watchlist,APPROVE,0.2997,v2.0
T00016861,none,APPROVE,0.6933,v2.0
T00016862,new_device,APPROVE,0.5122,v2.0
T00016863,new_device,DECLINE,0.6898,v1.8
T00016864,new_device,APPROVE,0.4434,v1.8
T00016865,velocity,APPROVE,0.1202,v2.0
T00016866,none,APPROVE,0.1521,v2.0
T00016867,geo_mismatch,APPROVE,0.47,v1.8
T00016868,amount_spike,APPROVE,0.2616,v1.8
T00016869,geo_mismatch,APPROVE,0.329,v2.0
T00016870,none,APPROVE,0.4615,v1.8
T00016871,amount_spike,APPROVE,0.1581,v2.0
T00016872,watchlist,APPROVE,1.35,v1.8
T00016873,new_device,APPROVE,0.193,v1.8
T00016874,new_device,APPROVE,0.4251,v1.8
T00016875,geo_mismatch,REVIEW,0.8644,v2.0
T00016876,velocity,APPROVE,0.5652,v2.0
T00016877,new_device,APPROVE,0.2627,v1.8
T00016878,new_device,APPROVE,0.7142,v1.8
T00016879,new_device,DECLINE,0.2641,v1.8
T00016880,velocity,APPROVE,0.5001,v1.8
T00016881,amount_spike,APPROVE,0.426,v1.8
T00016882,watchlist,APPROVE,0.1315,v1.8
T00016883,none,APPROVE,0.2439,v1.8
T00016884,velocity,APPROVE,0.4257,v2.0
T00016885,velocity,APPROVE,0.9208,v2.0
T00016886,geo_mismatch,APPROVE,0.5589,v1.8
T00016887,amount_spike,APPROVE,0.275,v1.8
T00016888,none,APPROVE,0.7367,v1.8
T00016889,velocity,APPROVE,0.6585,v1.8
T00016890,geo_mismatch,APPROVE,0.7001,v2.0
T00016891,none,APPROVE,0.7607,v1.8
T00016892,geo_mismatch,APPROVE,0.7204,v1.8
T00016893,geo_mismatch,APPROVE,0.6351,v2.0
T00016894,watchlist,APPROVE,0.3426,v2.0
T00016895,new_device,APPROVE,0.193,v2.0
T00016896,new_device,APPROVE,0.3851,v2.0
T00016897,new_device,APPROVE,0.1862,v1.8
T00016898,amount_spike,APPROVE,0.2789,v1.8
T00016899,none,APPROVE,0.4533,v1.8
T00016900,none,APPROVE,0.3829,v2.0
T00016901,none,APPROVE,0.3148,v2.0
T00016903,amount_spike,APPROVE,0.3643,v1.8
T00016904,velocity,APPROVE,0.3705,v1.8
T00016905,velocity,APPROVE,0.3642,v2.0
T00016906,none,APPROVE,0.0,v2.0
T00016907,none,APPROVE,0.6904,v2.0
T00016908,new_device,DECLINE,0.6651,v1.8
T00016909,velocity,APPROVE,0.0308,v2.0
T00016910,none,APPROVE,0.2898,v1.8
T00016911,geo_mismatch,APPROVE,0.6095,v2.0
T00016912,amount_spike,APPROVE,0.0538,v2.0
T00016913,none,APPROVE,0.2199,v2.0
T00016914,velocity,APPROVE,0.4175,v1.8
T00016915,amount_spike,APPROVE,0.0875,v1.8
T00016916,new_device,APPROVE,0.4026,v1.8
T00016917,velocity,APPROVE,0.475,v2.0
T00016918,geo_mismatch,APPROVE,0.1284,v1.8
T00016919,velocity,APPROVE,0.3986,v1.8
T00016920,new_device,APPROVE,0.1069,v2.0
T00016921,new_device,DECLINE,0.1996,v2.0
T00016922,none,APPROVE,0.1523,v1.8
T00016923,new_device,APPROVE,0.7373,v1.8
T00016924,velocity,APPROVE,0.7962,v1.8
T00016925,amount_spike,APPROVE,0.2166,v2.0
T00016926,velocity,APPROVE,0.0,v2.0
T00016927,new_device,APPROVE,0.1146,v1.8
T00016928,velocity,APPROVE,0.0,v1.8
T00016929,velocity,APPROVE,0.4078,v1.8
T00016930,none,APPROVE,0.4797,v1.8
T00016932,new_device,APPROVE,0.3248,v1.8
T00016933,amount_spike,APPROVE,0.4247,v2.0
T00016934,new_device,APPROVE,0.2931,v2.0
T00016935,velocity,APPROVE,0.3093,v2.0
T00016936,none,APPROVE,0.0,v1.8
T00016937,amount_spike,APPROVE,0.2072,v2.0
T00016938,none,APPROVE,0.1567,v2.0
T00016939,none,APPROVE,0.9493,v1.8
T00016940,none,APPROVE,0.363,v2.0
T00016941,geo_mismatch,APPROVE,0.1877,v1.8
T00016942,velocity,APPROVE,0.4046,v1.8
T00016943,velocity,APPROVE,0.1413,v2.0
T00016944,new_device,APPROVE,0.5095,v2.0
T00016945,velocity,APPROVE,0.2875,v1.8
T00016946,geo_mismatch,APPROVE,0.1093,v1.8
T00016947,none,APPROVE,0.4791,v2.0
T00016948,none,APPROVE,0.8197,v1.8
T00016949,new_device,APPROVE,0.3278,v1.8
T00016950,geo_mismatch,APPROVE,0.0119,v1.8
T00016951,none,APPROVE,0.3773,v2.0
T00016952,new_device,APPROVE,0.1186,v2.0
T00016953,watchlist,APPROVE,0.3197,v1.8
T00016954,none,APPROVE,0.4116,v1.8
T00016955,geo_mismatch,APPROVE,0.4247,v1.8
T00016956,velocity,APPROVE,0.4193,v2.0
T00016957,velocity,APPROVE,0.0932,v2.0
T00016958,none,APPROVE,0.4369,v1.8
T00016959,none,APPROVE,0.2759,v1.8
T00016960,geo_mismatch,APPROVE,0.6452,v1.8
T00016961,amount_spike,APPROVE,0.7326,v1.8
T00016962,geo_mismatch,APPROVE,0.5059,v1.8
T00016963,new_device,DECLINE,0.4463,v2.0
T00016964,new_device,APPROVE,0.6881,v1.8
T00016965,geo_mismatch,APPROVE,0.3638,v2.0
T00016966,new_device,APPROVE,0.5956,v2.0
T00016967,new_device,APPROVE,0.0166,v2.0
T00016968,none,APPROVE,0.0734,v1.8
T00016969,velocity,APPROVE,0.0339,v1.8
T00016970,velocity,APPROVE,0.7101,v1.8
T00016971,new_device,APPROVE,0.1935,v2.0
T00016972,geo_mismatch,APPROVE,0.3404,v1.8
T00016973,new_device,APPROVE,0.3887,v2.0
T00016974,velocity,APPROVE,0.1586,v2.0
T00016975,velocity,APPROVE,0.6427,v2.0
T00016976,new_device,DECLINE,0.1602,v2.0
T00016977,velocity,APPROVE,0.2408,v1.8
T00016978,new_device,APPROVE,0.0475,v1.8
T00016979,none,APPROVE,0.6289,v1.8
T00016980,new_device,APPROVE,0.12,v1.8
T00016981,velocity,APPROVE,0.1233,v2.0
T00016982,none,APPROVE,0.3882,v2.0
T00016983,geo_mismatch,APPROVE,0.1906,v2.0
T00016984,watchlist,APPROVE,0.6977,v1.8
T00016985,new_device,APPROVE,0.8748,v1.8
T00016986,new_device,APPROVE,0.6601,v1.8
T00016987,geo_mismatch,APPROVE,0.7641,v2.0
T00016988,amount_spike,APPROVE,0.0174,v1.8
T00016989,none,APPROVE,0.0,v2.0
T00016990,amount_spike,APPROVE,0.406,v2.0
T00016991,watchlist,APPROVE,0.3927,v2.0
T00016992,new_device,APPROVE,0.4625,v1.8
T00016993,none,APPROVE,0.1624,v1.8
T00016994,watchlist,APPROVE,0.4599,v2.0
T00016995,amount_spike,APPROVE,0.5692,v2.0
T00016996,none,APPROVE,0.1705,v2.0
T00016997,new_device,APPROVE,0.2021,v2.0
T00016998,velocity,APPROVE,0.0,v2.0
T00016999,velocity,APPROVE,0.4427,v1.8
T00017000,geo_mismatch,APPROVE,0.0423,v1.8
T00017001,velocity,APPROVE,0.9465,v1.8
T00017002,amount_spike,APPROVE,0.4785,v2.0
T00017003,velocity,APPROVE,0.3261,v1.8
T00017004,new_device,DECLINE,0.2279,v1.8
T00017005,none,APPROVE,0.3546,v2.0
T00017006,velocity,APPROVE,0.3379,v1.8
T00017007,new_device,APPROVE,0.6047,v2.0
T00017008,amount_spike,APPROVE,0.0,v1.8
T00017009,watchlist,APPROVE,0.0,v2.0
T00017011,none,APPROVE,0.3207,v2.0
T00017012,geo_mismatch,APPROVE,0.6448,v2.0
T00017013,new_device,APPROVE,0.4542,v2.0
T00017014,none,APPROVE,0.2778,v1.8
T00017015,none,DECLINE,0.5788,v2.0
T00017016,none,APPROVE,0.1696,v2.0
T00017017,geo_mismatch,APPROVE,0.2131,v1.8
T00017018,none,APPROVE,0.1251,v2.0
T00017019,new_device,APPROVE,0.4829,v2.0
T00017020,geo_mismatch,APPROVE,0.0407,v1.8
T00017021,amount_spike,APPROVE,0.2495,v1.8
T00017022,velocity,DECLINE,0.4868,v2.0
T00017023,none,APPROVE,0.1797,v2.0
T00017024,none,APPROVE,0.0,v2.0
T00017025,geo_mismatch,APPROVE,0.3939,v1.8
T00017026,watchlist,DECLINE,0.1662,v2.0
T00017027,velocity,APPROVE,0.0472,v1.8
T00017028,velocity,APPROVE,0.2132,v1.8
T00017029,none,APPROVE,0.3919,v2.0
T00017030,geo_mismatch,APPROVE,0.3568,v2.0
T00017031,new_device,APPROVE,0.2344,v2.0
T00017032,geo_mismatch,APPROVE,0.2888,v1.8
T00017033,none,APPROVE,0.2061,v1.8
T00017034,velocity,APPROVE,0.0029,v1.8
T00017035,amount_spike,APPROVE,0.0363,v2.0
T00017036,amount_spike,APPROVE,0.9132,v1.8
T00017037,new_device,APPROVE,0.0,v1.8
T00017038,new_device,DECLINE,0.0,v1.8
T00017039,new_device,APPROVE,0.524,v2.0
T00017040,velocity,APPROVE,0.2524,v1.8
T00017041,velocity,APPROVE,0.3822,v2.0
T00017042,none,APPROVE,0.0634,v1.8
T00017043,amount_spike,APPROVE,0.7708,v2.0
T00017044,none,APPROVE,0.1889,v2.0
T00017045,none,APPROVE,0.2452,v2.0
T00017046,none,APPROVE,0.4681,v1.8
T00017047,none,APPROVE,0.1428,v2.0
T00017048,amount_spike,APPROVE,0.4705,v1.8
T00017049,geo_mismatch,APPROVE,0.5321,v2.0
T00017050,amount_spike,APPROVE,0.2272,v1.8
T00017051,watchlist,REVIEW,0.8905,v1.8
T00017052,none,APPROVE,1.0,v2.0
T00017053,geo_mismatch,APPROVE,0.6293,v2.0
T00017054,watchlist,APPROVE,0.0119,v1.8
T00017055,velocity,APPROVE,0.3501,v1.8
T00017056,amount_spike,APPROVE,0.218,v2.0
T00017057,geo_mismatch,APPROVE,0.5408,v2.0
T00017058,none,APPROVE,0.7056,v1.8
T00017059,velocity,APPROVE,0.6376,v1.8
T00017060,geo_mismatch,DECLINE,0.5194,v1.8
T00017061,watchlist,APPROVE,0.0,v1.8
T00017062,velocity,APPROVE,0.1612,v1.8
T00017063,new_device,APPROVE,0.101,v2.0
T00017064,velocity,APPROVE,0.5845,v1.8
T00017065,velocity,APPROVE,0.1936,v1.8
T00017066,velocity,DECLINE,0.0407,v2.0
T00017067,geo_mismatch,APPROVE,0.0406,v2.0
T00017068,amount_spike,APPROVE,0.0761,v1.8
T00017069,amount_spike,APPROVE,0.3065,v2.0
T00017070,amount_spike,APPROVE,0.1112,v2.0
T00017071,geo_mismatch,APPROVE,0.1437,v1.8
T00017072,geo_mismatch,APPROVE,0.1336,v2.0
T00017073,amount_spike,APPROVE,0.2073,v2.0
T00017074,none,APPROVE,0.1326,v1.8
T00017075,none,APPROVE,0.4493,v1.8
T00017076,amount_spike,APPROVE,0.3752,v2.0
T00017077,none,APPROVE,0.7298,v2.0
T00017078,geo_mismatch,APPROVE,0.0888,v2.0
T00017079,new_device,DECLINE,0.367,v1.8
T00017080,watchlist,APPROVE,0.3205,v2.0
T00017081,geo_mismatch,APPROVE,0.5163,v2.0
T00017082,new_device,APPROVE,0.0901,v1.8
T00017083,velocity,APPROVE,0.7218,v1.8
T00017084,geo_mismatch,APPROVE,0.5508,v2.0
T00017085,geo_mismatch,APPROVE,0.0,v2.0
T00017086,new_device,APPROVE,0.3502,v2.0
T00017087,watchlist,APPROVE,0.4079,v1.8
T00017088,watchlist,APPROVE,0.2802,v2.0
